,Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
0,1932798,STANDING PASSENGERS INC.,STANDING PASSENGERS INC.,2446708,Restaurant,RISK 2 (MEDIUM),1458 W Chicago AVE,"Chicago,IL,60642",2016-06-15T00:00:00Z,License,Pass
1,2009414,BRITISH AIRWAYS,BRITISH AIRWAYS-1ST CLASS (T5-M12),2517808,Restaurant,RISK 2 (MEDIUM),11601 W TOUHY AVE,",IL,60666",2017-03-28T00:00:00Z,License,Fail
2,1989214,HALSTED STREET DELI & BAGEL,,2358755,Restaurant,RISK 1 (HIGH),133 N WELLS ST,",IL,",2017-02-16T00:00:00Z,Inspection,Out of Business
3,229238,KENDALL COLLEGE,COOKTEK PASTRY #1,2013962,School,RISK 1 (HIGH),900 N NORTH BRANCH ST,"Chicago,IL,60642",2010-02-19T00:00:00Z,License,Pass
4,1589085,McDONALDS,MCDONALD'S,2397974,Restaurant,RISK 2 (MEDIUM),23 N WESTERN AVE,"Chicago,IL,60612",2015-12-02T00:00:00Z,Complaint Re-inspection,OUT OF BUSINESS
5,1115029,SPORT SERVICE SOLDIER FIELD,SUITE PANTRY B,1354323,Restaurant,RISK 2 (MEDIUM),1410 S MUSEUM CAMPUS DR.,",IL,",2013-09-19T00:00:00Z,Inspection,Out of Business
6,1490851,AFRACAN FOOD,AFRACAN FOOD,1681317,Grocery Store,RISK 2 (MEDIUM),4348 N ELSTON AVE,"Chicago,IL,60641",2014-07-22T00:00:00Z,Inspection,OOB
7,1361350,CMM CATERING COMPANY,,2153524,Restaurant,RISK 1 (HIGH),1527 W CHICAGO,"Chicago,IL,60642",2013-09-19T00:00:00Z,Complaint,Fail
8,1990118,7-ELEVEN # 37622A,7 ELEVEN,2442933,Grocery Store,RISK 1 (HIGH),4 W JACKSON BLVD,",IL,",2017-03-07T00:00:00Z,Inspection,Out of Business
9,670285,MCDONALD'S CORPORATION,MCDONALD'S CORPORATION,1243048,Restaurant,RISK 2 (MEDIUM),23 N WESTERN AVE,"Chicago,IL,60612",2012-02-07T00:00:00Z,Complaint,Pass
