tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1304,MYRATEPLAN,AA-3804-PHL-ORD,2:35 P.M.,2:44 P.M.,4:05 p.m.,3:43 p.m.
1527,FLYTECOMM,AA-2050-ORD-MIA,10:40 A.M.,11:05 A.M.,2:45 p.m.,2:46 p.m.
143,HELLOFLIGHT,CO-50-CLE-EWR,2:55 P.M.,3:31 P.M.,4:49 p.m.,5:26 p.m.
1562,FLYTECOMM,UA-858-PVG-SFO,1:45 P.M.,1:32 P.M.,8:27 a.m.,8:02 a.m.
502,FLIGHTVIEW,AA-1165-JFK-MIA,6:59 A.M.,7:22 A.M.,10:34 a.m.,10:04 a.m.
1477,IFLY,UA-62-IAH-EWR,2:30 P.M.,2:48 P.M.,7:03 p.m.,7:10 p.m.
1959,ALLEGIANTAIR,CO-58-DEN-IAH,11:25 A.M.,11:32 A.M.,2:50 p.m.,3:31 p.m.
1278,MYRATEPLAN,UA-938-DEN-ORD,4:16 P.M.,4:15 P.M.,7:35 p.m.,7:36 p.m.
1520,FLYTECOMM,UA-854-SFO-IAH,7:53 A.M.,7:49 A.M.,1:39 p.m.,1:30 p.m.
541,FLIGHTSTATS,UA-397-JFK-SFO,8:00 A.M.,8:29 A.M.,11:55 a.m.,11:58 a.m.
1637,MYTRIPANDMORE,AA-404-MIA-MCO,6:45 A.M.,6:57 A.M.,7:45 a.m.,7:40 a.m.
102,HELLOFLIGHT,AA-1007-MIA-PHX,4:55 P.M.,5:08 P.M.,8:05 p.m.,7:55 p.m.
2376,WORLD-FLIGHT-TRACKER,AA-59-JFK-SFO,7:10 A.M.,7:39 A.M.,10:45 a.m.,11:12 a.m.
469,FLIGHTVIEW,AA-1279-DFW-PHX,1:00 P.M.,2:04 P.M.,2:35 p.m.,3:30 p.m.
1267,MYRATEPLAN,AA-1640-MIA-MCO,6:30 P.M.,6:30 P.M.,7:25 p.m.,7:25 p.m.
696,PANYNJ,UA-3373-IAD-PHL,8:29 A.M.,8:26 A.M.,9:24 a.m.,9:13 a.m.
994,TRAVELOCITY,AA-1733-ORD-PHX,7:45 P.M.,7:58 P.M.,10:30 p.m.,10:30 p.m.
1323,MYRATEPLAN,AA-222-LAX-BOS,7:10 A.M.,7:31 A.M.,3:30 p.m.,3:14 p.m.
1694,WUNDERGROUND,AA-4307-ORD-DTW,6:45 P.M.,6:55 P.M.,9:10 p.m.,8:53 p.m.
2321,FLIGHTAWARE,AA-59-JFK-SFO,7:10 A.M.,7:39 A.M.,10:45 a.m.,11:12 a.m.
