tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
358,AIRTRAVELCENTER,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 P.M.,1:40 P.M.
568,FLIGHTSTATS,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 A.M.,8:06 A.M.
1437,CO,CO-1193-EWR-MCO,9:15 a.m.,9:14 a.m.,12:18 P.M.,12:09 P.M.
15,AA,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 P.M.,3:30 P.M.
1239,MYRATEPLAN,CO-1090-BOS-IAH,9:45 a.m.,10:19 a.m.,1:16 P.M.,1:19 P.M.
1203,USATODAY,CO-1250-MIA-IAH,2:53 p.m.,3:01 p.m.,4:48 P.M.,4:59 P.M.
749,FLIGHTEXPLORER,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 P.M.,11:56 A.M.
2197,GOFOX,AA-4330-CVG-ORD,3:35 p.m.,3:36 p.m.,4:00 P.M.,3:33 P.M.
2111,BUSINESSTRAVELLOGUE,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 A.M.,5:50 A.M.
2133,BUSINESSTRAVELLOGUE,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 A.M.,11:01 A.M.
493,FLIGHTVIEW,UA-2515-DFW-CLT,7:05 a.m.,7:05 a.m.,10:31 A.M.,10:47 A.M.
1797,FLYLOUISVILLE,CO-47-IAH-LAX,7:10 p.m.,8:25 p.m.,8:56 P.M.,9:52 P.M.
339,AIRTRAVELCENTER,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,10:15 P.M.,10:29 P.M.
1386,ORBITZ,AA-3823-LAX-DEN,9:00 p.m.,9:00 p.m.,12:15 A.M.,12:15 A.M.
1695,WUNDERGROUND,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 P.M.,3:16 P.M.
1346,ORBITZ,CO-1561-PHX-IAH,8:05 a.m.,8:00 a.m.,11:35 A.M.,11:32 A.M.
2205,GOFOX,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,9:35 A.M.,9:31 A.M.
2259,FLIGHTAWARE,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,9:54 A.M.,9:43 A.M.
2373,WORLD-FLIGHT-TRACKER,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,12:55 P.M.,12:50 P.M.
884,FLIGHTS,UA-858-PVG-SFO,1:45 p.m.,1:32 p.m.,8:27 A.M.,8:02 A.M.
170,BOSTON,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:55 P.M.,7:39 P.M.
1584,FLYTECOMM,CO-45-EWR-MIA,4:00 p.m.,3:58 p.m.,7:05 P.M.,6:36 P.M.
642,PANYNJ,CO-1614-LAX-IAH,12:30 a.m.,12:41 a.m.,5:35 A.M.,5:26 A.M.
1266,MYRATEPLAN,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 A.M.,10:36 A.M.
923,FLIGHTARRIVAL,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 P.M.,11:56 A.M.
58,HELLOFLIGHT,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:50 P.M.,3:31 P.M.
309,WEATHER,UA-3373-IAD-PHL,8:29 a.m.,8:26 a.m.,9:24 A.M.,9:13 A.M.
1182,USATODAY,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 P.M.,5:05 P.M.
657,PANYNJ,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 P.M.,5:05 P.M.
620,FLIGHTSTATS,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 A.M.,10:16 A.M.
489,FLIGHTVIEW,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,6:23 P.M.,6:38 P.M.
271,WEATHER,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 A.M.,9:05 A.M.
1883,QUICKTRIP,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 A.M.,9:05 A.M.
411,AIRTRAVELCENTER,CO-4888-IAH-DAL,5:30 p.m.,5:30 p.m.,6:40 P.M.,6:40 P.M.
736,FLIGHTEXPLORER,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 P.M.,4:56 P.M.
466,FLIGHTVIEW,CO-89-IAH-EWR,6:00 a.m.,6:02 a.m.,10:20 A.M.,10:27 A.M.
621,FLIGHTSTATS,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,6:30 P.M.,6:43 P.M.
1739,UA,UA-843-LAX-ORD,1:55 p.m.,2:10 p.m.,7:53 P.M.,7:58 P.M.
283,WEATHER,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 A.M.,11:06 A.M.
1672,WUNDERGROUND,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 P.M.,1:27 P.M.
1487,SFO,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,7:23 A.M.,7:17 A.M.
89,HELLOFLIGHT,CO-47-IAH-LAX,7:10 p.m.,8:25 p.m.,8:56 P.M.,9:52 P.M.
2152,DEN,CO-1023-IAH-DEN,11:40 a.m.,11:56 a.m.,1:17 P.M.,1:14 P.M.
13,AA,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 P.M.,11:56 A.M.
798,IAD,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 P.M.,3:21 P.M.
314,WEATHER,UA-2704-DTW-PHX,11:15 a.m.,11:15 a.m.,1:40 P.M.,2:00 P.M.
2113,BUSINESSTRAVELLOGUE,AA-3823-LAX-DEN,9:00 p.m.,9:00 p.m.,12:15 A.M.,12:15 A.M.
1814,FLYLOUISVILLE,UA-2515-DFW-CLT,7:05 a.m.,7:05 a.m.,10:31 A.M.,10:47 A.M.
1823,FLYLOUISVILLE,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 A.M.,10:04 A.M.
2214,GOFOX,AA-3756-ORD-SLC,12:15 p.m.,12:41 p.m.,2:45 P.M.,2:50 P.M.
