tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
899,flights,AA-3979-CVG-ORD,7:30 A.M.,8:04 A.M.,8:00 a.m.,8:06 a.m.
183,boston,UA-854-SFO-IAH,7:53 A.M.,7:49 A.M.,1:39 p.m.,1:30 p.m.
566,flightstats,AA-2957-DFW-CVG,7:55 A.M.,8:04 A.M.,11:05 a.m.,11:01 a.m.
458,flightview,AA-1886-BOS-MIA,10:45 A.M.,10:55 A.M.,2:20 p.m.,1:40 p.m.
2019,allegiantair,CO-1250-MIA-IAH,2:53 P.M.,3:01 P.M.,4:48 p.m.,4:59 p.m.
569,flightstats,AA-1279-DFW-PHX,1:00 P.M.,2:04 P.M.,2:35 p.m.,3:30 p.m.
1340,orbitz,AA-616-DFW-DTW,9:05 A.M.,10:10 A.M.,12:35 p.m.,1:27 p.m.
779,flightexplorer,UA-828-SFO-ORD,11:08 P.M.,11:08 P.M.,5:11 a.m.,5:11 a.m.
563,flightstats,UA-3050-PHX-CLT,11:05 A.M.,11:30 A.M.,4:57 p.m.,5:05 p.m.
717,panynj,AA-3979-CVG-ORD,7:30 A.M.,8:04 A.M.,8:00 a.m.,8:06 a.m.
954,flightarrival,CO-1561-PHX-IAH,8:05 A.M.,8:00 A.M.,11:35 a.m.,11:32 a.m.
502,flightview,AA-1165-JFK-MIA,6:59 A.M.,7:22 A.M.,10:34 a.m.,10:04 a.m.
689,panynj,UA-37-EWR-MCO,1:29 P.M.,1:48 P.M.,4:17 p.m.,4:17 p.m.
830,flights,AA-3468-CVG-MIA,7:00 A.M.,7:25 A.M.,9:55 a.m.,9:45 a.m.
58,helloflight,CO-58-DEN-IAH,11:25 A.M.,11:32 A.M.,2:50 p.m.,3:31 p.m.
2117,businesstravellogue,UA-3373-IAD-PHL,8:29 A.M.,8:26 A.M.,9:24 a.m.,9:13 a.m.
1771,flylouisville,CO-1614-LAX-IAH,12:30 A.M.,12:41 A.M.,5:35 a.m.,5:26 a.m.
2262,flightaware,UA-2726-FLL-PHL,4:00 P.M.,4:00 P.M.,6:46 p.m.,6:28 p.m.
1647,ord,AA-3979-CVG-ORD,7:30 A.M.,8:04 A.M.,8:00 a.m.,8:06 a.m.
