LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
57600.0,Honolulu,HI,96817,444130,Corporation,Asian,Male Owned,Non-Veteran,5,04/29/2020,Hawaii National Bank.,HI-01
18600.0,HONOLULU,HI,96817,621112,Corporation,Unknown,,Unanswered,3,04/28/2020,"American Savings Bank, FSB(First State Bank)",HI-01
123300.0,KANEOHE,HI,96744,238220,Corporation,Unanswered,Unanswered,Unanswered,8,04/14/2020,Central Pacific Bank,HI-02
68600.0,KIHEI,HI,96753,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,5,04/05/2020,"ASB, FSB",HI-02
14995.0,Kailua Kona,HI,96740,713940,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1,05/14/2020,"Kabbage, Inc.",HI-02
109100.0,KAUNAKAKAI,HI,96748,444190,Corporation,White,Male Owned,Non-Veteran,12,04/13/2020,"American Savings Bank, FSB",HI-02
140400.0,WAIMANALO,HI,96795,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,13,04/13/2020,"American Savings Bank, FSB(First State Bank)",HI-02
6700.0,KAILUA KONA,HI,96740,424940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,2,04/10/2020,Central Pacific Bank,HI-02
67455.0,Waimea,HI,96743,531210,Corporation,Unanswered,Unanswered,Unanswered,5,04/13/2020,Bank of Hawaii,HI-02
20800.0,Honolulu,HI,96815,531210,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,1,05/19/2020,Hawaii National Bank.,HI-01
8800.0,kalaheo,HI,96746,541430,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0,05/06/2020,Central Pacific Bank,HI-02
39200.0,Kailua,HI,96734,541214,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,3,04/29/2020,Hawaii National Bank.,HI-02
4100.0,Honolulu,HI,96814,621399,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0,05/08/2020,Central Pacific Bank,HI-01
109800.0,HONOLULU,HI,96821,722515,Limited  Liability Company(LLC),Unanswered,Male Owned;,Unanswered,14,04/03/2020,"American Savings Bank, FSB",HI-01
51750.0,KAILUA,HI,96734,236220,Corporation,Unanswered,Unanswered,Unanswered,,04/16/2020,Central Pacific Bank,HI-02
20900.0,Kailua,HI,96734,812112,Corporation,Unanswered,Male Owned,Non-Veteran,0,05/13/2020,Central Pacific Bank,HI-02
24700.0,HONOLULU,HI,96814,621210,Limited  Liability Company(LLC),Unknown,,Unanswered,1,04/05/2020,Central Pacific Bank,HI-01
11000.0,HONOLULU,HI,96813,531210,Sole Proprietorship,Unknown,,Unanswered,1,05/14/2020,"American Savings Bank, FSB(First State Bank)",HI-01
128440.0,KAHULUI,HI,96732,624410,Non-Profit Childcare Center,Unanswered,Unanswered,Unanswered,17,04/05/2020,"ASB, FSB",HI-02
16822.0,AIEA,HI,96701,448310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,6,04/27/2020,Bank of Hawaii,HI-01
22200.0,HONOLULU,HI,96814,611519,Limited  Liability Company(LLC),Unknown,,Unanswered,4,04/08/2020,Central Pacific Bank,HI-01
40000.0,HONOLULUulu,HI,96813,611110,Corporation,Unanswered,Unanswered,Unanswered,,04/15/2020,Central Pacific Bank,HI-01
6312.5,HONOLULU,HI,96825,484210,Sole Proprietorship,Unknown,,Unanswered,1,05/03/2020,FIRST HAWAIIAN BANK,HI-01
35700.0,Honolulu,HI,96816,611610,Non-Profit Organization,Unanswered,Unanswered,Unanswered,0,05/14/2020,Central Pacific Bank,HI-01
20000.0,Honolulu,HI,96816,812990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,05/20/2020,Celtic Bank Corporation,HI-01
34600.0,HONOLULU,HI,96822,311813,Limited  Liability Company(LLC),Asian,Female,Non-Veteran,18,04/07/2020,FIRST HAWAIIAN BANK,HI-01
127070.0,KAHULUI,HI,96732,424930,Corporation,Unanswered,Unanswered,Unanswered,,04/12/2020,Central Pacific Bank,HI-02
5000.0,HONOLULU,HI,96814,423390,Limited  Liability Company(LLC),Unknown,,Unanswered,2,04/08/2020,Central Pacific Bank,HI-01
5600.0,HILO,HI,96720,448150,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1,05/08/2020,"American Savings Bank, FSB(First State Bank)",HI-02
13585.0,Kailua Kona,HI,96740,711510,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1,2020-04-30,WebBank,HI-02
14400.0,HILO,HI,96720,611610,Corporation,Unanswered,Unanswered,Unanswered,12,04/09/2020,"American Savings Bank, FSB(First State Bank)",HI-02
52940.0,HONOLULU,HI,96814,621111,Subchapter S Corporation,Unknown,,Unanswered,7,04/16/2020,Bank of Hawaii,HI-01
1400.0,Wailuku,HI,96793,711310,Sole Proprietorship,White,Male Owned,Non-Veteran,1,05/08/2020,Hawaii National Bank.,HI-02
4700.0,honolulu,HI,96813,722310,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,1,04/16/2020,"Readycap Lending, LLC",HI-01
8125.0,WAILUKU,HI,96793,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1,05/13/2020,Bank of Hawaii,HI-02
71400.0,AIEA,HI,96701,621111,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,5,04/05/2020,"ASB, FSB",HI-01
28537.0,HILO,HI,96720,441310,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,1,2020-04-30,FIRST HAWAIIAN BANK,HI-02
3700.0,MILILANI,HI,96789,611710,Independent Contractors,Unanswered,Unanswered,Unanswered,1,05/06/2020,"American Savings Bank, FSB(First State Bank)",HI-01
11592.0,HALEIWA,HI,96712,561520,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,7,05/11/2020,Bank of Hawaii,HI-02
39500.0,PEARL CITY,HI,96782,999990,Corporation,Unanswered,Unanswered,Unanswered,5,04/28/2020,"American Savings Bank, FSB(First State Bank)",HI-01
21500.0,Honolulu,HI,96819,424410,Corporation,Asian,Male Owned,Non-Veteran,4,05/20/2020,Hawaii National Bank.,HI-01
12347.0,WAIPAHU,HI,96797,238220,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1,07/27/2020,"Kabbage, Inc.",HI-01
50000.0,KAMUELA,HI,96743,531190,Corporation,Unanswered,Unanswered,Unanswered,,04/14/2020,Central Pacific Bank,HI-02
20832.5,Paia,HI,96779,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,1,05/20/2020,FIRST HAWAIIAN BANK,HI-02
4400.0,Honolulu,HI,96814,541910,Corporation,Asian,Male Owned,Non-Veteran,3,05/11/2020,Hawaii National Bank.,HI-01
52000.0,WAILUKU,HI,96793,621111,Limited  Liability Company(LLC),White,Male Owned,Veteran,4,04/10/2020,Central Pacific Bank,HI-02
21067.0,KAHULUI,HI,96732,811111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,05/08/2020,Bank of Hawaii,HI-02
6400.0,KAILUA KONA,HI,96740,561520,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1,04/10/2020,Central Pacific Bank,HI-02
8985.0,Kapolei,HI,96707,339920,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1,05/01/2020,FIRST HAWAIIAN BANK,HI-02
138200.0,HONOLULU,HI,96816,541330,Corporation,Unknown,,Unanswered,12,04/07/2020,FIRST HAWAIIAN BANK,HI-01
54900.0,KILAUEA,HI,96754,532490,Corporation,White,Male Owned,Non-Veteran,9,04/15/2020,FIRST HAWAIIAN BANK,HI-02
57355.0,HONOLULU,HI,96814,446120,Corporation,Unknown,,Unanswered,8,04/28/2020,Central Pacific Bank,HI-01
53400.0,HONOLULU,HI,96826,722511,Limited  Liability Company(LLC),Unknown,,Unanswered,18,04/11/2020,Central Pacific Bank,HI-01
15900.0,HONOLULU,HI,96815,448110,Corporation,Unknown,,Unanswered,2,05/01/2020,"American Savings Bank, FSB(First State Bank)",HI-01
15000.0,Kapaa,HI,96746,611620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,14,04/27/2020,Kaua'i Government Employees' FCU;,HI-02
39334.0,Pearl City,HI,96782,238330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0,04/28/2020,Central Pacific Bank,HI-01
112672.0,HANA,HI,96713,445110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,14,2020-05-18,Bank of Hawaii,HI-02
7400.0,AIEA,HI,96701,423990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,1,05/01/2020,FIRST HAWAIIAN BANK,HI-01
1000.0,Haiku-Pauwela,HI,96708,711510,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0,05/07/2020,Celtic Bank Corporation,HI-02
2800.0,Honolulu,HI,96817,541219,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0,05/13/2020,Central Pacific Bank,HI-01
6400.0,HONOLULU,HI,96822,236220,Limited  Liability Company(LLC),Unknown,,Unanswered,,04/15/2020,Central Pacific Bank,HI-01
14700.0,Pearl City,HI,96782,445110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,2,05/01/2020,"American Savings Bank, FSB(First State Bank)",HI-01
6714.0,KAPAA,HI,96746,711510,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,04/15/2020,Central Pacific Bank,HI-02
10267.5,Lihue,HI,96766,453220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3,05/04/2020,FIRST HAWAIIAN BANK,HI-02
61500.0,HONOLULU,HI,96813,531390,Limited  Liability Company(LLC),Unknown,,Unanswered,5,04/15/2020,Central Pacific Bank,HI-01
20800.0,KAILUA,HI,96734,621330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,1,2020-04-30,"American Savings Bank, FSB(First State Bank)",HI-02
34800.0,HONOLULU,HI,96822,621210,Limited  Liability Company(LLC),Unknown,,Unanswered,3,04/06/2020,Central Pacific Bank,HI-01
30000.0,KAPOLEI,HI,96707,811121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,04/15/2020,Central Pacific Bank,HI-02
33142.5,Kihei,HI,96753,448190,Corporation,Unanswered,Unanswered,Unanswered,4,04/28/2020,FIRST HAWAIIAN BANK,HI-02
