,tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
0,1364,orbitz,UA-248,1900-03-31T12:57:00Z,,1900-03-31T17:15:00Z,1900-03-31T17:34:00Z
1,1876,quicktrip,UA-3515,,1900-03-31T08:12:00Z,1900-03-31T10:06:00Z,1900-03-31T09:56:00Z
2,2166,gofox,AA-204,1900-03-31T23:25:00Z,1900-03-31T23:25:00Z,1900-03-31T06:55:00Z,1900-03-31T06:55:00Z
3,1432,CO,CO-1614,1900-03-31T00:30:00Z,1900-03-31T00:41:00Z,1900-03-31T05:35:00Z,1900-03-31T05:26:00Z
4,153,boston,AA-518,1900-03-31T06:40:00Z,,1900-03-31T09:25:00Z,1900-03-31T09:28:00Z
5,795,mia,AA-484,1900-03-31T16:15:00Z,1900-03-31T16:29:00Z,1900-03-31T19:55:00Z,1900-03-31T19:39:00Z
6,1797,flylouisville,CO-47,,,1900-03-31T20:56:00Z,1900-03-31T21:52:00Z
7,453,flightview,CO-1090,1900-03-31T09:45:00Z,1900-03-31T10:19:00Z,1900-03-31T13:16:00Z,1900-03-31T13:19:00Z
8,1877,quicktrip,AA-484,,,1900-03-31T19:55:00Z,1900-03-31T19:39:00Z
9,29,aa,AA-1221,,1900-03-31T20:23:00Z,1900-03-31T21:45:00Z,1900-03-31T21:53:00Z
10,1043,travelocity,UA-3373,1900-03-31T08:29:00Z,,1900-03-31T09:24:00Z,1900-03-31T09:13:00Z
11,796,mia,AA-466,1900-03-31T06:00:00Z,1900-03-31T06:08:00Z,1900-03-31T09:20:00Z,1900-03-31T09:05:00Z
12,1837,flylouisville,AA-3804,,1900-03-31T14:44:00Z,1900-03-31T16:05:00Z,1900-03-31T15:43:00Z
13,455,flightview,UA-3515,1900-03-31T08:15:00Z,1900-03-31T08:12:00Z,1900-03-31T10:06:00Z,1900-03-31T09:56:00Z
14,330,weather,CO-50,,1900-03-31T15:31:00Z,1900-03-31T16:49:00Z,1900-03-31T17:26:00Z
15,1668,wunderground,UA-2726,,1900-03-31T16:00:00Z,1900-03-31T18:46:00Z,1900-03-31T18:28:00Z
16,1629,mytripandmore,UA-6273,1900-03-31T07:35:00Z,,1900-03-31T09:43:00Z,1900-03-31T08:45:00Z
17,908,flights,CO-45,1900-03-31T16:00:00Z,,1900-03-31T19:05:00Z,1900-03-31T18:36:00Z
18,283,weather,AA-2525,,,1900-03-31T11:10:00Z,1900-03-31T11:06:00Z
19,1696,wunderground,CO-1694,1900-03-31T19:15:00Z,1900-03-31T19:15:00Z,1900-03-31T00:21:00Z,1900-03-31T00:21:00Z
20,177,boston,AA-466,,1900-03-31T06:08:00Z,1900-03-31T09:20:00Z,1900-03-31T09:05:00Z
21,363,airtravelcenter,CO-1023,,1900-03-31T11:56:00Z,1900-03-31T13:17:00Z,1900-03-31T13:14:00Z
22,211,boston,AA-1522,1900-03-31T23:55:00Z,1900-03-31T23:55:00Z,1900-03-31T05:50:00Z,1900-03-31T05:50:00Z
23,1200,usatoday,AA-1522,,,1900-03-31T05:50:00Z,1900-03-31T05:50:00Z
24,1948,quicktrip,CO-45,1900-03-31T16:00:00Z,,1900-03-31T19:05:00Z,1900-03-31T18:36:00Z
25,48,aa,AA-222,,,1900-03-31T15:30:00Z,1900-03-31T15:14:00Z
26,725,panynj,AA-404,,,1900-03-31T07:45:00Z,1900-03-31T07:40:00Z
27,1430,CO,CO-89,,,1900-03-31T10:20:00Z,1900-03-31T10:27:00Z
28,1524,flytecomm,UA-2945,1900-03-31T00:00:00Z,1900-03-31T03:11:00Z,1900-03-31T13:45:00Z,1900-03-31T13:15:00Z
29,1594,mytripandmore,AA-204,1900-03-31T23:25:00Z,1900-03-31T23:25:00Z,1900-03-31T06:55:00Z,1900-03-31T06:55:00Z
30,169,boston,AA-3468,,,1900-03-31T09:55:00Z,1900-03-31T09:45:00Z
31,265,weather,CO-1090,,1900-03-31T10:19:00Z,1900-03-31T13:16:00Z,1900-03-31T13:19:00Z
32,1204,usatoday,UA-6273,,1900-03-31T07:27:00Z,1900-03-31T09:43:00Z,1900-03-31T08:45:00Z
33,1666,wunderground,AA-1733,,1900-03-31T19:58:00Z,1900-03-31T22:30:00Z,1900-03-31T22:30:00Z
34,1889,quicktrip,AA-3979,1900-03-31T07:30:00Z,1900-03-31T08:04:00Z,1900-03-31T08:00:00Z,1900-03-31T08:06:00Z
35,776,flightexplorer,AA-431,1900-03-31T08:35:00Z,,1900-03-31T11:50:00Z,1900-03-31T11:44:00Z
36,745,flightexplorer,AA-446,1900-03-31T11:50:00Z,1900-03-31T12:12:00Z,1900-03-31T15:50:00Z,1900-03-31T16:09:00Z
37,235,boston,AA-789,1900-03-31T13:05:00Z,1900-03-31T13:19:00Z,1900-03-31T14:35:00Z,1900-03-31T15:13:00Z
38,1618,mytripandmore,UA-233,1900-03-31T16:25:00Z,,1900-03-31T00:29:00Z,1900-03-31T00:29:00Z
39,1638,ord,AA-3859,1900-03-31T07:10:00Z,,1900-03-31T09:40:00Z,1900-03-31T09:32:00Z
40,175,boston,AA-446,1900-03-31T11:50:00Z,,1900-03-31T15:50:00Z,1900-03-31T16:09:00Z
41,774,flightexplorer,AA-2312,1900-03-31T20:25:00Z,1900-03-31T20:25:00Z,1900-03-31T23:50:00Z,1900-03-31T23:50:00Z
42,508,flightview,UA-828,1900-03-31T23:08:00Z,1900-03-31T23:08:00Z,1900-03-31T05:11:00Z,1900-03-31T05:11:00Z
43,318,weather,AA-3804,1900-03-31T14:35:00Z,,1900-03-31T16:05:00Z,1900-03-31T15:43:00Z
44,1192,usatoday,AA-4307,1900-03-31T18:45:00Z,1900-03-31T18:55:00Z,1900-03-31T21:10:00Z,1900-03-31T20:53:00Z
45,1110,foxbusiness,AA-2050,1900-03-31T10:40:00Z,1900-03-31T11:05:00Z,1900-03-31T14:45:00Z,1900-03-31T14:46:00Z
46,57,helloflight,UA-2830,,1900-03-31T15:27:00Z,1900-03-31T17:05:00Z,1900-03-31T17:17:00Z
47,220,boston,UA-6273,1900-03-31T07:35:00Z,,1900-03-31T09:43:00Z,1900-03-31T08:45:00Z
48,2236,gofox,AA-2268,1900-03-31T07:15:00Z,1900-03-31T07:22:00Z,1900-03-31T11:35:00Z,1900-03-31T11:06:00Z
49,26,aa,AA-3842,,1900-03-31T06:56:00Z,1900-03-31T07:30:00Z,1900-03-31T07:51:00Z
