,index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
0,867,10044,MARION REGIONAL MEDICAL CENTER,1256 military street south,hamilton,al,35570,marion,2059216200,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
1,192,10010,MARSHALL MEDICAL CENTER NORTH,8000 alabama highway 69,guntersville,al,35976,marshall,2565718000,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORIkY,yes
2,733,10035,CULLMAN REGIONAL MEDICAL CENTER,1912 alabama highway 157,cullman,al,35058,cullman,2567372000,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,yes
3,658,10032,WEDOWEE HOSPITAL,209 north main street,wedowee,al,36278,randolph,2563572111,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,no
4,156,10009,Hartselle Medical Center,201 pine street northwest,hartselle,al,35640,morgan,2567736511,ACUTE CARE HOSPITALS,PROPRIETARY,yes
5,453,10019,HELEN KELLER MEMORIAL HOSPITAL,1300 south montgomery avenue,sheffield,al,35660,jefferson,2563864556,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,yes
6,413,10158,RUSSELLVILLE HOSPITAL,15155 highway 43,russellville,al,35653,franklin,2563321611,ACUTE CARE HOSPITALS,PROPRIETARY,yes
7,866,10044,MARION REGIONAL MEDICAL CENTER,1256 military street south,hamilton,al,35570,marion,2059216200,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
8,903,10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 south third street,gadsden,al,35901,etowah,2565435200,ACUTE CARE HOSPITALS,PROPRIETARY,yes
9,952,10047,GEORGIANA HOSPITAL,515 miranda st,georgiana,al,36033,butler,3343762205,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,no
10,616,10027,ELBA GENERAL HOSPITAL,987 drayton street,elba,al,36323,coffee,3348972257,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,yes
11,906,10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 south third street,gadsden,al,35901,etowah,2565435200,ACUTE CARE HOSPITALS,PROPRIETARY,yes
12,636,10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 pepperell parkway,opelika,al,36801,lee,3347493411,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,yes
13,603,10027,ELBA GENERAL HOSPITAL,987 drayton street,elba,al,36323,coffee,3348972257,ACUTE CARE HTSPITALS,VOLUNTARY NON-PROFIT - OTHWR,yes
14,254,10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 highway 43,thomasville,al,36784,clarke,3346366221,ACUTE CARE HOSPITALS,government - federal,yes
15,57,10005,MARSHALL MEDICAL CENTER SOUTH,2505 u s highway 431 north,boaz,al,35957,marshall,2565938310,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,yes
16,163,10009,Hartselle Medical Center,201 pine street northwest,hartselle,al,35640,morgan,2567736511,ACUTE CARE HOSPITALS,PROPRIGTARY,yes
17,973,10049,Medical Center Enterprise,400 n edwards street,enterprise,al,36330,coffee,3343470584,ACUTE CARE HOSPITALS,PROPRIETARY,yes
18,131,10008,CRENSHAW COMMUNITY HOSPITAL,101 hospital circle,luverne,al,36049,crenshaw,3343353374,ACUTE CARE HOSPITALS,GOVERNMENT - FEDERAL,yes
19,431,10164,COOSA VALLEY MEDICAL CENTER,315 w hickory st,sylacauga,al,35150,talladega,2562495000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,no
