id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
149858,"ATLANTIC SWORDFISH STEAK CENTER CUT, CORIANDER BUTTER SAUCE",1,1,1987,1987,17.0,17.0
251774,"SUPREME OF CHICKEN, SAUTE CACCIATORA",1,1,1959,1959,0.0,0.0
65393,"BEATRICE CAKE, PER LB",1,1,1900,1900,0.0,0.0
383374,MONKS BEARD SALAD,1,1,1916,1916,0.4,0.4
294885,"HOT SLICED TURKEY SANDWICH MORNAY, IN POTATO BORDURE, WITH FRESH ASPARAGUS",1,1,1953,1953,1.65,1.65
93027,ECARLATE,1,1,1895,1895,,
434561,"SCOTCH, KING WILLIAM IV",2,2,1914,1914,0.2,0.2
65783,ALTER SHERRY,2,2,1901,1901,0.0,0.0
84787,HOT CORN MEAL MUSH AND MILK,1,1,1899,1899,0.0,0.0
493727,"COUNTRY SAUSAGES, FRIED BANANAS",0,0,0,0,0.0,0.0
474218,"FRIED MACKEREL, MUSTARD SAUCE",1,1,1912,1912,0.75,0.75
439311,COLD FERRIS HAM,1,1,1905,1905,,
45137,BRANDY PEACHES PRESERVES,2,2,1898,1900,0.3,0.5
383035,"WEHLENER ROSENBERG, 1907, 1/2 BOTTLE, BOTTLE",1,1,1916,1916,0.8,1.5
314543,"BROILED PORK CHOPS, APPLE SAUCE, VEGETABLE, POTATO",1,1,1948,1948,1.75,1.75
507407,"REUBEN'S SPECIAL TURKEY, ROAST VIRGINIA HAM, SWISS CHEESE, COLE SLAW, RUSSIAN DRESSING",0,0,0,0,0.0,0.0
88791,"OMELETS, VARIES",1,1,1897,1897,0.0,0.0
184225,BREAD AND BUTTER WHITE?,2,2,1938,1938,0.15,0.15
349921,CANADA MUTTON CHOP,33,33,1933,1933,0.65,1.7
70222,CAFE PUDDING,1,1,1907,1907,0.25,0.25
64182,FRICANDEAU VEAL AND OLIVES,1,1,1900,1900,0.0,0.0
476757,"LOBSTER SALAD, CHICKEN",1,1,1943,1943,1.5,1.5
325594,"PEIXE ESPADA GRELHADO, MAITRE D'HOTEL",1,1,1939,1939,0.0,0.0
481361,"STUFFED TURKEY, CRANBERRY SAUCE",1,1,0,0,0.0,0.0
61532,"(BEEF STEAK), FRIED ONIONS",1,1,1901,1901,0.0,0.0
15868,"BREAST OF LAMB, JARDINIERE",3,3,1893,1900,0.0,0.0
235066,BORSCHT KOOP,1,1,1969,1969,1.3,1.3
344502,MACEDOINE DE FRUITS AU MARASQUIN,1,1,1935,1935,0.0,0.0
311980,(BEEF) TAMALE,3,3,1937,1948,0.3,0.5
286273,OYSTER MORNAY (6),2,2,1963,1963,0.0,0.0
354474,*FILET OF SOLE WITH FRESH SPINACH FLORENTINE,1,1,1933,1933,0.0,0.0
379205,CLUB STEAK WITH MUSHROOMS,9,9,1917,1919,2.75,3.7
82285,"VEUVE CLICQOUT, GOLD LABEL, BRUT",1,1,1900,1900,2.0,3.75
229253,"L'ENTRECOTE A LA BERCY - NEW YORK STRIP STEAK, WITH SHALLOTS, AND FRENCH FRIED POTATOES",1,1,1981,1981,0.0,0.0
37410,KALBFLEISCH FRICASSEE,1,1,1901,1901,0.0,0.0
350837,SHAD ROE SAUTE MEUNIERE,13,14,1933,1933,1.25,1.35
24641,"POTATOES, SAUTEES OR STEWED",2,2,1900,1901,0.1,0.15
460870,BROILED SMALL STEAK WITH POTATOES,1,1,0,0,0.0,0.0
479871,BLATTSALATE MIT HANDGESCHÖPFTEM SCHAFSKÄSE,1,1,0,0,0.0,0.0
305457,HEAD LETTUCE WITH THOUSAND ISLAND DRESSING,2,2,1944,1947,0.0,0.0
493662,MADÈRE,4,4,1880,1928,0.0,0.0
234259,BRANDY (DOMESTIC),3,3,1947,1966,0.38,0.8
56547,"CIGARS, MANUEL GARCIA, INVENCIBLE",2,2,1901,1901,0.3,6.5
110817,LADY CAKES,2,2,1907,1921,0.0,0.0
351394,"COFFEE ICE CREAM, CARAMEL SAUCE",4,4,1933,1933,0.0,0.0
142989,VINTAGE PORT MARTINEZ 1963,1,1,1974,1974,0.0,0.0
407602,"ROAST SPRING LAMB, MINT SAUCE (READY)",1,1,1917,1917,0.9,0.9
435474,TORTUE VERTE AU MARSALA,1,1,1914,1914,,
10679,"BAKED FRESH MACKEREL, CREOLE",3,3,1900,1901,0.25,0.6
79917,BOMBE REGENCE,1,1,1906,1906,0.4,0.4
