,id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
0,293494,"BOILED FRESH BRISKET OF BEEF, HORSERADISH SAUCE, BOUILLON POTATOES",2,2,1953,1953,0.0,0.0
1,446024,"BAKED SAGO PUDDING, LEMON CREAM SAUCE",1,1,1917,1917,0.15,0.15
2,386017,FRIED OR GRILLED SWEETS POTATOES,4,4,1918,1918,0.25,0.25
3,117529,"ROAST FANCY CAPON, CELERY DRESSING, COMPOTE",1,1,1907,1907,0.0,0.0
4,252193,"PINOT CHARDONNAY LES CHARMES, 1983",1,1,1985,1985,0.0,0.0
5,30479,STEAK SIRLOIN WITH MUSHROOMS,1,1,1901,1901,0.0,0.0
6,51629,SHREDDED WHEAT BISCUIT WITH CREAM,11,11,1900,1943,0.0,0.0
7,503063,"HALF COLD LOBSTER, SLICED TOMATOES",1,1,1913,1913,0.4,0.4
8,336926,BROILED B.C. SALMON,2,2,1937,1937,0.0,0.0
9,239709,"VERSCHIEDENE GEFULLTE EIER, GARNIERT, BUTTER UND BROT",1,1,1958,1958,0.0,0.0
10,65644,MIGNARDISES,98,103,1905,1990,0.5,0.5
11,88791,"OMELETS, VARIES",1,1,1897,1897,0.0,0.0
12,138730,SUNOMONO,1,1,0,0,0.85,0.85
13,235066,BORSCHT KOOP,1,1,1969,1969,1.3,1.3
14,414243,RYE BREAD AND BUTTER,1,1,1942,1942,0.15,0.15
15,466861,BAKED OYSTERS IN SHELL,1,1,1917,1917,0.5,0.5
16,481361,"STUFFED TURKEY, CRANBERRY SAUCE",1,1,0,0,0.0,0.0
17,489930,"OLD SEAL BRANDY, PONY",1,1,1913,1913,5.0,25.0
18,35623,BUTTER SERVED FREE WITH ORDERS AMOUNTING TO 40C,1,1,1901,1901,0.0,0.0
19,128307,"PAN ROAST, LITTLE NECKS",1,1,1900,1900,0.5,0.5
20,137931,GRAN FRITTO DI MISTO MARE,1,1,1980,1980,0.0,0.0
21,89407,"GREEN TURTLE, AUX COGNAC",1,1,1899,1899,0.0,0.0
22,413843,"FR OCHSENBRUST ""FLAMISCH"" MIT BOUILLONKARTOFFELN UND SAHNEMEERRETTICH",1,1,1973,1973,0.0,0.0
23,143368,RUDESHEIMER 1962 LANGENBACH,1,1,0,0,0.0,0.0
24,36292,CONSOMMÉ À LA MONACO,4,4,1900,1906,0.0,0.0
25,172711,"KALBSSCHNITZEL MIT BRAUNEM KNOBLAUCH, TOMATENNUDELN UND SALAT - ESCALOPE DE VEAU GOUSSE D'AIL AVEC NOUILLES AUX HERBES ET SALADE - EXCALOPE OF VEAL WITH GARLIC, NOODLES WITH HERBS AND SALAD",1,1,1987,1987,0.0,0.0
26,243064,CAPPUCCINO DECAFFEINATO,1,1,0,0,2.75,2.75
27,9474,"PLANKED BLUEFISH, MAITRE D'HOTEL",3,3,1900,1901,,
28,319354,"FRESH JUMBO SHRIMPS (BREADED) WITH TARTAR SAUCE, FRENCH FRIED POTATOES AND COLE SLAW",1,1,1943,1943,0.0,0.0
29,471273,EGGS AND RAREBITS,1,1,1957,1957,,
30,1037,CAVIAR ON TOAST,135,138,1890,1940,0.0,35.0
31,296409,KIPPERED ALASKA COD,1,1,1955,1955,0.0,0.0
32,506991,NEU SELTERS,1,1,1918,1918,0.2,0.2
33,497953,"VEAL CUTLET BREADED, TOMATO",0,0,0,0,0.0,0.0
34,474767,CANNETON GRILLE,1,1,1912,1912,1.5,3.0
35,501864,"CANARD MALLARD, ROTI,",1,1,1916,1916,,
36,56547,"CIGARS, MANUEL GARCIA, INVENCIBLE",2,2,1901,1901,0.3,6.5
37,369653,CONSUMME (LIQUIDE OR JELLY) OKRA,1,1,1933,1933,0.0,0.0
38,342575,"COFFEE, PER POT OR CUP",1,1,1901,1901,0.0,0.0
39,19720,HOT OATMEAL AND CREAM,2,2,1900,1900,0.2,0.2
40,197869,"SALAD, BRAZILIENNE",1,1,1907,1907,0.5,0.5
41,430611,FRUIT SALAD EN SEASON,1,1,1914,1914,,
42,6683,CUT ORANGES,4,4,1900,1900,0.0,0.0
43,109996,"CREAM OF FOWL, SOUFFLE",1,1,1907,1907,0.0,0.0
44,102648,ITALIAN HAM,16,16,1900,1973,0.1,0.1
45,333801,FRESH FRUIT COCKTAIL EIRE STYLE,1,1,1941,1941,0.0,0.0
46,110817,LADY CAKES,2,2,1907,1921,0.0,0.0
47,158616,"SAUMON GRILLE, BEURRE MAITRE D'HOTEL",1,1,0,0,0.0,0.0
48,314543,"BROILED PORK CHOPS, APPLE SAUCE, VEGETABLE, POTATO",1,1,1948,1948,1.75,1.75
49,311611,COFFEE SUNDAE,3,3,1939,1948,0.25,0.3
