,id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
0,142807,escalopineofvealaumarsala,2,2,1955-01-01T00:00:00Z,,0.0,0.0
1,282334,"beefpeppersteakservedwithvegetable,salad,roll,andchoiceofpotatoorrice",1,1,,1988-01-01T00:00:00Z,3.75,3.75
2,53274,eischaumnocken,2,2,1901-01-01T00:00:00Z,,0.0,0.0
3,223420,cornedbeefonrussianryebread,1,1,1965-01-01T00:00:00Z,1965-01-01T00:00:00Z,1.5,1.5
4,361694,"steamedclams,drawnbutter,pickledcabbage,saltines,clambroth",1,1,1941-01-01T00:00:00Z,1941-01-01T00:00:00Z,0.0,0.0
5,83430,finnanhaddieorstripedbass,1,1,1905-01-01T00:00:00Z,1905-01-01T00:00:00Z,0.5,0.5
6,316424,1954erockfenerbeckstein,1,1,1948-01-01T00:00:00Z,1948-01-01T00:00:00Z,1.75,1.75
7,243827,"broiledswordfishsteakflorida,frenchfriedpotatoes",1,1,1985-01-01T00:00:00Z,,2.75,2.75
8,387942,filetofsolefriedorvinblanc,1,1,,1918-01-01T00:00:00Z,,
9,293494,"boiledfreshbrisketofbeef,horseradishsauce,bouillonpotatoes",2,2,1953-01-01T00:00:00Z,,0.0,0.0
10,197869,legateaumaisonrumcake,1,1,1907-01-01T00:00:00Z,1907-01-01T00:00:00Z,0.5,0.5
11,112781,rinderzungeroastbeef,1,1,1899-01-01T00:00:00Z,1899-01-01T00:00:00Z,0.0,0.0
12,377462,"sardine,whole",1,1,1919-01-01T00:00:00Z,,0.4,0.4
13,351394,"savennieres,chateaudechamboureau",4,4,1933-01-01T00:00:00Z,,0.0,0.0
14,147942,bakedstuffedmttroutfromthecoldglacierwatersofcolorado,1,1,1969-01-01T00:00:00Z,,3.75,3.75
15,306282,saintmarceauxverydry,1,1,1944-01-01T00:00:00Z,1944-01-01T00:00:00Z,0.5,0.5
16,311431,"freshselectfish,dujour",4,4,1943-01-01T00:00:00Z,,0.0,0.0
17,235066,borschtkoop,1,1,1969-01-01T00:00:00Z,,1.3,1.3
18,68720,appleorpeachpie,9,9,1900-01-01T00:00:00Z,1917-01-01T00:00:00Z,0.05,0.15
19,452984,charlotteklondyke,1,2,,,0.0,0.0
20,497982,1954erockfenerbeckstein,1,1,1913-01-01T00:00:00Z,1913-01-01T00:00:00Z,0.0,0.0
21,507407,rinderzungeroastbeef,0,0,,,0.0,0.0
22,56547,"cigars,manuelgarcia,invencible",2,2,1901-01-01T00:00:00Z,,0.3,6.5
23,501864,"canardmallard,roti,",1,1,1916-01-01T00:00:00Z,,,
24,500686,bakedoystersinshell,1,1,1913-01-01T00:00:00Z,1913-01-01T00:00:00Z,0.7,0.7
25,474767,cannetongrille,1,1,1912-01-01T00:00:00Z,1912-01-01T00:00:00Z,1.5,3.0
26,236950,assortedfrenchcheese,3,3,1958-01-01T00:00:00Z,,,
27,307203,"coffeeicecream,caramelsauce",1,1,1944-01-01T00:00:00Z,,0.7,0.7
28,254227,assortedfrenchcheese,1,1,1987-01-01T00:00:00Z,1987-01-01T00:00:00Z,1.75,1.75
29,236264,legateaumaisonrumcake,1,1,,,0.85,0.85
30,480179,1954erockfenerbeckstein,1,1,,,0.0,0.0
31,311980,beeftamale,3,3,1937-01-01T00:00:00Z,,0.3,0.5
32,471273,eggsandrarebits,1,1,1957-01-01T00:00:00Z,,,
33,217494,"saddleofbabylambsardalaise,jellyormintsauce",1,1,1973-01-01T00:00:00Z,,0.0,0.0
34,392843,"oystershalfshell,capecods",2,2,1917-01-01T00:00:00Z,,0.3,0.3
35,348598,"savennieres,chateaudechamboureau",1,1,1938-01-01T00:00:00Z,,0.0,0.0
36,29876,cannetongrille,1,1,1900-01-01T00:00:00Z,1900-01-01T00:00:00Z,0.0,0.0
37,168751,"heartsoflettuce,frenchdressing",20,21,1913-01-01T00:00:00Z,,0.3,0.6
38,115684,legateaumaisonrumcake,1,1,1905-01-01T00:00:00Z,1905-01-01T00:00:00Z,0.6,0.6
39,133584,coffeesundae,1,1,,,0.0,0.0
40,339716,yorkshirehamsteak,1,1,1937-01-01T00:00:00Z,1937-01-01T00:00:00Z,0.0,0.0
41,10679,"bakedfreshmackerel,creole",3,3,1900-01-01T00:00:00Z,,0.25,0.6
42,151584,bourbonwhiskyfourroses4cl,1,1,1966-01-01T00:00:00Z,1966-01-01T00:00:00Z,0.0,0.0
43,110817,finnanhaddieorstripedbass,2,2,1907-01-01T00:00:00Z,1921-01-01T00:00:00Z,0.0,0.0
44,310385,"sloeginfizz,imp",1,1,,1947-01-01T00:00:00Z,0.75,0.75
45,466861,bakedoystersinshell,1,1,1917-01-01T00:00:00Z,1917-01-01T00:00:00Z,0.5,0.5
46,99613,genuinegruyerecreamcheese,2,2,1900-01-01T00:00:00Z,1900-01-01T00:00:00Z,0.35,0.35
47,344502,macedoinedefruitsaumarasquin,1,1,1935-01-01T00:00:00Z,1935-01-01T00:00:00Z,0.0,0.0
48,486047,"countrysausages,friedeggandbroiledbacon",1,1,1913-01-01T00:00:00Z,,0.3,0.3
49,311611,coffeesundae,3,3,,1948-01-01T00:00:00Z,0.25,0.3
