,id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,Column 9
0,93027,"__CALF'S_BRAINS_FRIED,_TOMATO_SAUCE__",1.0,1,1895,1895,,,
1,329018,__FRIED_(3)_OYSTERS__,1.0,1,1940,1940,0.25,0.25,
2,291963,OX TONGUE MIKADO,1.0,1,1963,1963,0.0,0.0,
3,491518,BRANDY (DOMESTIC),1.0,1,1962,1962,0.0,0.0,
4,323938,CHATEAUNEUF DU PAPE 1933,2.0,2,1939,1939,,,
5,344502,__MACEDOINE_DE_FRUITS_AU_MARASQUIN__,1.0,1,1935,1935,0.0,0.0,
6,333801,__ZITI_WITH_CALABRESE_SAUCE__,1.0,1,1941,1941,0.0,0.0,
7,189312,SALADE MONEGASQUE,1.0,1,0,0,0.0,0.0,
8,317897,SANTA CLARA CABERNET,1.0,1,1949,1949,0.0,0.0,
9,283031,"__BROILED_CALF'S_LIVER_WITH_BACON_OR_ONIONS,_MASHED_POTATOES__",1.0,1,1954,1954,0.0,0.0,
10,161514,--PAUL-JONES--,8.0,8,1955,1988,0.0,0.0,
11,409469,__BACON_WITH_EGGS__,1.0,1,1939,1939,,,
12,139503,GRAVAD STROMMING MAYONAISE,1.0,1,1961,1961,0.0,0.0,
13,234259,--BRANDY-(DOMESTIC)--,3.0,3,1947,1966,0.38,0.8,
14,199800,GALANTINE DE VOLAILLE EN BELLE VUE,1.0,1,1910,1910,0.0,0.0,
15,321713,"CONCH STEW WITH PEAS & RICE, COLESLAW, POTATO SALAD, VEGETABLES OR BAKE POTATO",1.0,1,1995,1995,15.0,15.0,
16,165665,"--BROILED-LAMP-CHOPS,-TWO--",1.0,1,0,0,0.0,0.0,
17,144665,SAUMON_BOUILLI,1.0,1,0,0,0.0,0.0,
18,310385,FRIED OYSTERS,1.0,1,1947,1947,0.75,0.75,
19,276177,CILL_MANTAIN_PEAS,1.0,1,1963,1963,0.0,0.0,
20,189960,__FRIED_RICE_WITH_PORK__,2.0,2,0,0,3.95,3.95,
21,493662,--VINTAGE-PORT-MARTINEZ-1963--,4.0,4,1880,1928,0.0,0.0,
22,314556,GRAVAD STROMMING MAYONAISE,1.0,1,1948,1948,0.95,0.95,
23,307106,KEY WEST TURTLE SOUP,3.0,3,1944,1948,0.0,0.0,
24,500686,"--LOBSTER,-FULL-ORDER--",1.0,1,1913,1913,0.7,0.7,
25,414243,__RYE_BREAD_AND_BUTTER__,1.0,1,1942,1942,0.15,0.15,
26,271938,ZITI-WITH-CALABRESE-SAUCE,1.0,1,1961,1961,0.0,0.0,
27,358124,VINTAGE_PORT_MARTINEZ_1963,1.0,1,1906,1906,0.0,0.0,
28,225620,OX TONGUE MIKADO,1.0,0,1965,1965,0.0,0.0,
29,26273,HOMINY FRITTERS CURRANT SAUCE,1.0,1,1900,1900,0.0,0.0,
30,2812,PAUL JONES,13.0,13,1900,1959,0.1,1.5,
31,399522,CHATEAUNEUF DU PAPE 1933,1.0,1,1917,1917,0.2,0.2,
32,240527,GRAPE FRUIT YOGURT MISCHGETRANKE,1.0,1,1958,1958,0.0,0.0,
33,99490,--TOASTED-ROLLS-WITH-WITH-A-SMALL-PITCHER-OF-CREAM-AND-WITH-BUTTER--,2.0,2,1900,1906,0.0,0.0,
34,142989,VINTAGE PORT MARTINEZ 1963,1.0,1,1974,1974,0.0,0.0,
35,486991,"STRAWBERRY,_PEACH_OR_RASPBERRY_JAM",2.0,2,1913,1913,0.45,0.45,
36,323774,__BROILED_OR_FRIED_GREEN_BLUEFISH__,1.0,1,1939,1939,0.0,0.0,
37,507407,__CILL_MANTAIN_PEAS__,0.0,0,0,0,0.0,0.0,
38,248003,MADÈRE,1.0,1,1957,1957,2.75,2.75,
39,195279,--NEW-LAID-EGGS--,,7,7,1910,1910.0,0.0,0.0
40,311611,MADEIRA,,3,3,1939,1948.0,0.25,0.3
41,208138,--CHILLED-ALBERTA-PEACHES-WITH-CREAM--,5.0,5,1969,1969,0.0,0.0,
42,499315,BROILED_OR_FRIED_GREEN_BLUEFISH,1.0,1,1913,1913,0.25,0.25,
43,136635,__SOLE_GRILLEE_BEURRE_MAITRE-D_HOTEL__,1.0,1,1976,1976,0.0,0.0,
44,196860,__HOLLANDAISE-SALAT__,1.0,1,1910,1910,0.0,0.0,
45,264903,OX TONGUE MIKADO,1.0,1,1964,1964,0.0,0.0,
46,203577,--BAYERISCHE-CREME--,1.0,1,1910,1910,0.0,0.0,
47,456728,__TOASTED_ROLLS_WITH_WITH_A_SMALL_PITCHER_OF_CREAM_AND_WITH_BUTTER__,1.0,1,0,0,0.0,0.0,
48,351394,BACON WITH EGGS,,4,4,1933,1933.0,0.0,0.0
49,409469,"COFFEE ICE CREAM, CARAMEL SAUCE",,1,1,1939,1939.0,,
