,id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
0,351394,hot+buns,4,4,1933,1933,0.0,0.0
1,437737,hiseyebegetsoccasionforhiswit,1,1,1914,1914,,
2,463188,chickenfricasseewithboiledrice,1,1,0,0,0.0,0.0
3,13018,bananacreampie,4,4,1900,1906,0.2,0.25
4,329501,broiledfreshpompanofiletinlemonbutter,1,1,1940,1940,1.15,1.15
5,458876,"chdillon,njohnston",1,1,0,0,0.0,0.0
6,428874,"sweetbread,tzarine",6,6,1912,1915,0.75,0.75
7,264903,salademonegasque,1,1,1964,1964,0.0,0.0
8,407602,"roastspringlamb,mintsauce(ready)",1,1,1917,1917,0.9,0.9
9,100866,toastaulait,1,1,1900,1900,0.0,0.0
10,311611,coffeesundae,3,3,1939,1948,0.25,0.3
11,84768,salademonegasque,2,2,1900,1900,1.6,3.0
12,493662,"roastspringlamb,mintsauce(ready)",4,4,1880,1928,0.0,0.0
13,452151,"vealcutletbreaded,tomato",1,1,0,0,0.0,0.0
14,111324,"tavernerosepink,brut",1,1,1907,1907,0.0,0.0
15,160969,individualweddingcakesforeverybody,1,1,0,0,0.0,0.0
16,160729,"konigsbergerklopsinkapernsauce,rotebete,kartoffeln",1,1,1965,1965,0.0,0.0
17,282334,"beefpeppersteakservedwithvegetable,salad,roll,andchoiceofpotatoorrice",1,1,1988,1988,3.75,3.75
18,486064,hotwagonservice,1,1,1913,1913,0.15,0.15
19,488107,omelettewithsausage,3,3,1913,1918,1.65,3.5
20,21522,butterservedfreewithordersamountingto40c,2,2,1901,1901,0.25,0.25
21,346186,eisbeinmiterbsenbreiundsauerkohl,1,1,1935,1935,0.0,0.0
22,479488,"southercoladasoutherncomfort,ananassaft,kokosnusscreme",1,1,0,0,0.0,0.0
23,35623,omelettewithsausage,1,1,1901,1901,0.0,0.0
24,196860,hollandaisesalat,1,1,1910,1910,0.0,0.0
25,116691,"coffeeicecream,caramelsauce",1,1,1901,1901,0.0,0.0
26,434561,"scotch,kingwilliamiv",2,2,1914,1914,0.2,0.2
27,498937,friedhamandonefriedegg,2,2,1913,1913,,
28,222074,tomatoesorcucumbersandlettuce,1,1,1966,1966,2.5,2.5
29,395720,dinnerready,1,1,1917,1917,,
30,22632,"coffeeicecream,caramelsauce",8,8,1900,1945,0.2,20.0
31,56692,eisbeinmiterbsenbreiundsauerkohl,2,2,1900,1900,0.0,0.0
32,124451,newbeetsfinesherbes,1,1,1901,1901,0.0,0.0
33,337707,hotwagonservice,1,1,1937,1937,0.0,0.0
34,401018,"vealcutletbroiled,friedorbreaded",1,1,1917,1917,0.8,0.8
35,492412,filetofbeefwithmushrooms,1,1,1913,1913,,
36,484160,"omelette""königinart""",1,1,0,0,0.0,0.0
37,185351,"tavernerosepink,brut",25,28,1939,1989,0.15,2.75
38,425017,individualweddingcakesforeverybody,1,1,1915,1915,0.05,0.05
39,311757,"unjointedfriedhalfspringchickenontoast,countrygravy",1,1,1946,1946,0.0,0.0
40,275445,claretorangeade,5,5,1944,1961,0.35,0.95
41,53274,eischaumnocken,2,2,1901,1901,0.0,0.0
42,367522,seafoodalamiramar,1,1,1933,1933,0.0,0.0
43,453202,claretorangeade,1,1,0,0,0.0,0.0
44,497953,"sweetbread,tzarine",0,0,0,0,0.0,0.0
45,367188,"unjointedfriedhalfspringchickenontoast,countrygravy",1,1,1933,1933,0.0,0.0
46,158616,"saumongrille,beurremaitred'hotel",1,1,0,0,0.0,0.0
47,383035,"omelette""königinart""",1,1,1916,1916,0.8,1.5
48,271938,johannisbergclauss'86,1,1,1961,1961,0.0,0.0
49,391112,"coffeeicecream,caramelsauce",1,1,1918,1918,,
