,id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
0,116614,ARTICHAUTS A LA RUSSE,1,1,1899,1899,0.0,0.0
1,213564,Beef Bourguignonne,1,1,1975,1975,0.7,0.7
2,456495,LOBSTER NEWBURG,0,0,0,0,0.0,0.0
3,453202,MUNCHNER SAUERKRAUTPLATTE REICH GARNIERT,1,1,0,0,0.0,0.0
4,236129,CALIFORNIA FRESH FRUIT SALAD,1,1,1977,1977,3.75,3.75
5,96287,BOWL OF COLD RICE AND MILK,1,1,1900,1900,0.1,0.1
6,49103,BOILED SMOKED,1,1,1900,1900,0.0,0.0
7,256276,Vermouth,2,2,1959,1963,0.0,0.0
8,401855,SchweinSkotelette Vom Grill,1,1,1917,1917,0.45,0.45
9,475835,SLICED LONDON BROIL AU JUS,1,1,1998,1998,11.99,11.99
10,409469,BACON WITH EGGS,1,1,1939,1939,,
11,336242,1952 ZELTINGER HIMMELREICH,3,3,1921,1937,0.0,0.0
12,273957,ROAST BEEF CALIENTE,1,1,1961,1961,0.0,0.0
13,465817,FRIED FILET OF ENGLISH SOLE,1,1,1917,1917,0.35,0.35
14,442800,Beef Bourguignonne,1,1,1914,1914,0.35,0.35
15,111775,ICE CREAM   PAPPAGALLO'S SPECIALITY,1,1,1907,1907,0.0,0.0
16,83230,VERMOUTH NOILLY PRAT OU TURIN,1,1,1900,1900,0.0,0.0
17,276746,SchweinSkotelette Vom Grill,1,1,1959,1959,0.0,0.0
18,1210,LETTUCE,71,71,1890,1928,0.1,0.35
19,248003,BROILED LAMP CHOPS,1,1,1957,1957,2.75,2.75
20,10679,BAKED FRESH MACKEREL,3,3,1900,1901,0.25,0.6
21,480179,1954ER OCKFENER BECKSTEIN,1,1,0,0,0.0,0.0
22,451690,MONDAINE,2,1,1914,1914,0.5,0.5
23,147942,SchweinSkotelette Vom Grill,1,1,1969,1969,3.75,3.75
24,349921,CANADA MUTTON CHOP,33,33,1933,1933,0.65,1.7
25,56547,CIGARS,2,2,1901,1901,0.3,6.5
26,399522,TOMATO,1,1,1917,1917,0.2,0.2
27,433070,BANANA FRITTERS,3,3,1914,1914,0.1,0.1
28,51543,BROILED LAMP CHOPS,1,1,1900,1900,0.2,0.2
29,145777,BANANA FRITTERS,1,1,0,0,0.0,0.0
30,176321,Vermouth,1,1,0,0,0.0,0.0
31,386181,VERMOUTH NOILLY PRAT OU TURIN,20,20,1912,1918,0.15,0.5
32,219673,CALIFORNIA FRESH FRUIT SALAD,1,1,1979,1979,6.5,6.5
33,280767,BOILED SMOKED,1,1,1900,1900,0.25,0.25
34,456728,TOASTED ROLLS WITH WITH A SMALL PITCHER OF CREAM AND WITH BUTTER,1,1,0,0,0.0,0.0
35,443452,PERRIER,3,3,1914,1933,0.15,0.6
36,348598,SAVENNIERES,1,1,1938,1938,0.0,0.0
37,117529,CALIFORNIA FRESH FRUIT SALAD,1,1,1907,1907,0.0,0.0
38,223882,FISH CAKES,1,1,1978,1978,0.0,0.0
39,284948,1952 ZELTINGER HIMMELREICH,1,1,1954,1954,0.0,0.0
40,286273,OYSTER MORNAY,2,2,1963,1963,0.0,0.0
41,190157,CHINESE MUSHROOMS AND PORK CHOW MEIN,1,1,0,0,0.7,1.3
42,161514,BAKED STUFFED MT TROUT FROM THE COLD GLACIER WATERS OF COLORADO,8,8,1955,1988,0.0,0.0
43,138395,ROAST BEEF CALIENTE,1,1,0,0,22.0,22.0
44,351534,GRENADINE COCKTAIL,11,11,1932,1933,0.0,0.0
45,452933,MONDAINE,1,1,0,0,0.0,0.0
46,241639,TOSTA DE CREVETTES ROTHSCHILD,1,1,1958,1958,24.0,24.0
47,342575,COFFEE,1,1,1901,1901,0.0,0.0
48,37410,KALBFLEISCH FRICASSEE,1,1,1901,1901,0.0,0.0
49,261894,Beef Bourguignonne,1,1,1977,1977,0.0,0.0
