,id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
0,65644,MIGNARDISES,98,103,1905,1990,0.5,0.5
1,264903,SALADE MONEGASQUE,1,1,1964,1964,0.0,0.0
2,361158,"OXFORD CLUB, DRY",1,1,1938,1938,0.0,0.0
3,399522,"KARTOFFELN, GEBACKENE",1,1,1917,1917,0.2,0.2
4,420546,FRESH MUSHROOMS SAUTE,1,1,1918,1918,0.65,0.65
5,329018,FRIED (3) OYSTERS,1,1,1940,1940,0.25,0.25
6,161514,MACEDOINE DE FRUITS AU MARASQUIN,8,8,1955,1988,0.0,0.0
7,321858,"PRIME FILET MIGNON, WITH FRENCH FRIED POTATOES AND SALAD",1,1,1972,1972,9.25,9.25
8,317622,BREAST OF CHICKEN IN CREAM IN SHOESTRING POTATO NEST,1,1,1949,1949,0.75,0.75
9,87553,OLD NAVY SCOTCH WHISKEY,1,1,1901,1901,0.0,0.0
10,251774,GREEN RIVER WHISKY,1,1,1959,1959,0.0,0.0
11,451690,MONDAINE,2,1,1914,1914,0.5,0.5
12,311757,"UNJOINTED FRIED HALF SPRING CHICKEN ON TOAST, COUNTRY GRAVY",1,1,1946,1946,0.0,0.0
13,396047,OLD NAVY SCOTCH WHISKEY,2,2,1917,1917,0.3,2.5
14,109996,"CREAM OF FOWL, SOUFFLE",1,1,1907,1907,0.0,0.0
15,253651,"WALDORF SALAD, GARNI",1,1,1987,1987,0.0,0.0
16,461512,"WALDORF SALAD, GARNI",5,5,1914,1914,0.5,0.5
17,45137,BRANDY PEACHES PRESERVES,2,2,1898,1900,0.3,0.5
18,428742,SORBET CURACAO,1,1,1915,1915,0.4,0.4
19,110739,POMMES PERSILLADES,1,1,1890,1890,0.0,0.0
20,311980,"OXFORD CLUB, DRY",3,3,1937,1948,0.3,0.5
21,272290,TWO BROILED PORK CHOPS * FF POTATO,1,1,1961,1961,1.6,2.0
22,218219,ARTICHOKES OLIVE OIL,1,1,1973,1973,0.0,0.0
23,412495,FRIED CODFISH CAKES TOMATOE SCE,1,1,1917,1917,0.25,0.25
24,145777,"VEAL BRAINS, AU BEURRE NOIR",1,1,0,0,0.0,0.0
25,19720,HOT OATMEAL AND CREAM,2,2,1900,1900,0.2,0.2
26,344502,MACEDOINE DE FRUITS AU MARASQUIN,1,1,1935,1935,0.0,0.0
27,435746,GREEN RIVER WHISKY,1,1,1914,1914,0.15,0.15
28,293494,CONSUMME (LIQUIDE OR JELLY) OKRA,2,2,1953,1953,0.0,0.0
29,139437,MIGNARDISES,5,5,1939,1958,0.0,5.0
30,44093,GREER'S SCTOCH WHISKEY,1,1,1900,1900,1.5,1.5
31,425017,"CREAM OF FOWL, SOUFFLE",1,1,1915,1915,0.05,0.05
32,276746,SPARKLING BURGUNDY,1,1,1959,1959,0.0,0.0
33,234904,"VEAL BRAINS, AU BEURRE NOIR",1,1,1984,1984,1.0,1.0
34,361694,"STEAMED CLAMS, DRAWN BUTTER, PICKLED CABBAGE, SALTINES, CLAM BROTH",1,1,1941,1941,0.0,0.0
35,497953,"VEAL CUTLET BREADED, TOMATO",0,0,0,0,0.0,0.0
36,158772,"BEATRICE CAKE, PER LB",2,2,1984,2012,8.95,12.5
37,58304,SHRIMP RICE CURRY,1,1,1900,1900,0.0,0.0
38,355311,BISCUIT GLACE MCALPIN,2,2,1933,1933,0.0,0.0
39,369653,SPARKLING BURGUNDY,1,1,1933,1933,0.0,0.0
40,235215,POMMES PERSILLADES,2,2,1929,1969,0.0,0.0
41,488107,"SHORE DINNER, LESS CRAB AND CHICKEN",3,3,1913,1918,1.65,3.5
42,328172,BREAST OF CHICKEN IN CREAM IN SHOESTRING POTATO NEST,1,1,1940,1940,1.0,1.0
43,117529,"(ROAST FANCY CAPON, CELERY DRESSING, COMPOTE)",1,1,1907,1907,0.0,0.0
44,65393,"BOILED FRESH BRISKET OF BEEF, HORSERADISH SAUCE, BOUILLON POTATOES",1,1,1900,1900,0.0,0.0
45,236950,SORBET CURACAO,3,3,1958,1958,,
46,445322,BACON AND EGGS (BEECHNUT),17,17,1913,1914,0.25,0.35
47,388844,"OXFORD CLUB, DRY",4,4,1917,1918,0.3,2.5
48,82285,"VEUVE CLICQOUT, GOLD LABEL, BRUT",1,1,1900,1900,2.0,3.75
49,413843,"SCHWEINSKOTELETTE VOM GRILL, POMMES FRITES UND TOMATENSALAT",1,1,1973,1973,0.0,0.0
