tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1304,MYRATEPLAN,AA-3804-PHL-ORD,1900-03-31T14:35:00Z,1900-03-31T14:44:00Z,1900-03-31T16:05:00Z,1900-03-31T15:43:00Z
1527,FLYTECOMM,AA-2050-ORD-MIA,1900-03-31T10:40:00Z,1900-03-31T11:05:00Z,1900-03-31T14:45:00Z,1900-03-31T14:46:00Z
143,HELLOFLIGHT,CO-50-CLE-EWR,1900-03-31T14:55:00Z,1900-03-31T15:31:00Z,1900-03-31T16:49:00Z,1900-03-31T17:26:00Z
1562,FLYTECOMM,UA-858-PVG-SFO,1900-03-31T13:45:00Z,1900-03-31T13:32:00Z,1900-03-31T08:27:00Z,1900-03-31T08:02:00Z
502,FLIGHTVIEW,AA-1165-JFK-MIA,1900-03-31T06:59:00Z,1900-03-31T07:22:00Z,1900-03-31T10:34:00Z,1900-03-31T10:04:00Z
1477,IFLY,UA-62-IAH-EWR,1900-03-31T14:30:00Z,1900-03-31T14:48:00Z,1900-03-31T19:03:00Z,1900-03-31T19:10:00Z
1959,ALLEGIANTAIR,CO-58-DEN-IAH,1900-03-31T11:25:00Z,1900-03-31T11:32:00Z,1900-03-31T14:50:00Z,1900-03-31T15:31:00Z
1278,MYRATEPLAN,UA-938-DEN-ORD,1900-03-31T16:16:00Z,1900-03-31T16:15:00Z,1900-03-31T19:35:00Z,1900-03-31T19:36:00Z
1520,FLYTECOMM,UA-854-SFO-IAH,1900-03-31T07:53:00Z,1900-03-31T07:49:00Z,1900-03-31T13:39:00Z,1900-03-31T13:30:00Z
541,FLIGHTSTATS,UA-397-JFK-SFO,1900-03-31T08:00:00Z,1900-03-31T08:29:00Z,1900-03-31T11:55:00Z,1900-03-31T11:58:00Z
1637,MYTRIPANDMORE,AA-404-MIA-MCO,1900-03-31T06:45:00Z,1900-03-31T06:57:00Z,1900-03-31T07:45:00Z,1900-03-31T07:40:00Z
102,HELLOFLIGHT,AA-1007-MIA-PHX,1900-03-31T16:55:00Z,1900-03-31T17:08:00Z,1900-03-31T20:05:00Z,1900-03-31T19:55:00Z
2376,WORLD-FLIGHT-TRACKER,AA-59-JFK-SFO,1900-03-31T07:10:00Z,1900-03-31T07:39:00Z,1900-03-31T10:45:00Z,1900-03-31T11:12:00Z
469,FLIGHTVIEW,AA-1279-DFW-PHX,1900-03-31T13:00:00Z,1900-03-31T14:04:00Z,1900-03-31T14:35:00Z,1900-03-31T15:30:00Z
1267,MYRATEPLAN,AA-1640-MIA-MCO,1900-03-31T18:30:00Z,1900-03-31T18:30:00Z,1900-03-31T19:25:00Z,1900-03-31T19:25:00Z
696,PANYNJ,UA-3373-IAD-PHL,1900-03-31T08:29:00Z,1900-03-31T08:26:00Z,1900-03-31T09:24:00Z,1900-03-31T09:13:00Z
