id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
142807,ESCALOPINE OF VEAL AU MARSALA,2,2,1955-01-01T00:00:00Z,1961-01-01T00:00:00Z,0.0,0.0
282334,"BEEF PEPPER STEAK SERVED WITH VEGETABLE, SALAD, ROLL, AND CHOICE OF POTATO OR RICE",1,1,1988-01-01T00:00:00Z,1988-01-01T00:00:00Z,3.75,3.75
53274,EISCHAUM NOCKEN,2,2,1901-01-01T00:00:00Z,1901-01-01T00:00:00Z,0.0,0.0
223420,CORNED BEEFON RUSSIAN RYE BREAD,1,1,1965-01-01T00:00:00Z,1965-01-01T00:00:00Z,1.5,1.5
361694,"STEAMED CLAMS, DRAWN BUTTER, PICKLED CABBAGE, SALTINES, CLAM BROTH",1,1,1941-01-01T00:00:00Z,1941-01-01T00:00:00Z,0.0,0.0
83430,FINNAN HADDIE OR STRIPED BASS,1,1,1905-01-01T00:00:00Z,1905-01-01T00:00:00Z,0.5,0.5
316424,1954ER OCKFENER BECKSTEIN,1,1,1948-01-01T00:00:00Z,1948-01-01T00:00:00Z,1.75,1.75
243827,"BROILED SWORDFISH STEAK FLORIDA, FRENCH FRIED POTATOES",1,1,1985-01-01T00:00:00Z,1985-01-01T00:00:00Z,2.75,2.75
387942,FILET OF SOLE FRIED OR VIN BLANC,1,1,1918-01-01T00:00:00Z,1918-01-01T00:00:00Z,,
293494,"BOILED FRESH BRISKET OF BEEF, HORSERADISH SAUCE, BOUILLON POTATOES",2,2,1953-01-01T00:00:00Z,1953-01-01T00:00:00Z,0.0,0.0
197869,LE GATEAU MAISON (RUM CAKE),1,1,1907-01-01T00:00:00Z,1907-01-01T00:00:00Z,0.5,0.5
112781,RINDERZUNGE ROASTBEEF,1,1,1899-01-01T00:00:00Z,1899-01-01T00:00:00Z,0.0,0.0
377462,"SARDINE, WHOLE",1,1,1919-01-01T00:00:00Z,1919-01-01T00:00:00Z,0.4,0.4
351394,"SAVENNIERES, CHATEAU DE CHAMBOUREAU",4,4,1933-01-01T00:00:00Z,1933-01-01T00:00:00Z,0.0,0.0
147942,BAKED STUFFED MT TROUT FROM THE COLD GLACIER WATERS OF COLORADO,1,1,1969-01-01T00:00:00Z,1969-01-01T00:00:00Z,3.75,3.75
306282,SAINT MARCEAUX VERY DRY,1,1,1944-01-01T00:00:00Z,1944-01-01T00:00:00Z,0.5,0.5
311431,"FRESH SELECT FISH, DU JOUR",4,4,1943-01-01T00:00:00Z,1946-01-01T00:00:00Z,0.0,0.0
235066,BORSCHT KOOP,1,1,1969-01-01T00:00:00Z,1969-01-01T00:00:00Z,1.3,1.3
68720,APPLE OR PEACH PIE,9,9,1900-01-01T00:00:00Z,1917-01-01T00:00:00Z,0.05,0.15
452984,CHARLOTTE KLONDYKE,1,2,,,0.0,0.0
497982,1954ER OCKFENER BECKSTEIN,1,1,1913-01-01T00:00:00Z,1913-01-01T00:00:00Z,0.0,0.0
507407,RINDERZUNGE ROASTBEEF,0,0,,,0.0,0.0
