id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
116614,FLANNEL CAKES WITH GENUINE MAPLE SYRUP,1,1,1899,1899,0.0,0.0
213564,(HALF) FLORIDA GRAPEFRUIT (IN SEASON),1,1,1975,1975,0.7,0.7
456495,"LOBSTER NEWBURG, MARYLAND",0,0,0,0,0.0,0.0
453202,__CREME DU NORD,1,1,0,0,0.0,0.0
236129,BEAN CURD WITH CHINESE MUSHROOMS,1,1,1977,1977,3.75,3.75
96287,BOWL OF COLD RICE AND MILK,1,1,1900,1900,0.1,0.1
49103,BOILED SMOKED (OX-TONGUE),1,1,1900,1900,0.0,0.0
256276,TOMME DE SAVOIE CHEESE,2,2,1959,1963,0.0,0.0
401855,"LOIN LAMB CHOP, BRUSSELS SPROUTS (15 MIN)",1,1,1917,1917,0.45,0.45
475835,SLICED LONDON BROIL AU JUS,1,1,1998,1998,11.99,11.99
409469,BACON WITH EGGS,1,1,1939,1939,,
336242,KRUMBLES,3,3,1921,1937,0.0,0.0
273957,ARTICHAUTS A LA RUSSE,1,1,1961,1961,0.0,0.0
465817,"FRIED FILET OF ENGLISH SOLE, SAUCE VERTE, JULIENNE POTATOES",1,1,1917,1917,0.35,0.35
442800,"TOMATO, STUFFED A LA MEYER (1)",1,1,1914,1914,0.35,0.35
111775,LEXINGTON APPETIZER,1,1,1907,1907,0.0,0.0
83230,VERMOUTH NOILLY PRAT OU TURIN,1,1,1900,1900,0.0,0.0
276746,"SCHWEINSKOTELETTE VOM GRILL, POMMES FRITES UND TOMATENSALAT",1,1,1959,1959,0.0,0.0
1210,"LETTUCE, FRENCH DRESSING",71,71,1890,1928,0.1,0.35
248003,"BROILED LAMP CHOPS, TWO",1,1,1957,1957,2.75,2.75
10679,"BAKED FRESH MACKEREL, CREOLE",3,3,1900,1901,0.25,0.6
480179,1954ER OCKFENER BECKSTEIN,1,1,0,0,0.0,0.0
451690,MONDAINE,2,1,1914,1914,0.5,0.5
147942,BAKED-STUFFED MT TROUT FROM THE COLD GLACIER WATERS OF COLORADO,1,1,1969,1969,3.75,3.75
349921,CANADA MUTTON CHOP,33,33,1933,1933,0.65,1.7
56547,"CIGARS, MANUEL GARCIA, INVENCIBLE",2,2,1901,1901,0.3,6.5
399522,"STRAWBERRY, PEACH OR RASPBERRY JAM",1,1,1917,1917,0.2,0.2
433070,"BANANA FRITTERS, BRANDY SAUCE",3,3,1914,1914,0.1,0.1
51543,"ICE CREAM AND ICES, COFFEE",1,1,1900,1900,0.2,0.2
145777,ICE CREAM - PAPPAGALLO'S SPECIALITY,1,1,0,0,0.0,0.0
176321,"VERMOUTH, FRANZ",1,1,0,0,0.0,0.0
386181,WHITE ROCK MINERAL WATER,20,20,1912,1918,0.15,0.5
219673,"CALIFORNIA FRESH FRUIT SALAD, WITH COTTAGE CHEESE, SOUR CREAM",1,1,1979,1979,6.5,6.5
280767,"FISH CAKES, WITH ONE FRIED EGG, AND COFFEE, TEA OR COCOA",1,1,1900,1900,0.25,0.25
456728,TOASTED ROLLS WITH WITH A SMALL PITCHER OF CREAM AND WITH BUTTER,1,1,0,0,0.0,0.0
443452,PERRIER,3,3,1914,1933,0.15,0.6
348598,"SAVENNIERES, CHATEAU DE CHAMBOUREAU",1,1,1938,1938,0.0,0.0
117529,"ROAST FANCY CAPON, CELERY DRESSING, COMPOTE",1,1,1907,1907,0.0,0.0
223882,MUNCHNER SAUERKRAUTPLATTE REICH GARNIERT,1,1,1978,1978,0.0,0.0
284948,"1952 ZELTINGER HIMMELREICH, SPATLESE, NATURREIN, WACHSTUM BERNHARD SCHEER, ORIGINALKELLERABZUG, KORKBRAND",1,1,1954,1954,0.0,0.0
286273,OYSTER MORNAY (6),2,2,1963,1963,0.0,0.0
190157,"CHINESE MUSHROOMS AND PORK CHOW MEIN (PAN FRIED NOODLES, SOFT OR CRISP)",1,1,0,0,0.7,1.3
161514,JOHANNISBEERSAFT,8,8,1955,1988,0.0,0.0
138395,ROAST BEEF CALIENTE (SANDWICH),1,1,0,0,22.0,22.0
351534,GRENADINE COCKTAIL,11,11,1932,1933,0.0,0.0
452933,SQUAB CASSEROLE,1,1,0,0,0.0,0.0
241639,TOSTA DE CREVETTES ROTHSCHILD,1,1,1958,1958,24.0,24.0
342575,"COFFEE, PER POT OR CUP",1,1,1901,1901,0.0,0.0
37410,KALBFLEISCH FRICASSEE,1,1,1901,1901,0.0,0.0
261894,BEEF BOURGUIGNONNE - CUBES OF BEEF PREPARED WITH ONIONS AND BURGUNDY WINE,1,1,1977,1977,0.0,0.0
