id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
65644,MIGNARDISES,98,103,1905,1990,0.5,0.5
264903,SALADE MONEGASQUE,1,1,1964,1964,0.0,0.0
361158,"SHORE DINNER, LESS CRAB AND CHICKEN",1,1,1938,1938,0.0,0.0
399522,"STRAWBERRY, PEACH OR RASPBERRY JAM",1,1,1917,1917,0.2,0.2
420546,FRESH MUSHROOMS SAUTE,1,1,1918,1918,0.65,0.65
329018,FRIED (3) OYSTERS,1,1,1940,1940,0.25,0.25
161514,JOHANNISBEERSAFT,8,8,1955,1988,0.0,0.0
321858,"PRIME FILET MIGNON, WITH FRENCH FRIED POTATOES AND SALAD",1,1,1972,1972,9.25,9.25
317622,MCCALLUM'S PERFECT SCOTCH WHISKEY,1,1,1949,1949,0.75,0.75
87553,"VEAL BRAINS, AU BEURRE NOIR",1,1,1901,1901,0.0,0.0
251774,"SUPREME OF CHICKEN, SAUTE CACCIATORA",1,1,1959,1959,0.0,0.0
451690,MONDAINE,2,1,1914,1914,0.5,0.5
311757,"UNJOINTED FRIED HALF SPRING CHICKEN ON TOAST, COUNTRY GRAVY",1,1,1946,1946,0.0,0.0
396047,OLD NAVY SCOTCH WHISKEY,2,2,1917,1917,0.3,2.5
109996,"CREAM OF FOWL, SOUFFLE",1,1,1907,1907,0.0,0.0
253651,"WALDORF SALAD, GARNI",1,1,1987,1987,0.0,0.0
461512,"ROAST BEEF, PER CUT",5,5,1914,1914,0.5,0.5
45137,BRANDY PEACHES PRESERVES,2,2,1898,1900,0.3,0.5
428742,SORBET CURACAO,1,1,1915,1915,0.4,0.4
110739,POMMES PERSILLADES,1,1,1890,1890,0.0,0.0
311980,BEEF TAMALE,3,3,1937,1948,0.3,0.5
272290,TWO BROILED PORK CHOPS * FF POTATO,1,1,1961,1961,1.6,2.0
218219,ARTICHOKES OLIVE OIL,1,1,1973,1973,0.0,0.0
412495,FRIED CODFISH CAKES TOMATOE SCE,1,1,1917,1917,0.25,0.25
145777,ICE CREAM - PAPPAGALLO'S SPECIALITY,1,1,0,0,0.0,0.0
19720,HOT OATMEAL AND CREAM,2,2,1900,1900,0.2,0.2
344502,MACEDOINE DE FRUITS AU MARASQUIN,1,1,1935,1935,0.0,0.0
435746,GREEN RIVER WHISKY,1,1,1914,1914,0.15,0.15
293494,"BOILED FRESH BRISKET OF BEEF, HORSERADISH SAUCE, BOUILLON POTATOES",2,2,1953,1953,0.0,0.0
139437,FRECCIAROSSA,5,5,1939,1958,0.0,5.0
44093,GREER'S SCTOCH WHISKEY,1,1,1900,1900,1.5,1.5
425017,HOT + BUNS,1,1,1915,1915,0.05,0.05
276746,"SCHWEINSKOTELETTE VOM GRILL, POMMES FRITES UND TOMATENSALAT",1,1,1959,1959,0.0,0.0
234904,ROOT BEER BLUE SKY SODA,1,1,1984,1984,1.0,1.0
361694,"STEAMED CLAMS, DRAWN BUTTER, PICKLED CABBAGE, SALTINES, CLAM BROTH",1,1,1941,1941,0.0,0.0
497953,"VEAL CUTLET BREADED, TOMATO",0,0,0,0,0.0,0.0
158772,"PINOT GRIGIO, SANTA MARGHERITA",2,2,1984,2012,8.95,12.5
58304,SHRIMP RICE CURRY,1,1,1900,1900,0.0,0.0
355311,BISCUIT GLACE MCALPIN,2,2,1933,1933,0.0,0.0
369653,CONSUMME (LIQUIDE OR JELLY) OKRA,1,1,1933,1933,0.0,0.0
235215,"KARTOFFELN, GEBACKENE",2,2,1929,1969,0.0,0.0
488107,SPARKLING BURGUNDY,3,3,1913,1918,1.65,3.5
328172,BREAST OF CHICKEN IN CREAM IN SHOESTRING POTATO NEST,1,1,1940,1940,1.0,1.0
117529,"(ROAST FANCY CAPON, CELERY DRESSING, COMPOTE)",1,1,1907,1907,0.0,0.0
65393,"BEATRICE CAKE, PER LB",1,1,1900,1900,0.0,0.0
236950,ASSORTED FRENCH CHEESE,3,3,1958,1958,,
445322,BACON AND EGGS (BEECHNUT),17,17,1913,1914,0.25,0.35
388844,"OXFORD CLUB, DRY",4,4,1917,1918,0.3,2.5
82285,"VEUVE CLICQOUT, GOLD LABEL, BRUT",1,1,1900,1900,2.0,3.75
413843,"FR OCHSENBRUST ""FLAMISCH"" MIT BOUILLONKARTOFFELN UND SAHNEMEERRETTICH",1,1,1973,1973,0.0,0.0
