tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
403,airtravelcenter,AA-2312-DFW-DTW,1900-03-31T20:25:00Z,"Mar 31, 1900 20:25",1900-03-31T23:50:00Z,03/31/1900 23:50:00
320,weather,AA-2268-PHX-ORD,1900-03-31T07:15:00Z,,1900-03-31T11:35:00Z,
1323,myrateplan,AA-222-LAX-BOS,1900-03-31T07:10:00Z,  1900-03-31T07:31:00Z  ,1900-03-31T15:30:00Z,
1342,orbitz,AA-3468-CVG-MIA,1900-03-31T07:00:00Z,,1900-03-31T09:55:00Z,  1900-03-31t09:45:00z  
1531,flytecomm,AA-1640-MIA-MCO,1900-03-31T18:30:00Z,  1900-03-31T18:30:00Z  ,1900-03-31T19:25:00Z,
448,flightview,AA-204-LAX-MCO,1900-03-31T23:25:00Z,  1900-03-31T23:25:00Z  ,1900-03-31T06:55:00Z,  1900-03-31T06:55:00Z  
75,helloflight,AA-446-DFW-PHL,1900-03-31T11:50:00Z,03-31-1900 12:12:00,1900-03-31T15:50:00Z,  1900-03-31t16:09:00z  
74,helloflight,UA-2314-ATL-PHL,1900-03-31T14:55:00Z,  1900-03-31T14:55:00Z  ,1900-03-31T17:00:00Z,  1900-03-31t16:47:00z  
1997,allegiantair,UA-843-LAX-ORD,1900-03-31T13:55:00Z,  1900-03-31t14:10:00z  ,1900-03-31T19:53:00Z,  1900-03-31T19:58:00Z  
2240,gofox,AA-789-ORD-DEN,1900-03-31T13:05:00Z,,1900-03-31T14:35:00Z,
330,weather,CO-50-CLE-EWR,1900-03-31T14:55:00Z,  1900-03-31t15:31:00z  ,1900-03-31T16:49:00Z,  1900-03-31t17:26:00z  
1640,ord,AA-643-MIA-ORD,1900-03-31T07:10:00Z,  1900-03-31t07:30:00z  ,1900-03-31T09:35:00Z,  1900-03-31t09:31:00z  
1145,foxbusiness,AA-3063-SLC-LAX,1900-03-31T20:20:00Z,"march 31, 1900 20:39",1900-03-31T21:20:00Z,
1780,flylouisville,CO-62-IAH-EWR,1900-03-31T14:30:00Z,  1900-03-31t14:48:00z  ,1900-03-31T19:03:00Z,  1900-03-31T19:10:00Z  
165,boston,CO-52-IAH-LAX,1900-03-31T07:35:00Z,1900-03-31 07:29 AM,1900-03-31T09:21:00Z,1900/03/31 09:14:00
1636,mytripandmore,CO-50-CLE-EWR,1900-03-31T14:55:00Z,  1900-03-31T15:31:00Z  ,1900-03-31T16:49:00Z,  1900-03-31t17:26:00z  
665,panynj,UA-257-JFK-SFO,1900-03-31T14:30:00Z,  1900-03-31t14:26:00z  ,1900-03-31T18:15:00Z,
1218,usatoday,AA-85-JFK-SFO,1900-03-31T15:05:00Z,1900-03-31 15:36:00,1900-03-31T18:30:00Z,  1900-03-31T18:43:00Z  
1343,orbitz,AA-484-DFW-MIA,1900-03-31T16:15:00Z,  1900-03-31T16:29:00Z  ,1900-03-31T19:55:00Z,1900-03-31 19:39:00
190,boston,AA-2050-ORD-MIA,1900-03-31T10:40:00Z,  1900-03-31t11:05:00z  ,1900-03-31T14:45:00Z,  1900-03-31t14:46:00z  
1547,flytecomm,UA-664-ORD-PHL,1900-03-31T13:33:00Z,  1900-03-31t13:31:00z  ,1900-03-31T16:31:00Z,  1900-03-31t16:23:00z  
2251,gofox,AA-404-MIA-MCO,1900-03-31T06:45:00Z,,1900-03-31T07:45:00Z,"Mar 31, 1900 07:40"
97,helloflight,CO-1694-LAX-IAH,1900-03-31T19:15:00Z,31-03-1900 19:15:00,1900-03-31T00:21:00Z,  1900-03-31t00:21:00z  
1183,usatoday,AA-1886-BOS-MIA,1900-03-31T10:45:00Z,1900-03-31 10:55:00,1900-03-31T14:20:00Z,  1900-03-31T13:40:00Z  
84,helloflight,UA-382-IAD-LAX,1900-03-31T12:30:00Z,  1900-03-31T12:35:00Z  ,1900-03-31T15:19:00Z,
2069,businesstravellogue,AA-3468-CVG-MIA,1900-03-31T07:00:00Z,  1900-03-31T07:25:00Z  ,1900-03-31T09:55:00Z,  1900-03-31T09:45:00Z  
1430,CO,CO-89-IAH-EWR,1900-03-31T06:00:00Z,  1900-03-31T06:02:00Z  ,1900-03-31T10:20:00Z,"Mar 31, 1900 10:27"
1002,travelocity,UA-2726-FLL-PHL,1900-03-31T16:00:00Z,  1900-03-31T16:00:00Z  ,1900-03-31T18:46:00Z,  1900-03-31t18:28:00z  
1937,quicktrip,AA-2268-PHX-ORD,1900-03-31T07:15:00Z,  1900-03-31T07:22:00Z  ,1900-03-31T11:35:00Z,  1900-03-31t11:06:00z  
692,panynj,AA-3823-LAX-DEN,1900-03-31T21:00:00Z,  1900-03-31t21:00:00z  ,1900-03-31T00:15:00Z,  1900-03-31T00:15:00Z  
3,aa,AA-1640-MIA-MCO,1900-03-31T18:30:00Z,"Mar 31, 1900 18:30",1900-03-31T19:25:00Z,  1900-03-31T19:25:00Z  
401,airtravelcenter,UA-233-LAX-JFK,1900-03-31T16:25:00Z,  1900-03-31t16:25:00z  ,1900-03-31T00:29:00Z,
1165,foxbusiness,AA-4198-ORD-CLE,1900-03-31T10:40:00Z,,1900-03-31T12:55:00Z,  1900-03-31t12:50:00z  
2085,businesstravellogue,AA-4344-ORD-DTW,1900-03-31T11:45:00Z,  1900-03-31T12:13:00Z  ,1900-03-31T14:00:00Z,  1900-03-31t14:10:00z  
