tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1439,CO,CO-1090-BOS-IAH,9:45 a.m.,10:19 a.m.,1:16 p.m.,__1:19_p.m.__
57,helloflight,UA-2830-MCO-CLT,3:27 p.m.,3:27 p.m.,__5:05_p.m.__,  5:17 p.m.  
1274,myrateplan,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,9:35_a.m.,  9:31 a.m.  
1781,flylouisville,CO-1561-PHX-IAH,__8:05_a.m.__,8:00_a.m.,11:35 a.m.,  11:32 a.m.  
226,boston,UA-2708-EWR-CLT,2:55_p.m.,2:55_p.m.,4:53 p.m.,__4:44_p.m.__
375,airtravelcenter,CO-63-EWR-IAH,5:25_p.m.,5:22 p.m.,__8:22_p.m.__,8:03_p.m.
228,boston,UA-1500-IAH-GUA,8:55 a.m.,  9:16 a.m.  ,11:45 a.m.,11:56_a.m.
1219,usatoday,AA-1640-MIA-MCO,6:30 p.m.,  6:30 p.m.  ,  7:25 p.m.  ,7:25_p.m.
48,aa,AA-222-LAX-BOS,7:10 a.m.,7:31_a.m.,3:30 p.m.,3:14 p.m.
816,flights,UA-3925-IAD-ORF,  8:41 a.m.  ,8:42_a.m.,9:54 a.m.,9:43_a.m.
1736,ua,UA-854-SFO-IAH,7:53_a.m.,7:49 a.m.,1:39 p.m.,1:30 p.m.
2124,businesstravellogue,UA-2704-DTW-PHX,__11:15_a.m.__,__11:15_a.m.__,1:40 p.m.,2:00 p.m.
1174,usatoday,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,9:54_a.m.,9:43 a.m.
1132,foxbusiness,UA-233-LAX-JFK,4:25 p.m.,4:25 p.m.,12:29 a.m.,  12:29 a.m.  
1777,flylouisville,AA-3468-CVG-MIA,  7:00 a.m.  ,7:25 a.m.,9:55_a.m.,9:45_a.m.
2246,gofox,AA-271-MIA-LAX,  11:35 a.m.  ,11:52 a.m.,  2:25 p.m.  ,2:27 p.m.
1883,quicktrip,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
1877,quicktrip,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,  7:55 p.m.  ,  7:39 p.m.  
2126,businesstravellogue,UA-2708-EWR-CLT,2:55 p.m.,2:55 p.m.,4:53 p.m.,4:44 p.m.
1766,flylouisville,UA-2830-MCO-CLT,3:27_p.m.,__3:27_p.m.__,  5:05 p.m.  ,5:17_p.m.
1020,travelocity,AA-2525-DFW-MIA,__7:25_a.m.__,7:39 a.m.,11:10 a.m.,11:06 a.m.
2354,world-flight-tracker,AA-1221-MCO-ORD,8:00 p.m.,8:23_p.m.,  9:45 p.m.  ,  9:53 p.m.  
525,flightview,AA-3979-CVG-ORD,7:30 a.m.,  8:04 a.m.  ,8:00_a.m.,8:06_a.m.
742,flightexplorer,AA-3468-CVG-MIA,  7:00 a.m.  ,  7:25 a.m.  ,9:55 a.m.,9:45 a.m.
806,mco,AA-1640-MIA-MCO,  6:30 p.m.  ,  6:30 p.m.  ,7:25 p.m.,7:25 p.m.
225,boston,AA-3063-SLC-LAX,  8:20 p.m.  ,__8:39_p.m.__,9:20 p.m.,9:20_p.m.
1833,flylouisville,AA-3063-SLC-LAX,8:20 p.m.,  8:39 p.m.  ,9:20 p.m.,  9:20 p.m.  
46,aa,AA-1544-SAN-ORD,  11:25 a.m.  ,11:40 a.m.,5:25 p.m.,  4:56 p.m.  
88,helloflight,CO-63-EWR-IAH,5:25 p.m.,  5:22 p.m.  ,8:22_p.m.,  8:03 p.m.  
2190,gofox,AA-4344-ORD-DTW,  11:45 a.m.  ,__12:13_p.m.__,2:00 p.m.,2:10 p.m.
245,boston,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
319,weather,AA-1917-JFK-MCO,2:55_p.m.,3:27 p.m.,5:55 p.m.,  5:43 p.m.  
239,boston,AA-1544-SAN-ORD,11:25 a.m.,11:40_a.m.,5:25_p.m.,__4:56_p.m.__
1221,usatoday,AA-3786-IAH-ORD,4:00 p.m.,4:12_p.m.,6:40 p.m.,__6:15_p.m.__
1448,ifly,CO-1090-BOS-IAH,__9:45_a.m.__,10:19 a.m.,1:16_p.m.,1:19_p.m.
2107,businesstravellogue,AA-400-DFW-JFK,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04_p.m.
1519,flytecomm,AA-1279-DFW-PHX,1:00_p.m.,2:04_p.m.,__2:35_p.m.__,3:30 p.m.
1473,ifly,AA-415-BOS-ORD,8:35 a.m.,  8:56 a.m.  ,10:40 a.m.,10:16 a.m.
2266,flightaware,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 p.m.,  1:27 p.m.  
784,flightexplorer,UA-233-LAX-JFK,__4:25_p.m.__,4:25 p.m.,12:29 a.m.,12:29 a.m.
1706,wunderground,UA-233-LAX-JFK,4:25 p.m.,4:25 p.m.,12:29 a.m.,12:29_a.m.
2002,allegiantair,UA-2906-PHL-MCO,  3:50 p.m.  ,4:28 p.m.,6:23_p.m.,  6:38 p.m.  
252,weather,AA-518-MIA-JFK,6:40 a.m.,6:54_a.m.,9:25_a.m.,9:28_a.m.
1262,myrateplan,CO-47-IAH-LAX,7:10 p.m.,8:25 p.m.,8:56 p.m.,9:52 p.m.
1409,orbitz,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,6:30_p.m.,  6:43 p.m.  
2242,gofox,AA-85-JFK-SFO,3:05 p.m.,3:36_p.m.,6:30 p.m.,__6:43_p.m.__
1749,ua,UA-858-PVG-SFO,  1:45 p.m.  ,1:32 p.m.,  8:27 a.m.  ,8:02 a.m.
1444,CO,CO-63-EWR-IAH,5:25 p.m.,5:22_p.m.,8:22 p.m.,__8:03_p.m.__
2293,flightaware,AA-643-MIA-ORD,7:10_a.m.,  7:30 a.m.  ,  9:35 a.m.  ,9:31 a.m.
356,airtravelcenter,AA-3468-CVG-MIA,__7:00_a.m.__,7:25 a.m.,__9:55_a.m.__,9:45 a.m.
