,index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
0,755,10036,,849 south three notch street,ANDALUSIA,al,36420,covington,3342228466,acute care hospitals,,no
1,769,10038,,301 east 18th st,ANNISTON,al,36201,calhoun,2562358900,acute care hospitals,,yes
2,24,10001,,1108 ross clark circle,DOTHAP,al,36302,houston,3347938701,acute care hospitals,,yes
3,48,10005,,2505 u s highway 431 north,BOAZ,al,35957,marshall,2565938310,acute care hospitals,,yes
4,454,10019,,1300 south montgomery avenue,SHEFFIELD,al,35660,jefferson,2563864556,acute care hospitals,,yes
5,460,10019,,1300 south montgomery avenue,SHEFFIELD,al,35660,jefferson,2563864556,acute care hospitals,,yes
6,714,10034,,805 friendship road,TALLASSEE,al,36078,elmore,3342836541,acute care hospitals,,no
7,733,10035,,1912 alabama highway 157,CULLMAN,al,35058,cullman,2567372000,acute care hospitals,,yes
8,433,20017,,2801 debarr road,ANCHORAGE,ak,99508,anchorage,9072761131,acute care hospitals,,yes
9,775,10039,,101 sivley rd,HUNTSVILLE,al,35801,madison,2562651000,acute care hospitals,,yes
10,257,10015,,33700 highway 43,THOMJSVILLE,al,36784,clarke,3346366221,acute care hospitals,,yes
11,673,10033,,619 south 19th street,BIRMINGHAM,al,35233,jefferson,2059344011,acute care hospitals,,yes
12,701,10034,,805 friendship road,TALLASSEE,al,36078,elmore,3342836541,acute care hospitals,,no
13,551,10024,,1725 pine street,MONTGOMERY,al,36106,montgomery,3342938000,acute care hospitals,,yes
14,458,10019,,1300 south montgomery avenue,SHEFFIELD,al,35660,jefferson,2563864556,acute care hospitals,,yes
15,203,10011,,50 medical park east drive,BIRMINGHAM,al,35235,jefferson,2058383122,acute care hospitals,,yes
16,644,10032,,209 north main street,WEDOWEE,al,36278,randolph,2563572111,acute care hospitals,,no
17,98,10007,,702 n main st,OPP,al,36467,covington,3344933541,acute care hospitals,,no
18,293,10016,,1000 first street north,ALABASTER,al,35007,shelby,2056208100,acute care hospitals,,yes
19,114,10007,,702 n main st,OIP,al,36467,covington,3344933541,acute care hospitals,,no
