,Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
0,1076265,PAPA T'S ITALIANO,,1681032,MOBILE FOOD DISPENSER,RISK 3 (LOW),2843 W 63RD ST,"INACTIVE,IL,60629",04/27/2012,CANVASS,OUT OF BUSINESS
1,250364,THE POWELL BRANCH,,26292,SCHOOL,RISK 1 (HIGH),7765 S COLES AVE ( 2500E),"CHARLES A HAYES,IL,60649",05/28/2010,CANVASS,PASS
2,58237,THE DINING ROOM AT KENDALL NFP,THE DINING ROOM,1963512,RESTAURANT,RISK 1 (HIGH),900 N NORTH BRANCH ST,"CHICAGO,IL,60642",01/07/2010,CANVASS,PASS
3,1290268,Carson (New),Carson (New),70217,SCHOOL,RISK 1 (HIGH),2550 W 56TH (5600S) ST,"CHICAGO,IL,60629",01/18/2013,CANVASS,PASS
4,67788,Carson (Old),Carson (Old),22601,SCHOOL,RISK 1 (HIGH),5516 S MAPLEWOOD (2532W) AVE,"CHICAGO,IL,60629",01/07/2010,CANVASS,PASS
5,1591546,FAMILY DOLLAR #3301,FAMILY DOLLAR #3301,1247850,GROCERY STORE,RISK 3 (LOW),9101 S COMMERCIAL AVE,"CHICAGO,IL,60617",12/10/2015,CANVASS,PAS
6,1369223,CUPCAKES FOR COURAGE,CUPCAKES FOR COURAGE,2263359,MOBILE FOOD DISPENSER,RISK 3 (LOW),108 W PARK,"ELMHURST,IL,60126",09/25/2013,LICENSE RE-INSPECTION,PASS
7,2009720,THE GODDESS GOLD COAST,THE GODDESS AND GROCER,2397687,RESTAURANT,RISK 1 (HIGH),1127 N STATE ST,"CCHICAGO,IL,60610",04/04/2017,CANVASS,PSAS
8,1361371,La Michoacana Natural,La Michoacana Natural,2270685,RESTAURANT,RISK 2 (MEDIUM),6149 W GRAND AVE,"CHICAGO,IL,60639",09/27/2013,LICENSE,FAIL
9,1199796,Chicago Academy for the Arts,Chicago Academy for the Arts,3200708,SCHOOL,RISK 3 (LOW),1010 W CHICAGO AVE,"CHICAGO,IL,60642",05/07/2015,CANVASS,PASSS
