,id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
0,149858,ATLANTIC SWORDFISH STEAK CENTER CUT CORIANDER BUTTER SAUCE,1,1,1987,1987,17.0,17.0
1,251774,SUPREME OF CHICKEN SAUTE CACCIATORA,1,1,1959,1959,0.0,0.0
2,65393,BEATRICE CAKE PER LB,1,1,1900,1900,0.0,0.0
3,383374,BREAD AND BUTTER WHITE,1,1,1916,1916,0.4,0.4
4,294885,HOT SLICED TURKEY SANDWICH MORNAY IN POTATO BORDURE WITH FRESH ASPARAGUS,1,1,1953,1953,1.65,1.65
5,93027,VINTAGE PORT MARTINEZ 1963,1,1,1895,1895,,
6,434561,BRANDY,2,2,1914,1914,0.2,0.2
7,65783,ALTER SHERRY,2,2,1901,1901,0.0,0.0
8,84787,HOT CORN MEAL MUSH AND MILK,1,1,1899,1899,0.0,0.0
9,493727,COLD FERRIS HAM,0,0,0,0,0.0,0.0
10,474218,BREAD AND BUTTER WHITE,1,1,1912,1912,0.75,0.75
11,439311,COLD FERRIS HAM,1,1,1905,1905,,
12,45137,BRANDY PEACHES PRESERVES,2,2,1898,1900,0.3,0.5
13,383035,WEHLENER ROSENBERG 1907 12 BOTTLE BOTTLE,1,1,1916,1916,0.8,1.5
14,314543,BROILED PORK CHOPS APPLE SAUCE VEGETABLE POTATO,1,1,1948,1948,1.75,1.75
15,507407,POTATOES SAUTEES OR STEWED,0,0,0,0,0.0,0.0
16,88791,HOT CORN MEAL MUSH AND MILK,1,1,1897,1897,0.0,0.0
17,184225,BREAD AND BUTTER WHITE,2,2,1938,1938,0.15,0.15
18,349921,CANADA MUTTON CHOP,33,33,1933,1933,0.65,1.7
19,70222,COLD FERRIS HAM,1,1,1907,1907,0.25,0.25
20,64182,FRICANDEAU VEAL AND OLIVES,1,1,1900,1900,0.0,0.0
21,476757,LOBSTER SALAD CHICKEN,1,1,1943,1943,1.5,1.5
22,325594,PEIXE ESPADA GRELHADO MAITRE DHOTEL,1,1,1939,1939,0.0,0.0
23,481361,STUFFED TURKEY CRANBERRY SAUCE,1,1,0,0,0.0,0.0
24,61532,FRIED ONIONS,1,1,1901,1901,0.0,0.0
25,15868,BREAST OF LAMB JARDINIERE,3,3,1893,1900,0.0,0.0
26,235066,BORSCHT KOOP,1,1,1969,1969,1.3,1.3
27,344502,BRANDY,1,1,1935,1935,0.0,0.0
28,311980,TAMALE,3,3,1937,1948,0.3,0.5
29,286273,TAMALE,2,2,1963,1963,0.0,0.0
30,354474,FILET OF SOLE WITH FRESH SPINACH FLORENTINE,1,1,1933,1933,0.0,0.0
31,379205,BRANDY,9,9,1917,1919,2.75,3.7
32,82285,REUBENS SPECIAL TURKEY ROAST VIRGINIA HAM SWISS CHEESE COLE SLAW RUSSIAN DRESSING,1,1,1900,1900,2.0,3.75
33,229253,ECARLATE,1,1,1981,1981,0.0,0.0
34,37410,KALBFLEISCH FRICASSEE,1,1,1901,1901,0.0,0.0
35,350837,SHAD ROE SAUTE MEUNIERE,13,14,1933,1933,1.25,1.35
36,24641,POTATOES SAUTEES OR STEWED,2,2,1900,1901,0.1,0.15
37,460870,COFFEE ICE CREAM CARAMEL SAUCE,1,1,0,0,0.0,0.0
38,479871,BLATTSALATE MIT HANDGESCHPFTEM SCHAFSKSE,1,1,0,0,0.0,0.0
39,305457,HEAD LETTUCE WITH THOUSAND ISLAND DRESSING,2,2,1944,1947,0.0,0.0
40,493662,COLD FERRIS HAM,4,4,1880,1928,0.0,0.0
41,234259,BRANDY,3,3,1947,1966,0.38,0.8
42,56547,COFFEE ICE CREAM CARAMEL SAUCE,2,2,1901,1901,0.3,6.5
43,110817,LADY CAKES,2,2,1907,1921,0.0,0.0
44,351394,COFFEE ICE CREAM CARAMEL SAUCE,4,4,1933,1933,0.0,0.0
45,142989,VINTAGE PORT MARTINEZ 1963,1,1,1974,1974,0.0,0.0
46,407602,ROAST SPRING LAMB MINT SAUCE,1,1,1917,1917,0.9,0.9
47,435474,TORTUE VERTE AU MARSALA,1,1,1914,1914,,
48,10679,BAKED FRESH MACKEREL CREOLE,3,3,1900,1901,0.25,0.6
49,79917,REUBENS SPECIAL TURKEY ROAST VIRGINIA HAM SWISS CHEESE COLE SLAW RUSSIAN DRESSING,1,1,1906,1906,0.4,0.4
