id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
65644,Mignardises,98,103,1905,1990,0.5,0.5
264903,Salade Monegasque,1,1,1964,1964,0.0,0.0
361158,"Shore Dinner, Less Crab and Chicken",1,1,1938,1938,0.0,0.0
399522,"Strawberry, peach or raspberry jam",1,1,1917,1917,0.2,0.2
420546,fresh mushrooms saute,1,1,1918,1918,0.65,0.65
329018,Fried (3) Oysters,1,1,1940,1940,0.25,0.25
161514,Johannisbeersaft,8,8,1955,1988,0.0,0.0
321858,"Prime Filet Mignon, with French Fried Potatoes and Salad",1,1,1972,1972,9.25,9.25
317622,McCallum's Perfect Scotch Whiskey,1,1,1949,1949,0.75,0.75
87553,"Veal Brains, Au Beurre Noir",1,1,1901,1901,0.0,0.0
251774,"Supreme of Chicken, saute Cacciatora",1,1,1959,1959,0.0,0.0
451690,Mondaine,2,1,1914,1914,0.5,0.5
311757,"Unjointed Fried Half Spring Chicken on Toast, Country Gravy",1,1,1946,1946,0.0,0.0
396047,Old Navy Scotch whiskey,2,2,1917,1917,0.3,2.5
109996,"  Cream of Fowl, Souffle",1,1,1907,1907,0.0,0.0
253651,"Waldorf Salad, Garni",1,1,1987,1987,0.0,0.0
461512,"  roast beef, per cut",5,5,1914,1914,0.5,0.5
45137,    Brandy Peaches Preserves,2,2,1898,1900,0.3,0.5
428742,SORBET CURACAO  ,1,1,1915,1915,0.4,0.4
110739,    Pommes persillades  ,1,1,1890,1890,0.0,0.0
311980,Beef  Tamale,3,3,1937,1948,0.3,0.5
272290,TWO BROILED PORK CHOPS * FF POTATO,1,1,1961,1961,1.6,2.0
218219,Artichokes Olive Oil,1,1,1973,1973,0.0,0.0
412495,Fried codfish cakes tomatoe sce,1,1,1917,1917,0.25,0.25
145777,ice cream - pappagallo's speciality,1,1,0,0,0.0,0.0
19720,Hot Oatmeal and [cream],2,2,1900,1900,0.2,0.2
344502,Macedoine de Fruits au Marasquin,1,1,1935,1935,0.0,0.0
435746,Green River Whisky,1,1,1914,1914,0.15,0.15
293494,"Boiled Fresh Brisket of Beef, Horseradish Sauce, Bouillon Potatoes",2,2,1953,1953,0.0,0.0
139437,Frecciarossa,5,5,1939,1958,0.0,5.0
44093,Greer's Sctoch Whiskey,1,1,1900,1900,1.5,1.5
425017,Hot + Buns,1,1,1915,1915,0.05,0.05
276746,"Schweinskotelette vom Grill, Pommes frites und Tomatensalat",1,1,1959,1959,0.0,0.0
234904,Root Beer Blue Sky Soda,1,1,1984,1984,1.0,1.0
361694,"Steamed Clams, Drawn Butter, Pickled Cabbage, Saltines, Clam Broth",1,1,1941,1941,0.0,0.0
497953,"Veal Cutlet Breaded, Tomato",0,0,0,0,0.0,0.0
158772,"[Pinot Grigio, Santa Margherita]",2,2,1984,2012,8.95,12.5
58304,Shrimp Rice curry,1,1,1900,1900,0.0,0.0
355311,Biscuit Glace McAlpin,2,2,1933,1933,0.0,0.0
369653,Consumme (Liquide or Jelly) Okra,1,1,1933,1933,0.0,0.0
235215,"Kartoffeln, Gebackene",2,2,1929,1969,0.0,0.0
488107,Sparkling burgundy,3,3,1913,1918,1.65,3.5
328172,Breast of Chicken in Cream in Shoestring Potato Nest,1,1,1940,1940,1.0,1.0
117529,"   (Roast fancy capon, celery dressing, compote)",1,1,1907,1907,0.0,0.0
65393,"Beatrice Cake, per lb",1,1,1900,1900,0.0,0.0
236950,Assorted French Cheese,3,3,1958,1958,,
445322,    bacon and Eggs (beechnut)[.],17,17,1913,1914,0.25,0.35
388844,"Oxford Club, Dry",4,4,1917,1918,0.3,2.5
82285,"  veuve Clicqout,   Gold Label, Brut  ",1,1,1900,1900,2.0,3.75
413843,"  fr ochsenbrust ""flamisch"" mit Bouillonkartoffeln und Sahnemeerrettich",1,1,1973,1973,0.0,0.0
