id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
351394,"   coffee Ice Cream, caramel sauce",4,4,1933,1933,0.0,0.0
437737,"""HIS EYE BEGETS OCCASION FOR HIS WIT.""",1,1,1914,1914,,
463188,chicken   Fricassee with Boiled Rice,1,1,0,0,0.0,0.0
13018,   Toast au Lait,4,4,1900,1906,0.2,0.25
329501,Broiled Fresh Pompano Filet in Lemon Butter,1,1,1940,1940,1.15,1.15
458876,"Ch Dillon, N Johnston   ",1,1,0,0,0.0,0.0
428874,"Sweetbread, Tzarine",6,6,1912,1915,0.75,0.75
264903,[Salade Monegasque],1,1,1964,1964,0.0,0.0
407602,"Roast spring lamb, mint sauce (ready)",1,1,1917,1917,0.9,0.9
100866,"veal cutlet broiled, fried or breaded",1,1,1900,1900,0.0,0.0
311611,Coffee Sundae,3,3,1939,1948,0.25,0.3
84768,Johannisberg Clauss '86,2,2,1900,1900,1.6,3.0
493662,Madère,4,4,1880,1928,0.0,0.0
452151,"[Taverne Rose Pink, Brut]",1,1,0,0,0.0,0.0
111324,Individual Wedding Cakes for Everybody,1,1,1907,1907,0.0,0.0
160969,"Schildkrotensuppe echt, ""Lacroix""",1,1,0,0,0.0,0.0
160729,"Konigsberger Klops in Kapernsauce, Rote Bete, Kartoffeln",1,1,1965,1965,0.0,0.0
282334,"BEEF PEPPER STEAK.  Served with vegetable, salad, roll, and choice of potato or rice",1,1,1988,1988,3.75,3.75
486064,[Tomatoes or Cucumbers and Lettuce],1,1,1913,1913,0.15,0.15
488107,Sparkling burgundy,3,3,1913,1918,1.65,3.5
21522,Mexican Tamales,2,2,1901,1901,0.25,0.25
346186,Eisbein mit Erbsenbrei und Sauerkohl,1,1,1935,1935,0.0,0.0
479488,"""Souther Colada"" - Southern comfort, Ananassaft, Kokosnußcreme",1,1,0,0,0.0,0.0
35623,Butter served Free with orders amounting to 40c,1,1,1901,1901,0.0,0.0
196860,Hollandaise-Salat,1,1,1910,1910,0.0,0.0
116691,Omelette with Sausage,1,1,1901,1901,0.0,0.0
434561,"Scotch, King William IV",2,2,1914,1914,0.2,0.2
498937,[Fried ham and one fried egg],2,2,1913,1913,,
222074,"Chicken Saute Chasseur, White Wine Sauce, Parslty Potato and Green Peas",1,1,1966,1966,2.5,2.5
395720,[DINNER READY],1,1,1917,1917,,
22632,"Oyster stew, plain",8,8,1900,1945,0.2,20.0
56692,Roast Tame Duck & Jelly,2,2,1900,1900,0.0,0.0
124451,New Beets Fines Herbes,1,1,1901,1901,0.0,0.0
337707,Hot Wagon Service,1,1,1937,1937,0.0,0.0
401018,"Cold Lobster, Mayonnaise Sauce, half",1,1,1917,1917,0.8,0.8
492412,Filet of beef with mushrooms,1,1,1913,1913,,
484160,"Omelette ""Königin-Art""",1,1,0,0,0.0,0.0
185351,Banana Cream Pie,25,28,1939,1989,0.15,2.75
425017,[Hot + Buns],1,1,1915,1915,0.05,0.05
311757,"Unjointed Fried Half Spring Chicken on Toast, Country Gravy",1,1,1946,1946,0.0,0.0
275445,Claret Orangeade,5,5,1944,1961,0.35,0.95
53274,   Eischaum-Nocken,2,2,1901,1901,0.0,0.0
367522,   Sea Food a la Miramar.  ,1,1,1933,1933,0.0,0.0
453202,   creme du nord,1,1,0,0,0.0,0.0
497953,"Veal Cutlet Breaded, Tomato",0,0,0,0,0.0,0.0
367188,"Vol au Vent of Chicken, Fresh String Beans, Straw Potatoes, Choice of Salad or Dessert, Coffee or Tea",1,1,1933,1933,0.0,0.0
158616,"Saumon grille, beurre Maitre d'hotel   ",1,1,0,0,0.0,0.0
383035,"Wehlener Rosenberg, 1907, 1/2 Bottle, Bottle  ",1,1,1916,1916,0.8,1.5
271938,   Ziti with Calabrese sauce,1,1,1961,1961,0.0,0.0
391112,"?  London Broil on Toast, Tomato Sauce;",1,1,1918,1918,,
