id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
276837,__malteser_reis-creme__,1,1,1954,1954,0.0,0.0
236129,__BEAN_CURD_WITH_CHINESE_MUSHROOMS__,1,1,1977,1977,3.75,3.75
184225,sunomono,2,2,1938,1938,0.15,0.15
312235,--VINTNER'S-SAUTERNE--,3,3,1943,1946,0.3,0.3
492738,"egg,-tetrazini",1,1,1913,1913,0.3,0.3
232786,__consomme_belle_fermiere__,7,7,1953,1965,0.0,0.0
387942,"roast-hot-house-baby-lamb,-mint-sauce",1,1,1918,1918,,
18775,cream_caroline_soup,1,1,1900,1900,,
109996,--ROAST-LEG-OF-MUTTON-CURRANT-JELLY--,1,1,1907,1907,0.0,0.0
497982,"__TENDERLOIN_STEAK,_WITH_TRUFFLES__",1,1,1913,1913,0.0,0.0
170818,"__1964er_chateau_la_tour_gayet,_cotes_de_blaye_ac__",1,1,0,0,0.0,0.0
144665,saumon_bouilli,1,1,0,0,0.0,0.0
172711,"__kalbsschnitzel_mit_braunem_knoblauch,_tomatennudeln_und_salat_-_escalope_de_veau_gousse_d'ail_avec_nouilles_aux_herbes_et_salade_-_excalope_of_veal_with_garlic,_noodles_with_herbs_and_salad__",1,1,1987,1987,0.0,0.0
480179,1954er_ockfener_beckstein,1,1,0,0,0.0,0.0
355492,__POUDING_A_L'IMPERATRIX__,23,25,1912,1933,0.4,0.4
138730,__sunomono__,1,1,0,0,0.85,0.85
499315,__timbales_de_riz_a_la_milanaise__,1,1,1913,1913,0.25,0.25
311757,"--unjointed-fried-half-spring-chicken-on-toast,-country-gravy--",1,1,1946,1946,0.0,0.0
344502,__macedoine_de_fruits_au_marasquin__,1,1,1935,1935,0.0,0.0
486757,"TENDERLOIN_STEAK,_WITH_TRUFFLES",1,1,1913,1913,2.0,2.0
479488,MACEDOINE-DE-FRUITS-AU-MARASQUIN,1,1,0,0,0.0,0.0
484955,"__1964er_chateau_la_tour_gayet,_cotes_de_blaye_ac__",7,8,1913,1913,0.05,0.05
494938,--fresh-home=made-rhubarb-pie--,1,1,1961,1961,,
104232,__schweserpasteten__,1,1,1891,1891,0.0,0.0
137931,"__COFFEE,_PER_POT_OR_CUP__",1,1,1980,1980,0.0,0.0
307106,key_west_turtle_soup,3,3,1944,1948,0.0,0.0
296409,__kippered_alaska_cod__,1,1,1955,1955,0.0,0.0
195402,malteser-reis-creme,2,2,1910,1910,0.0,0.0
293494,"__boiled_fresh_brisket_of_beef,_horseradish_sauce,_bouillon_potatoes__",2,2,1953,1953,0.0,0.0
133584,__SELECTED_DELICACIES_FROM_VARIOUS_COUNTRIES__,1,1,1969,1969,0.0,0.0
78287,__GRAN_FRITTO_DI_MISTO_MARE__,3,3,1900,1917,0.35,0.35
139437,__frecciarossa__,5,5,1939,1958,0.0,5.0
293589,"--BOILED-FRESH-BRISKET-OF-BEEF,-HORSERADISH-SAUCE,-BOUILLON-POTATOES--",1,1,1953,1953,0.0,0.0
342575,"__fresh_fruit_salad,_country_cottage_cheese,_sour_cream_salad_dressing__",1,1,1901,1901,0.0,0.0
219673,"__california_fresh_fruit_salad,_with_cottage_cheese,_sour_cream__",1,1,1979,1979,6.5,6.5
151584,__bourbon_whisky_four_roses_4_cl__,1,1,1966,1966,0.0,0.0
452933,"__OLD_SEAL_BRANDY,_PONY__",1,1,0,0,0.0,0.0
399522,"__strawberry,_peach_or_raspberry_jam__",1,1,1917,1917,0.2,0.2
66536,--CONSOMME-BELLE-FERMIERE--,1,1,1885,1885,0.0,0.0
111324,individual_wedding_cakes_for_everybody,1,1,1907,1907,0.0,0.0
454936,chateau_latour_blanche_b_&_g_sauternes,1,1,0,0,0.0,0.0
489930,"__old_seal_brandy,_pony__",1,1,1913,1913,5.0,25.0
71818,__CREAM_CAROLINE_SOUP__,1,1,1891,1891,0.0,0.0
281411,"2_eggs,_any_style,_served_with_hashbrowns_&_hot_buttered_toast",1,1,1988,1988,2.5,2.5
24641,"__potatoes,_sautees_or_stewed__",2,2,1900,1901,0.1,0.15
126273,"__fresh_fruit_salad,_country_cottage_cheese,_sour_cream_salad_dressing__",1,1,1906,1906,0.0,0.0
422736,"--broiled-sweetbreads,-green-peas--",1,1,1915,1915,0.6,0.6
413843,"__kalbsschnitzel_mit_braunem_knoblauch,_tomatennudeln_und_salat_-_escalope_de_veau_gousse_d'ail_avec_nouilles_aux_herbes_et_salade_-_excalope_of_veal_with_garlic,_noodles_with_herbs_and_salad__",1,1,1973,1973,0.0,0.0
297102,BOURBON_WHISKY_FOUR_ROSES_4_CL,1,1,1955,1955,1.95,1.95
20365,"__thee,_kaffee,_hafercacao__",1,1,1900,1900,0.0,0.0
