id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,Column 9
80606,"--FROGS'-LEGS,-AMERICAN-STYLE--",1.0,1,1892,1892,2.5,24.0,
132793,"crab_gumbo,_creole",15.0,22,1931,1962,0.0,2.25,
128307,"__PAN_ROAST,_LITTLE_NECKS__",1.0,1,1900,1900,0.5,0.5,
21522,BOWL_OF_COLD_RICE_AND_MILK,2.0,2,1901,1901,0.25,0.25,
497953,"--sweetbread,-tzarine--",0.0,0,0,0,0.0,0.0,
476757,"--lobster-salad,-chicken--",1.0,1,1943,1943,1.5,1.5,
380772,"__CRAB_GUMBO,_CREOLE__",3.0,3,1914,1916,0.15,0.3,
61532,"beef_steak,_fried_onions",1.0,1,1901,1901,0.0,0.0,
336242,__krumbles__,3.0,3,1921,1937,0.0,0.0,
290401,"__SOUP,_PUREE_JACKSON_WITH_LEEKS_AND_CELERY__",1.0,1,1963,1963,0.0,0.0,
488107,__sparkling_burgundy__,3.0,3,1913,1918,1.65,3.5,
239709,"__beef_steak,_fried_onions__",1.0,1,1958,1958,0.0,0.0,
65644,__?_and_cold_dishes__,98.0,103,1905,1990,0.5,0.5,
494938,"__BRANDY,_MARTEL_XXX__",1.0,1,1961,1961,,,
150496,__veal_fillets_with_fresh_grapes_in_mushroom_and_cream_sauce_(vitello_'white_elephant')__,1.0,1,1972,1972,0.0,0.0,
480179,__1954ER_PCKFENER_BECKSTEIN__,1.0,1,0,0,0.0,0.0,
56190,__?_AND_COLD_DISHES__,1.0,1,1901,1901,,,
435886,"--brandy,-martel-xxx--",1.0,1,1914,1914,0.5,0.5,
342208,--BORDEAUX-ROUGE-SAUTERNES-CLOS-MERCIER-1966--,1.0,1,1962,1962,0.0,0.0,
466530,krumbles,1.0,1,1912,1912,0.15,0.15,
272290,SLICE-ROAST,1.0,1,1961,1961,1.6,2.0,
128329,"__little_neck_clams,_roasted_in_shell__",1.0,1,1900,1900,0.35,0.35,
306163,"__LE_COQ_DE_CHOIX_A_LA_CREME_ET_AU_FOIE_GRAS,_FLAMBE_AU_COGNAC__",1.0,1,1944,1944,4.0,4.0,
428874,"sweetbread,-tzarine",6.0,6,1912,1915,0.75,0.75,
340916,bowl_of_cold_rice_and_milk,1.0,1,1980,1980,0.0,0.0,
170818,"--1964er-chateau-la-tour-gayet,-cotes-de-blaye-ac--",1.0,1,0,0,0.0,0.0,
235817,--bavarois-aux-framboises-chantilly--,2.0,2,1966,1966,0.0,0.0,
103083,"--pan-roast,-little-necks--",1.0,1,1900,1900,0.1,0.1,
491518,__salade_de_betterave__,1.0,1,1962,1962,0.0,0.0,
460870,BROILED-SMALL-STEAK-WITH-POTATOES,1.0,1,0,0,0.0,0.0,
451690,"__MANUEL_GARCIA,_PURITANOS__",2.0,1,1914,1914,0.5,0.5,
456489,"__CHINESE_MUSHROOMS_AND_PORK_CHOW_MEIN_(PAN_FRIED_NOODLES,_SOFT_OR_CRISP)__",2.0,2,0,0,0.0,0.0,
104232,"__tripe_in_cream_with_onions,_shanley__",1.0,1,1891,1891,0.0,0.0,
215582,cold_pickled_pork,1.0,1,1901,1901,0.0,0.0,
93339,"manuel_garcia,_puritanos",4.0,4,1900,1920,0.15,8.75,
452805,"frogs'-legs,-american-style",2.0,2,0,0,0.0,0.0,
93212,"__TRIPE_IN_CREAM_WITH_ONIONS,_SHANLEY__",1.0,1,1900,1900,0.5,0.5,
509112,BORDEAUX-ROUGE-SAUTERNES-CLOS-MERCIER-1966,1.0,1,1971,1971,0.0,0.0,
341848,--slice-roast--,1.0,1,1935,1935,0.0,0.0,
486064,__tomatoes_or_cucumbers_and_lettuce__,1.0,1,1913,1913,0.15,0.15,
310385,"--sloe-gin-fizz,-imp--",1.0,1,1947,1947,0.75,0.75,
311611,--mexican-tamales--,3.0,3,1939,1948,0.25,0.3,
248003,"__LE_COQ_DE_CHOIX_A_LA_CREME_ET_AU_FOIE_GRAS,_FLAMBE_AU_COGNAC__",1.0,1,1957,1957,2.75,2.75,
190157,"CHINESE-MUSHROOMS-AND-PORK-CHOW-MEIN-(PAN-FRIED-NOODLES,-SOFT-OR-CRISP)",1.0,1,0,0,0.7,1.3,
383374,monks_beard_salad,1.0,1,1916,1916,0.4,0.4,
455520,"--veal-cutlet-breaded,-tomato--",,1,1,0,0.0,0.0,0.0
368779,"__soup,_puree_jackson_with_leeks_and_celery__",1.0,1,1927,1927,0.0,0.0,
413843,"fr_ochsenbrust_""flamisch""_mit_bouillonkartoffeln_und_sahnemeerrettich",1.0,1,1973,1973,0.0,0.0,
96287,__BOWL_OF_COLD_RICE_AND_MILK__,,1,1,1900,1900.0,0.1,0.1
476680,__green_goddess__,2.0,2,0,0,,,
