id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
142807,__escalopine_of_veal_au_marsala__,2,2,1955-01-01T00:00:00Z,  1961-01-01t00:00:00z  ,0.0,0.0
282334,"beef_pepper_steak_served_with_vegetable,_salad,_roll,_and_choice_of_potato_or_rice",1,1,  1988-01-01t00:00:00z  ,1988-01-01T00:00:00Z,3.75,3.75
53274,EISCHAUM-NOCKEN,2,2,1901-01-01t00:00:00z,  1901-01-01t00:00:00z  ,0.0,0.0
223420,--corned-beefon-russian-rye-bread--,1,1,1965-01-01T00:00:00Z,  1965-01-01T00:00:00Z  ,1.5,1.5
361694,"--STEAMED-CLAMS,-DRAWN-BUTTER,-PICKLED-CABBAGE,-SALTINES,-CLAM-BROTH--",1,1,1941-01-01t00:00:00z,1941-01-01T00:00:00Z,0.0,0.0
83430,finnan_haddie_or_striped_bass,1,1,1905-01-01T00:00:00Z,  1905-01-01T00:00:00Z  ,0.5,0.5
316424,__1954ER_OCKFENER_BECKSTEIN__,1,1,1948-01-01T00:00:00Z,  1948-01-01T00:00:00Z  ,1.75,1.75
243827,"__broiled_swordfish_steak_florida,_french_fried_potatoes__",1,1,  1985-01-01T00:00:00Z  ,  1985-01-01t00:00:00z  ,2.75,2.75
387942,--filet-of-sole-fried-or-vin-blanc--,1,1,  1918-01-01t00:00:00z  ,1918-01-01T00:00:00Z,,
293494,"BOILED_FRESH_BRISKET_OF_BEEF,_HORSERADISH_SAUCE,_BOUILLON_POTATOES",2,2,1953-01-01t00:00:00z,  1953-01-01t00:00:00z  ,0.0,0.0
197869,__LE_GATEAU_MAISON_(RUM_CAKE)__,1,1,1907-01-01T00:00:00Z,  1907-01-01T00:00:00Z  ,0.5,0.5
112781,rinderzunge_roastbeef,1,1,  1899-01-01T00:00:00Z  ,1899-01-01t00:00:00z,0.0,0.0
377462,"__sardine,_whole__",1,1,1919-01-01T00:00:00Z,  1919-01-01t00:00:00z  ,0.4,0.4
351394,"__savennieres,_chateau_de_chamboureau__",4,4,1933-01-01t00:00:00z,  1933-01-01t00:00:00z  ,0.0,0.0
147942,baked-stuffed_mt_trout_from_the_cold_glacier_waters_of_colorado,1,1,  1969-01-01T00:00:00Z  ,  1969-01-01t00:00:00z  ,3.75,3.75
306282,saint-marceaux-very-dry,1,1,1944-01-01t00:00:00z,  1944-01-01T00:00:00Z  ,0.5,0.5
311431,"__fresh_select_fish,_du_jour__",4,4,1943-01-01t00:00:00z,  1946-01-01t00:00:00z  ,0.0,0.0
235066,borscht-koop,1,1,  1969-01-01T00:00:00Z  ,  1969-01-01t00:00:00z  ,1.3,1.3
68720,apple-or-peach-pie,9,9,1900-01-01t00:00:00z,  1917-01-01T00:00:00Z  ,0.05,0.15
452984,__charlotte_klondyke__,1,2,,,0.0,0.0
497982,__1954er_ockfener_beckstein__,1,1,1913-01-01T00:00:00Z,1913-01-01T00:00:00Z,0.0,0.0
507407,RINDERZUNGE_ROASTBEEF,0,0,,,0.0,0.0
