,id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
0,116614,__ARTICHAUTS_A_LA_RUSSE__,1,1,1899,1899,0,0.0
1,213564,BEEF-BOURGUIGNONNE---CUBES-OF-BEEF-PREPARED-WITH-ONIONS-AND-BURGUNDY-WINE,1,1,1975,1975,0.7,0.7
2,456495,"__lobster_newburg,_maryland__",0,0,0,0,0,0.0
3,453202,--munchner-sauerkrautplatte-reich-garniert--,1,1,0,0,0,0.0
4,236129,"--california-fresh-fruit-salad,-with-cottage-cheese,-sour-cream--",1,1,1977,1977,3.75,3.75
5,96287,--bowl-of-cold-rice-and-milk--,1,1,1900,1900,0.1,0.1
6,49103,__boiled_smoked_(ox-tongue)__,1,1,1900,1900,0,0.0
7,256276,"vermouth,_franz",2,2,1959,1963,0,0.0
8,401855,"__schweinskotelette_vom_grill,_pommes_frites_und_tomatensalat__",1,1,1917,1917,0.45,0.45
9,475835,__sliced_london_broil_au_jus__,1,1,1998,1998,11.99,11.99
10,409469,bacon_with_eggs,1,1,1939,1939,,
11,336242,"__1952_ZELTINGER_HIMMELREICH,_SPATLESE,_NATURREIN,_WACHSTUM_BERNHARD_SCHEER,_ORIGINALKELLERABZUG,_KORKBRAND__",3,3,1921,1937,0,0.0
12,273957,__ROAST_BEEF_CALIENTE_(SANDWICH)__,1,1,1961,1961,0,0.0
13,465817,"--FRIED-FILET-OF-ENGLISH-SOLE,-SAUCE-VERTE,-JULIENNE-POTATOES--",1,1,1917,1917,0.35,0.35
14,442800,__beef_bourguignonne_-_cubes_of_beef_prepared_with_onions_and_burgundy_wine__,1,1,1914,1914,0.35,0.35
15,111775,__ice_cream_-_pappagallo's_speciality__,1,1,1907,1907,0,0.0
16,83230,__vermouth_noilly_prat_ou_turin__,1,1,1900,1900,0,0.0
17,276746,"SCHWEINSKOTELETTE-VOM-GRILL,-POMMES-FRITES-UND-TOMATENSALAT",1,1,1959,1959,0,0.0
18,1210,"lettuce,-french-dressing",71,71,1890,1928,0.1,0.35
19,248003,"BROILED-LAMP-CHOPS,-TWO",1,1,1957,1957,2.75,2.75
20,10679,"baked_fresh_mackerel,_creole",3,3,1900,1901,0.25,0.6
21,480179,--1954ER-OCKFENER-BECKSTEIN--,1,1,0,0,0,0.0
22,451690,mondaine,2,1,1914,1914,0.5,0.5
23,147942,"--schweinskotelette-vom-grill,-pommes-frites-und-tomatensalat--",1,1,1969,1969,3.75,3.75
24,349921,--CANADA-MUTTON-CHOP--,33,33,1933,1933,0.65,1.7
25,56547,"CIGARS,-MANUEL-GARCIA,-INVENCIBLE",2,2,1901,1901,0.3,6.5
26,399522,"tomato,_stuffed_a_la_meyer_(1)",1,1,1917,1917,0.2,0.2
27,433070,"banana_fritters,_brandy_sauce",3,3,1914,1914,0.1,0.1
28,51543,"broiled_lamp_chops,_two",1,1,1900,1900,0.2,0.2
29,145777,"BANANA_FRITTERS,_BRANDY_SAUCE",1,1,0,0,0,0.0
30,176321,"__vermouth,_franz__",1,1,0,0,0,0.0
31,386181,__VERMOUTH_NOILLY_PRAT_OU_TURIN__,20,20,1912,1918,0.15,0.5
32,219673,"CALIFORNIA-FRESH-FRUIT-SALAD,-WITH-COTTAGE-CHEESE,-SOUR-CREAM",1,1,1979,1979,6.5,6.5
33,280767,--BOILED-SMOKED-(OX-TONGUE)--,1,1,1900,1900,0.25,0.25
34,456728,toasted_rolls_with_with_a_small_pitcher_of_cream_and_with_butter,1,1,0,0,0,0.0
35,443452,__perrier__,3,3,1914,1933,0.15,0.6
36,348598,"__SAVENNIERES,_CHATEAU_DE_CHAMBOUREAU__",1,1,1938,1938,0,0.0
37,117529,"__CALIFORNIA_FRESH_FRUIT_SALAD,_WITH_COTTAGE_CHEESE,_SOUR_CREAM__",1,1,1907,1907,0,0.0
38,223882,"--fish-cakes,-with-one-fried-egg,-and-coffee,-tea-or-cocoa--",1,1,1978,1978,0,0.0
39,284948,"1952_zeltinger_himmelreich,_spatlese,_naturrein,_wachstum_bernhard_scheer,_originalkellerabzug,_korkbrand",1,1,1954,1954,0,0.0
40,286273,--oyster-mornay-(6)--,2,2,1963,1963,0,0.0
41,190157,"--chinese-mushrooms-and-pork-chow-mein-(pan-fried-noodles,-soft-or-crisp)--",1,1,0,0,0.7,1.3
42,161514,__baked-stuffed_mt_trout_from_the_cold_glacier_waters_of_colorado__,8,8,1955,1988,0,0.0
43,138395,roast_beef_caliente_(sandwich),1,1,0,0,22.0,22.0
44,351534,__grenadine_cocktail__,11,11,1932,1933,0,0.0
45,452933,__mondaine__,1,1,0,0,0,0.0
46,241639,--tosta-de-crevettes-rothschild--,1,1,1958,1958,24.0,24.0
47,342575,"__COFFEE,_PER_POT_OR_CUP__",1,1,1901,1901,0,0.0
48,37410,--kalbfleisch-fricassee--,1,1,1901,1901,0,0.0
49,261894,beef_bourguignonne_-_cubes_of_beef_prepared_with_onions_and_burgundy_wine,1,1,1977,1977,0,0.0
