tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1015,travelocity,AA-3979-CVG-ORD,7:30 A.M.,8:04 A.M.,8:00 a.m.,8:06 a.m.
843,flights,AA-1279-DFW-PHX,1:00 P.M.,2:04 P.M.,2:35 p.m.,3:30 p.m.
1197,usatoday,CO-16-LAX-EWR,10:25 A.M.,10:20 A.M.,6:44 p.m.,6:34 p.m.
1668,wunderground,UA-2726-FLL-PHL,4:00 P.M.,4:00 P.M.,6:46 p.m.,6:28 p.m.
15,aa,AA-1279-DFW-PHX,1:00 P.M.,2:04 P.M.,2:35 p.m.,3:30 p.m.
2319,flightaware,CO-45-EWR-MIA,4:00 P.M.,3:58 P.M.,7:05 p.m.,6:36 p.m.
1587,flytecomm,AA-222-LAX-BOS,7:10 A.M.,7:31 A.M.,3:30 p.m.,3:14 p.m.
686,panynj,AA-400-DFW-JFK,10:40 A.M.,11:01 A.M.,2:59 p.m.,3:04 p.m.
1512,flytecomm,AA-446-DFW-PHL,11:50 A.M.,12:12 P.M.,3:50 p.m.,4:09 p.m.
691,panynj,UA-233-LAX-JFK,4:25 P.M.,4:25 P.M.,12:29 a.m.,12:29 a.m.
1690,wunderground,AA-2050-ORD-MIA,10:40 A.M.,11:05 A.M.,2:45 p.m.,2:46 p.m.
203,boston,UA-938-DEN-ORD,4:16 P.M.,4:15 P.M.,7:35 p.m.,7:36 p.m.
1789,flylouisville,AA-1664-MIA-ATL,10:15 A.M.,10:18 A.M.,12:10 p.m.,11:56 a.m.
1528,flytecomm,UA-248-PHX-ORD,12:57 P.M.,1:32 P.M.,5:15 p.m.,5:34 p.m.
536,flightview,AA-59-JFK-SFO,7:10 A.M.,7:39 A.M.,10:45 a.m.,11:12 a.m.
708,panynj,AA-3804-PHL-ORD,2:35 P.M.,2:44 P.M.,4:05 p.m.,3:43 p.m.
680,panynj,AA-1007-MIA-PHX,4:55 P.M.,5:08 P.M.,8:05 p.m.,7:55 p.m.
2149,businesstravellogue,AA-59-JFK-SFO,7:10 A.M.,7:39 A.M.,10:45 a.m.,11:12 a.m.
1039,travelocity,AA-2312-DFW-DTW,8:25 P.M.,8:25 P.M.,11:50 p.m.,11:50 p.m.
1877,quicktrip,AA-484-DFW-MIA,4:15 P.M.,4:29 P.M.,7:55 p.m.,7:39 p.m.
2071,businesstravellogue,AA-1886-BOS-MIA,10:45 A.M.,10:55 A.M.,2:20 p.m.,1:40 p.m.
557,flightstats,AA-616-DFW-DTW,9:05 A.M.,10:10 A.M.,12:35 p.m.,1:27 p.m.
2368,world-flight-tracker,AA-789-ORD-DEN,1:05 P.M.,1:19 P.M.,2:35 p.m.,3:13 p.m.
186,boston,UA-257-JFK-SFO,2:30 P.M.,2:26 P.M.,6:15 p.m.,5:42 p.m.
325,weather,AA-789-ORD-DEN,1:05 P.M.,1:19 P.M.,2:35 p.m.,3:13 p.m.
1914,quicktrip,CO-16-LAX-EWR,10:25 A.M.,10:20 A.M.,6:44 p.m.,6:34 p.m.
929,flightarrival,AA-271-MIA-LAX,11:35 A.M.,11:52 A.M.,2:25 p.m.,2:27 p.m.
666,panynj,UA-2945-PHL-CLT,12:00 A.M.,3:11 A.M.,1:45 p.m.,1:15 p.m.
1943,quicktrip,AA-3786-IAH-ORD,4:00 P.M.,4:12 P.M.,6:40 p.m.,6:15 p.m.
1380,orbitz,AA-400-DFW-JFK,10:40 A.M.,11:01 A.M.,2:59 p.m.,3:04 p.m.
644,panynj,CO-52-IAH-LAX,7:35 A.M.,7:29 A.M.,9:21 a.m.,9:14 a.m.
989,flightwise,AA-85-JFK-SFO,3:05 P.M.,3:36 P.M.,6:30 p.m.,6:43 p.m.
2262,flightaware,UA-2726-FLL-PHL,4:00 P.M.,4:00 P.M.,6:46 p.m.,6:28 p.m.
1572,flytecomm,AA-2957-DFW-CVG,7:55 A.M.,8:04 A.M.,11:05 a.m.,11:01 a.m.
249,boston,AA-59-JFK-SFO,7:10 A.M.,7:39 A.M.,10:45 a.m.,11:12 a.m.
1496,flytecomm,AA-1544-SAN-ORD,11:25 A.M.,11:40 A.M.,5:25 p.m.,4:56 p.m.
633,panynj,UA-397-JFK-SFO,8:00 A.M.,8:29 A.M.,11:55 a.m.,11:58 a.m.
1862,quicktrip,UA-397-JFK-SFO,8:00 A.M.,8:29 A.M.,11:55 a.m.,11:58 a.m.
1643,ord,AA-1221-MCO-ORD,8:00 P.M.,8:23 P.M.,9:45 p.m.,9:53 p.m.
623,flightstats,AA-222-LAX-BOS,7:10 A.M.,7:31 A.M.,3:30 p.m.,3:14 p.m.
1482,sfo,UA-397-JFK-SFO,8:00 A.M.,8:29 A.M.,11:55 a.m.,11:58 a.m.
1883,quicktrip,AA-466-IAH-MIA,6:00 A.M.,6:08 A.M.,9:20 a.m.,9:05 a.m.
2287,flightaware,AA-1640-MIA-MCO,6:30 P.M.,6:30 P.M.,7:25 p.m.,7:25 p.m.
2032,allegiantair,AA-4277-CVG-JFK,12:10 P.M.,12:10 P.M.,2:15 p.m.,1:43 p.m.
1430,CO,CO-89-IAH-EWR,6:00 A.M.,6:02 A.M.,10:20 a.m.,10:27 a.m.
1729,ua,UA-3925-IAD-ORF,8:41 A.M.,8:42 A.M.,9:54 a.m.,9:43 a.m.
1871,quicktrip,CO-1614-LAX-IAH,12:30 A.M.,12:41 A.M.,5:35 a.m.,5:26 a.m.
2289,flightaware,AA-3-JFK-LAX,12:00 P.M.,12:11 P.M.,3:15 p.m.,3:16 p.m.
655,panynj,CO-1023-IAH-DEN,11:40 A.M.,11:56 A.M.,1:17 p.m.,1:14 p.m.
2237,gofox,AA-4277-CVG-JFK,12:10 P.M.,12:10 P.M.,2:15 p.m.,1:43 p.m.
