tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
597,flightstats,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,4:17 P.M.,4:17 P.M.
168,boston,UA-3515-IAD-MSP,8:15 a.m.,8:12 a.m.,10:06 A.M.,9:56 A.M.
370,airtravelcenter,UA-854-SFO-IAH,7:53 a.m.,7:49 a.m.,1:39 P.M.,1:30 P.M.
2029,allegiantair,AA-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,4:05 P.M.,3:43 P.M.
1909,quicktrip,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 P.M.,7:55 P.M.
2056,businesstravellogue,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 P.M.,10:30 P.M.
938,flightarrival,CO-16-LAX-EWR,10:25 a.m.,10:20 a.m.,6:44 P.M.,6:34 P.M.
363,airtravelcenter,CO-1023-IAH-DEN,11:40 a.m.,11:56 a.m.,1:17 P.M.,1:14 P.M.
1040,travelocity,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 A.M.,10:04 A.M.
2064,businesstravellogue,UA-2726-FLL-PHL,4:00 p.m.,4:00 p.m.,6:46 P.M.,6:28 P.M.
1547,flytecomm,UA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,4:31 P.M.,4:23 P.M.
26,aa,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 A.M.,7:51 A.M.
1582,flytecomm,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,12:55 P.M.,12:50 P.M.
2271,flightaware,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 A.M.,11:01 A.M.
1335,orbitz,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,7:23 A.M.,7:17 A.M.
863,flights,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,6:23 P.M.,6:38 P.M.
1184,usatoday,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 P.M.,11:56 A.M.
659,panynj,CO-1088-CLE-IAH,8:40 a.m.,8:40 a.m.,10:54 A.M.,10:56 A.M.
443,flightview,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 P.M.,10:30 P.M.
145,helloflight,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,12:55 P.M.,12:50 P.M.
2229,gofox,UA-2704-DTW-PHX,11:15 a.m.,11:15 a.m.,1:40 P.M.,2:00 P.M.
1740,ua,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,6:23 P.M.,6:38 P.M.
1010,travelocity,CO-89-IAH-EWR,6:00 a.m.,6:02 a.m.,10:20 A.M.,10:27 A.M.
1362,orbitz,CO-47-IAH-LAX,7:10 p.m.,8:25 p.m.,8:56 P.M.,9:52 P.M.
225,boston,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 P.M.,9:20 P.M.
1232,myrateplan,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 P.M.,4:56 P.M.
1667,wunderground,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 A.M.,6:55 A.M.
15,aa,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 P.M.,3:30 P.M.
1700,wunderground,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 P.M.,7:55 P.M.
2018,allegiantair,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,3:50 P.M.,3:50 P.M.
728,panynj,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,10:45 A.M.,11:12 A.M.
1248,myrateplan,AA-446-DFW-PHL,11:50 a.m.,12:12 p.m.,3:50 P.M.,4:09 P.M.
822,flights,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 A.M.,6:55 A.M.
1845,flylouisville,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,6:30 P.M.,6:43 P.M.
327,weather,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 A.M.,10:16 A.M.
2106,businesstravellogue,UA-2515-DFW-CLT,7:05 a.m.,7:05 a.m.,10:31 A.M.,10:47 A.M.
1436,CO,CO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 P.M.,7:10 P.M.
34,aa,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 P.M.,11:50 P.M.
897,flights,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 A.M.,10:16 A.M.
1166,foxbusiness,AA-404-MIA-MCO,6:45 a.m.,6:57 a.m.,7:45 A.M.,7:40 A.M.
1805,flylouisville,UA-843-LAX-ORD,1:55 p.m.,2:10 p.m.,7:53 P.M.,7:58 P.M.
1487,sfo,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,7:23 A.M.,7:17 A.M.
330,weather,CO-50-CLE-EWR,2:55 p.m.,3:31 p.m.,4:49 P.M.,5:26 P.M.
1608,mytripandmore,UA-2945-PHL-CLT,12:00 a.m.,3:11 a.m.,1:45 P.M.,1:15 P.M.
