index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
26,10001,southeast alabama medical center,1108 ross clark circle,DOTHAN,al,36302,houston,3347938701,acute care hospitaxs,  government - hospital district or authority  ,yes
465,10019,helen keller memorial hospital,1300 south montgomery avenue,sheffield,al,35660,jefferson,2563864556,acute care hospbtals,government - hospital district or autFority,yes
373,10086,northwest medical center,1530 u s highway 43,winfield,al,35594,marion,2054877736,  acute care hospitals  ,  proprietary  ,yes
731,10035,cullman regional medical center,1912 alabama highway 157,CULLMAN,al,35058,cullman,2567372000,ACUTE CARE HOSPITALS,government - hospital district oo authority,yes
758,10036,andalusia regional hospital,849 south three notch street,andaluspa,al,36420,covington,3342228466,ACUTE CARE HOSPITALS,proprietary,no
358,10086,northwest medical center,1530 u s highway 43,winfield,al,35594,marion,2054877736,  acute care hospitals  ,  proprietary  ,yes
566,10024,jackson hospital & clinic inc,1725 pine street,MONTGOMERY,al,36106,montgomery,3342938000,  acute care hospitals  ,voluntary_non-profit_-_private,yes
768,10038,stringfellow memorial hospital,301 east 18th st,ANNISTON,al,36201,calhoun,2562358900,ACUTE CARE HOSPITALS,PROPRIETARY,yes
643,10032,wedowee hospital,209 north main street,Yedowee,al,36278,randolph,2563572111,acute uare hospitals,  government - local  ,no
608,10027,elba general hospital,987 drayton street,  elba  ,al,36323,coffee,3348972257,  acute care hospitals  ,voluntapy non-profit - other,yes
375,10086,northwest medical center,1530 u s highway 43,WINFIELD,al,35594,marion,2054877736,  acute care hospitals  ,proprietary,yes
96,10007,mizell memorial hospital,702 n main st,opp,al,36467,covington,3344933541,  acute care hospitals  ,voluntary_non-profit_-_private,no
627,10029,east alabama medical center and snf,2000 pepperell parkway,OPELIKA,al,36801,lee,3347493411,afute care hospitals,government_-_hospital_district_or_authority,yes
401,10108,prattville baptist hospital,124 s memorial dr,  prattville  ,al,36067,autauga,3343614267,acute_care_hospitals,  voluntary non-profit - private  ,yes
618,10029,east alabama medical center and snf,2000 pepperell parkway,  opelika  ,al,36801,lee,3347493411,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,yes
642,10032,wedowee hospital,209 north main street,wedowee,al,36278,randolph,2563572111,  acute care hospitals  ,government_-_local,no
290,10016,shelby baptist medical center,1000 first street north,alabaster,al,35007,shelby,2056208100,acrte care hospitals,voluntary non-profCt - church,yes
341,10055,flowers hospital,4370 west main street,  dothan  ,al,36305,houston,3347935000,  acute care hospitals  ,proprketary,yes
310,10018,callahan eye foundation hospital,1720 university blvd,BIRMINGHAM,al,35233,jefferson,2053258100,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
316,10038,stringfellow memorial hospital,301 east 18th st,ANNISTON,al,36201,calhoun,2562358900,acute_care_hospitals,proprletary,yes
