tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
416,--airtravelcenter--,UA-62-IAH-EWR,--2:30-P.M.--,2:48_p.m.,7:03 p.m.,7:10 p.m.
2184,__GOFOX__,CO-89-IAH-EWR,__6:00_a.m.__,__6:02_a.m.__,10:20 a.m.,10:27 a.m.
1221,__usatoday__,AA-3786-IAH-ORD,__4:00_p.m.__,4:12_p.m.,6:40 p.m.,6:15 p.m.
249,--boston--,AA-59-JFK-SFO,7:10_A.M.,--7:39-a.m.--,10:45 a.m.,11:12 a.m.
2008,ALLEGIANTAIR,UA-664-ORD-PHL,__1:33_p.m.__,1:31_p.m.,4:31 p.m.,4:23 p.m.
2000,__allegiantair__,AA-643-MIA-ORD,7:10-a.m.,7:30-a.m.,9:35 a.m.,9:31 a.m.
1030,TRAVELOCITY,AA-643-MIA-ORD,7:10-A.M.,--7:30-a.m.--,9:35 a.m.,9:31 a.m.
994,TRAVELOCITY,AA-1733-ORD-PHX,7:45_P.M.,7:58_p.m.,10:30 p.m.,10:30 p.m.
25,__aa__,AA-3-JFK-LAX,__12:00_P.M.__,12:11-P.M.,3:15 p.m.,3:16 p.m.
84,Hello Light,UA-382-IAD-LAX,12:30_p.m.,__12:35_p.m.__,3:19 p.m.,3:21 p.m.
408,airtravelcenter,CO-1250-MIA-IAH,2:53_p.m.,--3:01-p.m.--,4:48 p.m.,4:59 p.m.
1288,myrateplan,AA-3823-LAX-DEN,9:00_P.M.,__9:00_P.M.__,12:15 a.m.,12:15 a.m.
1749,__ua__,UA-858-PVG-SFO,1:45-p.m.,1:32-p.m.,8:27 a.m.,8:02 a.m.
1913,quicktrip,AA-1221-MCO-ORD,--8:00-p.m.--,8:23-p.m.,9:45 p.m.,9:53 p.m.
751,--flightexplorer--,AA-1279-DFW-PHX,__1:00_P.M.__,--2:04-P.M.--,2:35 p.m.,3:30 p.m.
1844,--flylouisville--,AA-415-BOS-ORD,8:35_a.m.,__8:56_A.M.__,10:40 a.m.,10:16 a.m.
253,weather,UA-397-JFK-SFO,--8:00-A.M.--,8:29-a.m.,11:55 a.m.,11:58 a.m.
997,TRAVELOCITY,UA-2830-MCO-CLT,__3:27_P.M.__,3:27_p.m.,5:05 p.m.,5:17 p.m.
900,__FLIGHTS__,AA-1544-SAN-ORD,__11:25_a.m.__,--11:40-a.m.--,5:25 p.m.,4:56 p.m.
1753,--UA--,UA-1500-IAH-GUA,__8:55_a.m.__,__9:16_a.m.__,11:45 a.m.,11:56 a.m.
1296,myrateplan,UA-828-SFO-ORD,11:08-P.M.,--11:08-p.m.--,5:11 a.m.,5:11 a.m.
1523,__flytecomm__,UA-257-JFK-SFO,--2:30-P.M.--,__2:26_p.m.__,6:15 p.m.,5:42 p.m.
380,__airtravelcenter__,AA-1434-DFW-MCO,7:15_a.m.,--7:21-A.M.--,10:35 a.m.,10:36 a.m.
792,flightexplorer,AA-59-JFK-SFO,__7:10_a.m.__,--7:39-a.m.--,10:45 a.m.,11:12 a.m.
735,--FLIGHTEXPLORER--,AA-1640-MIA-MCO,--6:30-P.M.--,6:30-p.m.,7:25 p.m.,7:25 p.m.
130,H.Of.Light,UA-1500-IAH-GUA,8:55-a.m.,__9:16_a.m.__,11:45 a.m.,11:56 a.m.
