tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1482,sfo,UA-397-JFK-SFO,8:00_a.m.,--8:29-a.m.--,11:55 a.m.,11:58 a.m.
1337,orbitz,UA-2726-FLL-PHL,__4:00_P.M.__,--4:00-p.m.--,6:46 p.m.,6:28 p.m.
1003,travelocity,AA-3468-CVG-MIA,7:00_a.m.,__7:25_A.M.__,9:55 a.m.,9:45 a.m.
803,dfw,AA-484-DFW-MIA,4:15-P.M.,__4:29_p.m.__,7:55 p.m.,7:39 p.m.
1204,usatoday,UA-6273-YYC-SFO,7:35-a.m.,7:27-A.M.,9:43 a.m.,8:45 a.m.
27,aa,AA-643-MIA-ORD,7:10-A.M.,__7:30_A.M.__,9:35 a.m.,9:31 a.m.
978,flightwise,AA-789-ORD-DEN,__1:05_p.m.__,1:19_p.m.,2:35 p.m.,3:13 p.m.
946,flightarrival,UA-257-JFK-SFO,__2:30_p.m.__,__2:26_p.m.__,6:15 p.m.,5:42 p.m.
1339,orbitz,CO-1090-BOS-IAH,--9:45-a.m.--,10:19_a.m.,1:16 p.m.,1:19 p.m.
359,airtravelcenter,CO-62-IAH-EWR,__2:30_P.M.__,2:48-p.m.,7:03 p.m.,7:10 p.m.
1885,quicktrip,CO-89-IAH-EWR,6:00-a.m.,__6:02_A.M.__,10:20 a.m.,10:27 a.m.
1468,ifly,UA-2314-ATL-PHL,2:55_p.m.,2:55-p.m.,5:00 p.m.,4:47 p.m.
1959,allegiantair,CO-58-DEN-IAH,11:25_a.m.,11:32_a.m.,2:50 p.m.,3:31 p.m.
3,aa,AA-1640-MIA-MCO,6:30_p.m.,6:30_p.m.,7:25 p.m.,7:25 p.m.
205,boston,CO-16-LAX-EWR,10:25-a.m.,--10:20-a.m.--,6:44 p.m.,6:34 p.m.
35,aa,AA-1165-JFK-MIA,__6:59_a.m.__,7:22_a.m.,10:34 a.m.,10:04 a.m.
758,flightexplorer,AA-4330-CVG-ORD,3:35-P.M.,3:36-P.M.,4:00 p.m.,3:33 p.m.
675,panynj,CO-1694-LAX-IAH,__7:15_p.m.__,7:15-p.m.,12:21 a.m.,12:21 a.m.
1133,foxbusiness,AA-3823-LAX-DEN,9:00-p.m.,9:00-p.m.,12:15 a.m.,12:15 a.m.
1937,quicktrip,AA-2268-PHX-ORD,7:15-a.m.,7:22-a.m.,11:35 a.m.,11:06 a.m.
111,helloflight,AA-3756-ORD-SLC,__12:15_p.m.__,--12:41-p.m.--,2:45 p.m.,2:50 p.m.
271,weather,AA-466-IAH-MIA,6:00_a.m.,__6:08_a.m.__,9:20 a.m.,9:05 a.m.
1945,quicktrip,CO-50-CLE-EWR,2:55_p.m.,__3:31_p.m.__,4:49 p.m.,5:26 p.m.
1647,ord,AA-3979-CVG-ORD,__7:30_a.m.__,--8:04-A.M.--,8:00 a.m.,8:06 a.m.
180,boston,CO-1088-CLE-IAH,--8:40-a.m.--,8:40_a.m.,10:54 a.m.,10:56 a.m.
1660,ord,AA-4330-CVG-ORD,__3:35_p.m.__,--3:36-P.M.--,4:00 p.m.,3:33 p.m.
1193,usatoday,CO-1694-LAX-IAH,__7:15_P.M.__,7:15_p.m.,12:21 a.m.,12:21 a.m.
1125,foxbusiness,CO-16-LAX-EWR,__10:25_a.m.__,__10:20_a.m.__,6:44 p.m.,6:34 p.m.
1075,foxbusiness,UA-3925-IAD-ORF,--8:41-a.m.--,8:42-a.m.,9:54 a.m.,9:43 a.m.
2285,flightaware,AA-4330-CVG-ORD,3:35_p.m.,3:36_P.M.,4:00 p.m.,3:33 p.m.
979,flightwise,AA-2312-DFW-DTW,__8:25_p.m.__,8:25_p.m.,11:50 p.m.,11:50 p.m.
523,flightview,AA-415-BOS-ORD,__8:35_a.m.__,8:56-a.m.,10:40 a.m.,10:16 a.m.
763,flightexplorer,AA-3842-MSP-ORD,__6:00_a.m.__,6:56_a.m.,7:30 a.m.,7:51 a.m.
2201,gofox,CO-1694-LAX-IAH,7:15_p.m.,7:15_p.m.,12:21 a.m.,12:21 a.m.
796,mia,AA-466-IAH-MIA,--6:00-A.M.--,__6:08_a.m.__,9:20 a.m.,9:05 a.m.
415,airtravelcenter,UA-2708-EWR-CLT,--2:55-p.m.--,--2:55-P.M.--,4:53 p.m.,4:44 p.m.
342,airtravelcenter,UA-3925-IAD-ORF,8:41_a.m.,__8:42_A.M.__,9:54 a.m.,9:43 a.m.
2305,flightaware,AA-649-ORD-SNA,--1:30-p.m.--,1:30_p.m.,3:50 p.m.,3:50 p.m.
319,weather,AA-1917-JFK-MCO,__2:55_p.m.__,__3:27_p.m.__,5:55 p.m.,5:43 p.m.
1309,myrateplan,UA-37-EDI-EWR,__9:05_A.M.__,8:52_a.m.,11:53 a.m.,12:09 p.m.
2043,allegiantair,CO-50-CLE-EWR,2:55-p.m.,3:31_P.M.,4:49 p.m.,5:26 p.m.
201,boston,AA-1007-MIA-PHX,--4:55-p.m.--,5:08-p.m.,8:05 p.m.,7:55 p.m.
1344,orbitz,AA-1886-BOS-MIA,--10:45-A.M.--,--10:55-a.m.--,2:20 p.m.,1:40 p.m.
1364,orbitz,UA-248-PHX-ORD,12:57_p.m.,1:32-p.m.,5:15 p.m.,5:34 p.m.
2313,flightaware,AA-789-ORD-DEN,1:05-p.m.,1:19_P.M.,2:35 p.m.,3:13 p.m.
1634,mytripandmore,AA-1544-SAN-ORD,__11:25_a.m.__,11:40_a.m.,5:25 p.m.,4:56 p.m.
1890,quicktrip,AA-1279-DFW-PHX,__1:00_p.m.__,2:04_p.m.,2:35 p.m.,3:30 p.m.
1276,myrateplan,AA-2525-DFW-MIA,--7:25-a.m.--,__7:39_a.m.__,11:10 a.m.,11:06 a.m.
641,panynj,UA-414-LAX-SFO,6:00_a.m.,5:56_a.m.,7:23 a.m.,7:17 a.m.
1326,orbitz,AA-518-MIA-JFK,6:40-a.m.,6:54_a.m.,9:25 a.m.,9:28 a.m.
