tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1774,flylouisville,CO-1090-BOS-IAH,9:45_a.m.,10:19 a.m.,--1:16-p.m.--,1:19 p.m.
286,weather,AA-1434-DFW-MCO,__7:15_a.m.__,7:21 a.m.,__10:35_A.M.__,10:36 a.m.
1180,usatoday,CO-63-EWR-IAH,--5:25-p.m.--,5:22 p.m.,8:22_p.m.,8:03 p.m.
1593,mytripandmore,UA-5487-SFO-MRY,--10:39-a.m.--,10:33 a.m.,--11:19-A.M.--,11:21 a.m.
307,weather,AA-431-MIA-SFO,8:35_A.M.,8:51 a.m.,__11:50_a.m.__,11:44 a.m.
1786,flylouisville,UA-3050-PHX-CLT,--11:05-a.m.--,11:30 a.m.,4:57_p.m.,5:05 p.m.
2331,world-flight-tracker,AA-3468-CVG-MIA,7:00_a.m.,7:25 a.m.,9:55_a.m.,9:45 a.m.
1305,myrateplan,AA-1917-JFK-MCO,2:55-p.m.,3:27 p.m.,5:55-p.m.,5:43 p.m.
1216,usatoday,AA-789-ORD-DEN,1:05_p.m.,1:19 p.m.,__2:35_p.m.__,3:13 p.m.
1126,foxbusiness,UA-2515-DFW-CLT,7:05_a.m.,7:05 a.m.,--10:31-a.m.--,10:47 a.m.
1608,mytripandmore,UA-2945-PHL-CLT,12:00-a.m.,3:11 a.m.,1:45-p.m.,1:15 p.m.
18,aa,AA-2525-DFW-MIA,7:25-a.m.,7:39 a.m.,11:10-a.m.,11:06 a.m.
562,flightstats,AA-466-IAH-MIA,6:00_a.m.,6:08 a.m.,__9:20_a.m.__,9:05 a.m.
1520,flytecomm,UA-854-SFO-IAH,7:53-a.m.,7:49 a.m.,1:39-p.m.,1:30 p.m.
108,helloflight,UA-2515-DFW-CLT,7:05-a.m.,7:05 a.m.,--10:31-a.m.--,10:47 a.m.
1537,flytecomm,AA-3842-MSP-ORD,--6:00-a.m.--,6:56 a.m.,7:30_a.m.,7:51 a.m.
1160,foxbusiness,AA-3786-IAH-ORD,4:00-p.m.,4:12 p.m.,__6:40_P.M.__,6:15 p.m.
1515,flytecomm,UA-3050-PHX-CLT,11:05-a.m.,11:30 a.m.,--4:57-p.m.--,5:05 p.m.
2261,flightaware,AA-204-LAX-MCO,11:25-p.m.,11:25 p.m.,6:55-a.m.,6:55 a.m.
481,flightview,AA-1640-MIA-MCO,6:30-p.m.,6:30 p.m.,7:25-p.m.,7:25 p.m.
859,flights,CO-1193-EWR-MCO,9:15-a.m.,9:14 a.m.,__12:18_p.m.__,12:09 p.m.
2338,world-flight-tracker,AA-1664-MIA-ATL,10:15_a.m.,10:18 a.m.,__12:10_p.m.__,11:56 a.m.
1749,ua,UA-858-PVG-SFO,1:45_p.m.,1:32 p.m.,__8:27_a.m.__,8:02 a.m.
1504,flytecomm,AA-616-DFW-DTW,--9:05-a.m.--,10:10 a.m.,__12:35_p.m.__,1:27 p.m.
2065,businesstravellogue,CO-52-IAH-LAX,7:35_a.m.,7:29 a.m.,__9:21_a.m.__,9:14 a.m.
1382,orbitz,AA-3756-ORD-SLC,12:15_p.m.,12:41 p.m.,--2:45-p.m.--,2:50 p.m.
367,airtravelcenter,CO-1088-CLE-IAH,8:40-a.m.,8:40 a.m.,10:54-a.m.,10:56 a.m.
1329,orbitz,AA-1733-ORD-PHX,__7:45_p.m.__,7:58 p.m.,10:30-p.m.,10:30 p.m.
1792,flylouisville,UA-382-IAD-LAX,12:30_p.m.,12:35 p.m.,3:19-p.m.,3:21 p.m.
1518,flytecomm,AA-1664-MIA-ATL,10:15_a.m.,10:18 a.m.,__12:10_p.m.__,11:56 a.m.
1293,myrateplan,AA-649-ORD-SNA,1:30-p.m.,1:30 p.m.,3:50_p.m.,3:50 p.m.
2312,flightaware,AA-4277-CVG-JFK,12:10_p.m.,12:10 p.m.,__2:15_P.M.__,1:43 p.m.
2275,flightaware,AA-404-MIA-MCO,6:45-a.m.,6:57 a.m.,--7:45-a.m.--,7:40 a.m.
1715,wunderground,AA-3804-PHL-ORD,2:35-P.M.,2:44 p.m.,--4:05-P.M.--,3:43 p.m.
1681,wunderground,AA-404-MIA-MCO,--6:45-a.m.--,6:57 a.m.,__7:45_a.m.__,7:40 a.m.
2098,businesstravellogue,CO-1193-EWR-MCO,9:15_A.M.,9:14 a.m.,__12:18_p.m.__,12:09 p.m.
1269,myrateplan,AA-3-JFK-LAX,12:00-p.m.,12:11 p.m.,3:15_p.m.,3:16 p.m.
397,airtravelcenter,UA-664-ORD-PHL,__1:33_p.m.__,1:31 p.m.,__4:31_p.m.__,4:23 p.m.
511,flightview,UA-2704-DTW-PHX,11:15-a.m.,11:15 a.m.,1:40-p.m.,2:00 p.m.
955,flightarrival,AA-2268-PHX-ORD,__7:15_A.M.__,7:22 a.m.,11:35-a.m.,11:06 a.m.
1868,quicktrip,CO-58-DEN-IAH,--11:25-a.m.--,11:32 a.m.,__2:50_p.m.__,3:31 p.m.
772,flightexplorer,AA-1522-SFO-ORD,--11:55-p.m.--,11:55 p.m.,__5:50_a.m.__,5:50 a.m.
984,flightwise,AA-1434-DFW-MCO,7:15-a.m.,7:21 a.m.,__10:35_a.m.__,10:36 a.m.
1164,foxbusiness,UA-3099-PHX-PHL,11:55_a.m.,11:55 a.m.,6:17_p.m.,5:38 p.m.
558,flightstats,CO-62-IAH-EWR,--2:30-p.m.--,2:48 p.m.,7:03_p.m.,7:10 p.m.
