tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
416,AIRTRAVELCENTER,UA-62-IAH-EWR,1900-03-31T14:30:00Z,1900-03-31T14:48:00Z,1900-03-31T19:03:00Z,1900-03-31T19:10:00Z
2184,GOFOX,CO-89-IAH-EWR,1900-03-31T06:00:00Z,1900-03-31T06:02:00Z,1900-03-31T10:20:00Z,1900-03-31T10:27:00Z
1221,USATODAY,AA-3786-IAH-ORD,1900-03-31T16:00:00Z,1900-03-31T16:12:00Z,1900-03-31T18:40:00Z,1900-03-31T18:15:00Z
249,BOSTON,AA-59-JFK-SFO,,1900-03-31T07:39:00Z,1900-03-31T10:45:00Z,1900-03-31T11:12:00Z
2008,ALLEGIANTAIR,UA-664-ORD-PHL,1900-03-31T13:33:00Z,,1900-03-31T16:31:00Z,1900-03-31T16:23:00Z
2000,ALLEGIANTAIR,AA-643-MIA-ORD,1900-03-31T07:10:00Z,1900-03-31T07:30:00Z,1900-03-31T09:35:00Z,1900-03-31T09:31:00Z
1030,TRAVELOCITY,AA-643-MIA-ORD,1900-03-31T07:10:00Z,1900-03-31T07:30:00Z,1900-03-31T09:35:00Z,1900-03-31T09:31:00Z
994,TRAVELOCITY,AA-1733-ORD-PHX,1900-03-31T19:45:00Z,1900-03-31T19:58:00Z,1900-03-31T22:30:00Z,1900-03-31T22:30:00Z
25,AA,AA-3-JFK-LAX,1900-03-31T12:00:00Z,1900-03-31T12:11:00Z,1900-03-31T15:15:00Z,1900-03-31T15:16:00Z
84,HELLOFLIGHT,UA-382-IAD-LAX,1900-03-31T12:30:00Z,,1900-03-31T15:19:00Z,1900-03-31T15:21:00Z
408,AIRTRAVELCENTER,CO-1250-MIA-IAH,1900-03-31T14:53:00Z,1900-03-31T15:01:00Z,1900-03-31T16:48:00Z,1900-03-31T16:59:00Z
1288,MYRATEPLAN,AA-3823-LAX-DEN,,,1900-03-31T00:15:00Z,1900-03-31T00:15:00Z
1749,UA,UA-858-PVG-SFO,1900-03-31T13:45:00Z,,1900-03-31T08:27:00Z,1900-03-31T08:02:00Z
1913,QUICKTRIP,AA-1221-MCO-ORD,1900-03-31T20:00:00Z,1900-03-31T20:23:00Z,1900-03-31T21:45:00Z,1900-03-31T21:53:00Z
751,FLIGHTEXPLORER,AA-1279-DFW-PHX,,1900-03-31T14:04:00Z,1900-03-31T14:35:00Z,1900-03-31T15:30:00Z
1844,FLYLOUISVILLE,AA-415-BOS-ORD,1900-03-31T08:35:00Z,1900-03-31T08:56:00Z,1900-03-31T10:40:00Z,1900-03-31T10:16:00Z
253,WEATHER,UA-397-JFK-SFO,1900-03-31T08:00:00Z,1900-03-31T08:29:00Z,1900-03-31T11:55:00Z,1900-03-31T11:58:00Z
997,TRAVELOCITY,UA-2830-MCO-CLT,1900-03-31T15:27:00Z,1900-03-31T15:27:00Z,1900-03-31T17:05:00Z,1900-03-31T17:17:00Z
900,FLIGHTS,AA-1544-SAN-ORD,1900-03-31T11:25:00Z,1900-03-31T11:40:00Z,1900-03-31T17:25:00Z,1900-03-31T16:56:00Z
1753,UA,UA-1500-IAH-GUA,1900-03-31T08:55:00Z,1900-03-31T09:16:00Z,1900-03-31T11:45:00Z,1900-03-31T11:56:00Z
1296,MYRATEPLAN,UA-828-SFO-ORD,1900-03-31T23:08:00Z,1900-03-31T23:08:00Z,1900-03-31T05:11:00Z,1900-03-31T05:11:00Z
1523,FLYTECOMM,UA-257-JFK-SFO,1900-03-31T14:30:00Z,1900-03-31T14:26:00Z,1900-03-31T18:15:00Z,1900-03-31T17:42:00Z
