index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
493,10022,cherokee medical center,400 northwood dr,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes
384,10087,univ of south alabama medical center,2451 fillingim street,mobile,al,36617,mobile,2514717110,acute care hospitals,government - state,yes
857,10044,marion regional medical center,1256 military street south,hamilton,al,35570,marion,2059216200,acute care hospitals,voluntary non-profit - private,yes
835,10043,chilton medical center,1010 lay dam road,clanton,al,35045,chilton,2057552500,acute care hospitals,voluntary non-profit - private,yes
604,10027,elba general hospital,987 drayton street,elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes
713,10034,community hospital inc,805 friendship road,tallassee,al,36078,elmore,3342836541,acute care hospitals,voluntary non-profit - private,no
127,10008,crenshaw community hospital,101 hospital circle,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes
291,10016,shelby baptist medical center,1000 first street north,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes
550,10024,jackson hospital & clinic inc,1725 pine street,montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes
170,10010,marshall medical center north,8000 alabama highway 69,guntersville,al,35976,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes
690,10033,university of alabama hospital,619 south 19th street,birmingham,al,35233,jefferson,2059344011,acute care hospitals,government - state,yes
407,10108,prattville baptist hospital,124 s memorial dr,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes
517,10023,baptist medical center south,2105 east south boulevard,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes
530,10023,baptist medical center south,2105 east south boulevard,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes
509,10022,cherokee medical center,400 northwood dr,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes
716,10034,community hospital inc,805 friendship road,tallassee,al,36078,elmore,3342836541,acute care hospitals,voluntary non-profit - private,no
439,20017,alaska regional hospital,2801 debarr road,anchorage,ak,99508,anchorage,9072761131,acute care hospitals,proprietary,yes
626,10029,east alabama medical center and snf,2000 pepperell parkway,opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes
926,10046,riverview regional medical center,600 south third street,gadsden,al,35901,etowah,2565435200,acute care hospitals,proprietary,yes
111,10007,mizell memorial hospital,702 n main st,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no
