index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
755,10036,andalusia regional hospital,849 south three notch street,andalusia,al,36420,covington,3342228466,acute care hospitals,proprietary,no
769,10038,stringfellow memorial hospital,301 east 18th st,anniston,al,36201,calhoun,2562358900,acute care hospitals,proprietary,yes
24,10001,southeast alabama medical center,1108 ross clark circle,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes
48,10005,marshall medical center south,2505 u s highway 431 north,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes
454,10019,helen keller memorial hospital,1300 south montgomery avenue,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes
460,10019,helen keller memorial hospital,1300 south montgomery avenue,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes
714,10034,community hospital inc,805 friendship road,tallassee,al,36078,elmore,3342836541,acute care hospitals,voluntary non-profit - private,no
733,10035,cullman regional medical center,1912 alabama highway 157,cullman,al,35058,cullman,2567372000,acute care hospitals,government - hospital district or authority,yes
433,20017,alaska regional hospital,2801 debarr road,anchorage,ak,99508,anchorage,9072761131,acute care hospitals,proprietary,yes
775,10039,huntsville hospital,101 sivley rd,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes
257,10015,southwest alabama medical center,33700 highway 43,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes
673,10033,university of alabama hospital,619 south 19th street,birmingham,al,35233,jefferson,2059344011,acute care hospitals,government - state,yes
701,10034,community hospital inc,805 friendship road,tallassee,al,36078,elmore,3342836541,acute care hospitals,voluntary non-profit - private,no
551,10024,jackson hospital & clinic inc,1725 pine street,montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes
458,10019,helen keller memorial hospital,1300 south montgomery avenue,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes
203,10011,st vincents east,50 medical park east drive,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes
644,10032,wedowee hospital,209 north main street,wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no
98,10007,mizell memorial hospital,702 n main st,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no
293,10016,shelby baptist medical center,1000 first street north,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes
114,10007,mizell memorial hospital,702 n main st,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no
