LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
44385.0,KAHULUI,HI,96732,423990.0,Corporation,Unanswered,Male Owned,Non-Veteran,9.0,04/27/2020,Bank of Hawaii,HI-02
28000.0,HONOLULU,HI,96815,531210.0,Limited  Liability Company(LLC),Unanswered,Female,Unanswered,16.0,04/05/2020,Central Pacific Bank,HI-01
15636.0,Kealakekua,HI,96750,112130.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,4.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
115400.0,KEAAU,HI,96749,424930.0,Corporation,Unanswered,Unanswered,Unanswered,30.0,04/07/2020,"American Savings Bank, FSB(First State Bank)",HI-02
124600.0,HONOLULU,HI,96816,721199.0,Limited  Liability Company(LLC),Unknown,,Unanswered,11.0,04/15/2020,FIRST HAWAIIAN BANK,HI-01
8125.0,Kapolei,HI,96707,621320.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,05/21/2020,WebBank,HI-02
19925.0,MILILANI,HI,96789,236115.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,6.0,04/27/2020,Bank of Hawaii,HI-01
15000.0,HILO,HI,96720,811111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,04/04/2020,Central Pacific Bank,HI-02
2163.0,WAIPAHU,HI,96797,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/02/2020,Central Pacific Bank,HI-01
6100.0,Kihei,HI,96753,812990.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-02
32500.0,KURTISTOWN,HI,96760,562991.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,06/24/2020,Bank of Hawaii,HI-02
20833.0,Wailuku,HI,96793,711510.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/14/2020,Central Pacific Bank,HI-02
110094.0,Aiea,HI,96701,722511.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,36.0,05/04/2020,FIRST HAWAIIAN BANK,HI-01
20800.0,HONOLULU,HI,96814,531210.0,Independent Contractors,Unknown,,Unanswered,1.0,05/04/2020,"American Savings Bank, FSB(First State Bank)",HI-01
58989.0,Wailuku,HI,96793,811121.0,Corporation,Asian,Male Owned,Non-Veteran,7.0,06/05/2020,FIRST HAWAIIAN BANK,HI-02
6700.0,HONOLULU,HI,96825,541211.0,Limited  Liability Company(LLC),Unknown,,Unanswered,,04/12/2020,Bank of Hawaii,HI-01
19865.0,HONOLULU,HI,96817,444190.0,Sole Proprietorship,Unknown,,Unanswered,,06/04/2020,Bank of Hawaii,HI-01
51262.5,Honolulu,HI,96819,541519.0,Corporation,Unanswered,Unanswered,Unanswered,4.0,04/27/2020,FIRST HAWAIIAN BANK,HI-01
49612.0,HONOLULU,HI,96819,442210.0,Corporation,Unknown,,Unanswered,8.0,04/27/2020,Bank of Hawaii,HI-01
11660.0,KILAUEA,HI,96754,236115.0,Corporation,Unanswered,Unanswered,Unanswered,3.0,04/27/2020,Bank of Hawaii,HI-02
