LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
4300.0,HONOLULU,HI,96821,541921.0,Sole Proprietorship,Unknown,,Unanswered,0.0,2020-04-30,Central Pacific Bank,HI-01
5000.0,AIEA,HI,96701,722511.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,1.0,04/10/2020,Central Pacific Bank,HI-01
6400.0,KEAAU,HI,96749,236115.0,Corporation,Unanswered,Male Owned,Non-Veteran,1.0,04/08/2020,Central Pacific Bank,HI-02
30000.0,HONOLULU,HI,96817,451140.0,Corporation,Unknown,,Unanswered,3.0,04/10/2020,Central Pacific Bank,HI-01
4122.0,KAPOLEI,HI,96707,523930.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,3.0,05/19/2020,FIRST HAWAIIAN BANK,HI-02
23615.0,HAIKU,HI,96708,236115.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,04/27/2020,Bank of Hawaii,HI-02
11631.0,Honolulu,HI,96814,337122.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,HI-01
7500.0,HONOLULU,HI,96825,446130.0,Independent Contractors,Unknown,,Unanswered,12.0,04/10/2020,Central Pacific Bank,HI-01
32500.0,WAIALUA,HI,96791,314999.0,Corporation,Unanswered,Unanswered,Unanswered,,04/12/2020,Bank of Hawaii,HI-02
20000.0,HONOLULU,HI,96815,237990.0,Self-Employed Individuals,Unknown,,Unanswered,1.0,05/08/2020,"American Savings Bank, FSB(First State Bank)",HI-01
20000.0,Honolulu,HI,96816,812990.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,05/20/2020,Celtic Bank Corporation,HI-01
3300.0,HONOLULU,HI,96813,561720.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,05/14/2020,"American Savings Bank, FSB(First State Bank)",HI-01
15700.0,CAPTAIN COOK,HI,96704,238350.0,Subchapter S Corporation,Unknown,Unanswered,Unanswered,3.0,04/11/2020,"American Savings Bank, FSB(First State Bank)",HI-02
15636.0,Kealakekua,HI,96750,112130.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,4.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
5150.0,Kapolei,HI,96707,812990.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,06/22/2020,Celtic Bank Corporation,HI-02
33000.0,LIHUE,HI,96766,453110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,04/13/2020,Kaua'i Government Employees' FCU;,HI-02
13547.0,HONOLULU,HI,96815,531210.0,Sole Proprietorship,Unknown,,Unanswered,1.0,05/15/2020,Bank of Hawaii,HI-01
27400.0,KILAUEA,HI,96754,453220.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,3.0,04/05/2020,Central Pacific Bank,HI-02
40000.0,HONOLULU,HI,96826,722513.0,Corporation,Asian,Male Owned;,Non-Veteran,9.0,04/11/2020,"American Savings Bank, FSB",HI-01
96100.0,Honolulu,HI,96816,811121.0,Corporation,Asian,Male Owned,Non-Veteran,10.0,04/15/2020,Hawaii National Bank.,HI-01
