LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
4300.0,HONOLULU,HI,96821  ,541921.0,  SOLE PROPRIETORSHIP  ,WHITE,MALE,UNANSWERED,0.0,2020-04-30,CENTRAL PACIFIC BANK,HI-01
5000.0,AIEA,HI,96701.,722511.0,subchapter s corporation,NATIVE HAWAIIAN,MALE,UNANSWERED,1.0,04/10/2020,CENTRAL PACIFIC BANK,HI-01
6400.0,KEAAU,HI,  96749,236115.0,corporation,WHITE,MALE OWNED,NON-VETERAN,1.0,04/08/2020,CENTRAL PACIFIC BANK,HI-02
30000.0,HONOLULU,HI,.96817,451140.0,corporation,ASIAN,MALE,UNANSWERED,3.0,04/10/2020,CENTRAL PACIFIC BANK,HI-01
4122.0,KAPOLEI,HI,  96707,523930.0,  SBUCHAPTER S CORPORATION  ,HISPANIC OR LATINO,MALE,UNANSWERED,3.0,05/19/2020,FIRST HAWAIIAN BANK,HI-02
23615.0,HAIKU,HI,96708  ,236115.0,  limited liability company(llc)  ,HISPANIC OR LATINO,NON-BINARY,UNANSWERED,3.0,04/27/2020,BANK OF HAWAII,HI-02
11631.0,HONOLULU,HI,96814.,337122.0,  limited liability company(llc)  ,OTHER,NON-BINARY,UNANSWERED,0.0,2020-04-30,CENTRAL PACIFIC BANK,HI-01
7500.0,HONOLULU,HI,96825  ,446130.0,  INDEPENDENT_CONTRACTORS  ,ASIAN,FEMALE,UNANSWERED,12.0,04/10/2020,CENTRAL PACIFIC BANK,HI-01
32500.0,WAIALUA,HI,.96791,314999.0,  CORPORATION  ,BLACK OR AFRICAN AMERICAN,FEMALE,UNANSWERED,,04/12/2020,BANK OF HAWAII,HI-02
20000.0,HONOLULU,HI,-96815,237990.0,  SELF-EMPLOYED INDIVIDUALS  ,BLACK OR AFRICAN AMERICAN,FEMALE,UNANSWERED,1.0,05/08/2020,"AMERICAN SAVINGS BANK, FSB(FIRST STATE BANK)",HI-01
20000.0,HONOLULU,HI,  96816,812990.0,  SUBCHAPTER S CORPORATION Inc.  ,WHITE,NON-BINARY,UNANSWERED,,05/20/2020,CELTIC BANK CORPORATION,HI-01
3300.0,HONOLULU,HI,96813  ,561720.0,  limited liability company(llc)  ,OTHER,MALE,UNANSWERED,1.0,05/14/2020,"AMERICAN SAVINGS BANK, FSB(FIRST STATE BANK)",HI-01
15700.0,CAPTAIN COOK,HI,96704  ,238350.0,subchapter s corporation,HISPANIC OR LATINO,FEMALE,UNANSWERED,3.0,04/11/2020,"AMERICAN SAVINGS BANK, FSB(FIRST STATE BANK)",HI-02
15636.0,KEALAKEKUA,HI,96750  ,112130.0,subchapter s corporation,ASIAN,MALE,UNANSWERED,4.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
5150.0,KAPOLEI,HI,.96707,812990.0,INDEPENDENT_CONTRACTORS,ASIAN,NON-BINARY,UNANSWERED,,06/22/2020,CELTIC BANK CORPORATION,HI-02
44000.0,KAPOLEI,HI,96707-,813410.0,  non-profit organization  ,OTHER,FEMALE OWNED,UNANSWERED,8.0,04/09/2020,HAWAIIUSA FCU,HI-02
73600.0,KAPOLEI,HI,96707.,722513.0,  LIMITE DLIABILITY COMPANY(LLC)  ,OTHER,NON-BINARY,UNANSWERED,24.0,05/01/2020,FIRST HAWAIIAN BANK,HI-02
27400.0,KILAUEA,HI,  96754,453220.0,  sole proprietorship  ,OTHER,MALE,UNANSWERED,3.0,04/05/2020,CENTRAL PACIFIC BANK,HI-02
40000.0,HONOLULU,HI,96826.,722513.0,  corporation  ,ASIAN,MALE OWNED;,NON-VETERAN,9.0,04/11/2020,"AMERICAN SAVINGS BANK, FSB",HI-01
96100.0,HONOLULU,HI,96816-,811121.0,corporation,ASIAN,MALE OWNED,NON-VETERAN,10.0,04/15/2020,HAWAII NATIONAL BANK.,HI-01
