LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
55300.0,LIHUE,HI,96766,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/22/2020,Central Pacific Bank,HI-02
6700.0,HONOLULU,HI,96822,531210.0,Sole Proprietorship,Unknown,,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-01
5296.0,Honolulu,HI,96814,812199.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,7.0,05/07/2020,FIRST HAWAIIAN BANK,HI-01
50000.0,KAILUA,HI,96734,541310.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,6.0,04/06/2020,Central Pacific Bank,HI-02
9660.0,KAAAWA,HI,96730,531190.0,Corporation,Unanswered,Unanswered,Unanswered,2.0,05/01/2020,FIRST HAWAIIAN BANK,HI-02
63800.0,LAHAINA,HI,96761,812990.0,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,8.0,04/10/2020,City National Bank,HI-02
20000.0,KIHEI,HI,96753,425110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/09/2020,Central Pacific Bank,HI-02
76585.0,Hilo,HI,96720,621111.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,8.0,04/16/2020,FIRST HAWAIIAN BANK,HI-02
95061.0,KEALAKEKUA,HI,96750,112910.0,Corporation,White,Male Owned,Non-Veteran,,06/02/2020,Bank of Hawaii,HI-02
35695.0,HONOLULU,HI,96814,339910.0,Corporation,Unknown,,Unanswered,3.0,04/28/2020,FIRST HAWAIIAN BANK,HI-01
15000.0,WAIPAHU,HI,96797,445120.0,Corporation,Asian,Male Owned,Non-Veteran,2.0,04/10/2020,Ohana Pacific Bank,HI-01
33500.0,HONOLULU,HI,96817,722515.0,Corporation,Unknown,,Unanswered,4.0,04/29/2020,FIRST HAWAIIAN BANK,HI-01
76000.0,HONOLULU,HI,96814,722511.0,Corporation,Asian,Male Owned;,Non-Veteran,15.0,04/07/2020,Central Pacific Bank,HI-01
1500.0,KANEOHE,HI,96744,453220.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,1.0,04/29/2020,Central Pacific Bank,HI-02
31250.0,LAHAINA,HI,96761,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,7.0,04/27/2020,Bank of Hawaii,HI-02
4167.0,LAHAINA,HI,96761,237990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,05/12/2020,Bank of Hawaii,HI-02
67500.0,HONOLULU,HI,96816,722513.0,Corporation,Unknown,,Unanswered,7.0,04/07/2020,Central Pacific Bank,HI-01
12227.0,PAIA,HI,96779,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,05/10/2020,Bank of Hawaii,HI-02
17600.0,Kalaheo,HI,96741,561599.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/06/2020,MBE Capital Partners,HI-02
1000.0,Haiku-Pauwela,HI,96708,711510.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0.0,05/07/2020,Celtic Bank Corporation,HI-02
