LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
9375.0,HONOLULU,HI,96817,722515.0,Limited  Liability Company(LLC),Unanswered,Male Owned;,Non-Veteran,5.0,04/15/2020,Central Pacific Bank,HI-01
20800.0,Honolulu,HI,96816,621111.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,0.0,05/15/2020,Central Pacific Bank,HI-01
55600.0,HONOLULU,HI,96816,236220.0,Limited  Liability Company(LLC),Unknown,,Unanswered,5.0,04/07/2020,FIRST HAWAIIAN BANK,HI-01
40200.0,HONOLULU,HI,96814,722515.0,Limited  Liability Company(LLC),Unknown,,Unanswered,3.0,04/16/2020,Central Pacific Bank,HI-01
41667.0,KAILUA,HI,96734,541611.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,04/14/2020,Central Pacific Bank,HI-02
8547.0,HONOLULU,HI,96817,812112.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,05/11/2020,Bank of Hawaii,HI-01
2645.79,Honolulu,HI,96814,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/03/2020,Celtic Bank Corporation,HI-01
38400.0,HONOLULU,HI,96819,811198.0,Limited  Liability Company(LLC),Unknown,,Unanswered,3.0,04/09/2020,Central Pacific Bank,HI-01
87500.0,HONOLULU,HI,96813,518210.0,Limited  Liability Company(LLC),Unknown,,Unanswered,7.0,04/05/2020,"ASB, FSB",HI-01
4252.0,Kailua,HI,96734,541219.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,07/20/2020,"Kabbage, Inc.",HI-02
45400.0,HONOLULU,HI,96817,621210.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,04/03/2020,"American Savings Bank, FSB(First State Bank)",HI-01
9000.0,HONOLULU,HI,96816,312112.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-01
12368.0,Honolulu,HI,96813,621320.0,Limited  Liability Company(LLC),Asian,Female Owned;,Non-Veteran,1.0,07/30/2020,Territorial Savings Bank,HI-01
39334.0,Pearl City,HI,96782,238330.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,04/28/2020,Central Pacific Bank,HI-01
14400.0,HILO,HI,96720,611610.0,Corporation,Unanswered,Unanswered,Unanswered,12.0,04/09/2020,"American Savings Bank, FSB(First State Bank)",HI-02
12100.0,AIEA,HI,96701,722511.0,Corporation,Unanswered,Unanswered,Unanswered,4.0,04/12/2020,"American Savings Bank, FSB(First State Bank)",HI-01
17500.0,HILO,HI,96720,621112.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,04/15/2020,"American Savings Bank, FSB(First State Bank)",HI-02
1923.57,Kailua kona,HI,96740,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/23/2020,Celtic Bank Corporation,HI-02
82500.0,KAHULUI,HI,96732,611110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,20.0,04/07/2020,FIRST BANK OF OWASSO,HI-02
8425.0,PRINCEVILLE,HI,96722,621330.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,05/06/2020,Bank of Hawaii,HI-02
