LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
102000.0,HONOLULU,HI,96813,531312.0,Corporation,Unknown,,Unanswered,0.0,04/29/2020,Central Pacific Bank,HI-01
18525.0,Honolulu,HI,96826,711510.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/20/2020,Central Pacific Bank,HI-01
20900.0,HONOLULU,HI,96814,999990.0,Independent Contractors,Unknown,,Unanswered,1.0,04/28/2020,Central Pacific Bank,HI-01
3241.92,WAHIAWA,HI,96786,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,05/07/2020,HawaiiUSA FCU,HI-02
17200.0,HONOLULU,HI,96825,621999.0,Self-Employed Individuals,Unknown,,Unanswered,26.0,04/14/2020,Central Pacific Bank,HI-01
6700.0,KANEOHE,HI,96744,722511.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,3.0,04/10/2020,"American Savings Bank, FSB(First State Bank)",HI-02
2281.0,LAHAINA,HI,96761,624410.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,08/05/2020,"Kabbage, Inc.",HI-02
61345.0,EWA BEACH,HI,96706,722511.0,Corporation,Unknown,Unanswered,Unanswered,,04/12/2020,Bank of Hawaii,HI-01
39200.0,Kailua,HI,96734,541214.0,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,3.0,04/29/2020,Hawaii National Bank.,HI-02
13700.0,Hilo,HI,96720,541110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,HI-02
28800.0,Paauilo,HI,96776,112111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/01/2020,Central Pacific Bank,HI-02
10000.0,WAIPAHU,HI,96797,323111.0,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,3.0,04/10/2020,Central Pacific Bank,HI-01
41700.0,HONOLULU,HI,96814,221118.0,Corporation,Unanswered,Male Owned;,Non-Veteran,2.0,04/09/2020,Central Pacific Bank,HI-01
9500.0,Pearl City,HI,96782,446120.0,Corporation,Asian,Unanswered,Unanswered,0.0,06/03/2020,Central Pacific Bank,HI-01
21400.0,HONOLULU,HI,96817,236115.0,Corporation,Unknown,,Unanswered,0.0,05/03/2020,"American Savings Bank, FSB(First State Bank)",HI-01
23501.0,HILO,HI,96721,236115.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,10.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
8600.0,Honolulu,HI,96819,722513.0,Corporation,Asian,Male Owned,Non-Veteran,2.0,04/27/2020,Hawaii National Bank.,HI-01
7377.5,Honokaa,HI,96727,453220.0,Corporation,Unanswered,Unanswered,Unanswered,2.0,2020-04-30,Hawaii Community FCU,HI-02
136100.0,HONOLULU,HI,96815,531210.0,Corporation,Unknown,,Unanswered,8.0,04/06/2020,Bank of Hawaii,HI-01
4535.0,HAWI,HI,96719,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,05/10/2020,Hawaii Community FCU,HI-02
