LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
20800.0,KAILUA KONA,HI,96740,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,1.0,05/19/2020,"American Savings Bank, FSB(First State Bank)",HI-02
4535.0,HAWI,HI,96719,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,05/10/2020,Hawaii Community FCU,HI-02
9400.0,LAHAINA,HI,96761,711510.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/08/2020,"American Savings Bank, FSB(First State Bank)",HI-02
8500.0,HONOLULU,HI,96815,485320.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,04/06/2020,Central Pacific Bank,HI-01
50000.0,KAMUELA,HI,96743,531190.0,Corporation,Unanswered,Unanswered,Unanswered,,04/14/2020,Central Pacific Bank,HI-02
8900.0,KIHEI,HI,96753,532490.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,04/13/2020,Central Pacific Bank,HI-02
8800.0,KIHEI,HI,96753,531210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,2020-05-18,"American Savings Bank, FSB(First State Bank)",HI-02
5000.0,AIEA,HI,96701,722511.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,1.0,04/10/2020,Central Pacific Bank,HI-01
3400.0,LIHUE,HI,96766,311811.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/08/2020,Central Pacific Bank,HI-02
20800.0,Honolulu,HI,96816,621111.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,0.0,05/15/2020,Central Pacific Bank,HI-01
24120.0,HONOLULU,HI,96826,722511.0,Corporation,Unknown,,Unanswered,5.0,04/28/2020,FIRST HAWAIIAN BANK,HI-01
7500.0,HONOLULU,HI,96825,446130.0,Independent Contractors,Unknown,,Unanswered,12.0,04/10/2020,Central Pacific Bank,HI-01
117100.0,HONOLULU,HI,96819,488410.0,Limited  Liability Company(LLC),Unknown,,Unanswered,20.0,05/01/2020,"American Savings Bank, FSB(First State Bank)",HI-01
13400.0,KAILUA,HI,96734,531210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/11/2020,Central Pacific Bank,HI-02
5900.0,HONOLULU,HI,96816,711510.0,Corporation,White,Male Owned;,Unanswered,2.0,04/09/2020,Central Pacific Bank,HI-01
7800.0,KAILUA KONA,HI,96740,423920.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,06/17/2020,BancFirst,HI-02
1000.0,Honolulu,HI,96816,445299.0,Independent Contractors,Unanswered,Unanswered,Unanswered,0.0,06/27/2020,Celtic Bank Corporation,HI-01
54800.0,HONOLULU,HI,96813,531311.0,Corporation,Unknown,,Unanswered,8.0,04/27/2020,FIRST HAWAIIAN BANK,HI-01
24800.0,HONOLULU,HI,96822,541820.0,Corporation,Unknown,,Unanswered,5.0,04/07/2020,"American Savings Bank, FSB(First State Bank)",HI-01
27790.0,Honolulu,HI,96837,532490.0,Corporation,Unanswered,Unanswered,Unanswered,2.0,05/01/2020,FIRST HAWAIIAN BANK,HI-01
