LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
109300.0,AIEA,HI,96701,424130.0,Corporation,Unanswered,Unanswered,Unanswered,7.0,04/05/2020,"ASB, FSB",HI-01
8750.0,Honolulu,HI,96818,423940.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,1.0,05/08/2020,Celtic Bank Corporation,HI-01
16032.0,HONOLULU,HI,96818,561720.0,Subchapter S Corporation,Unknown,,Unanswered,,06/10/2020,Bank of Hawaii,HI-01
8506.0,Honolulu,HI,96825,531210.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,07/15/2020,"Kabbage, Inc.",HI-01
4400.0,HONOLULU,HI,96817,561510.0,Corporation,Unknown,,Unanswered,3.0,04/06/2020,"ASB, FSB",HI-01
41515.0,MAKAWAO,HI,96768,541330.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,04/13/2020,Bank of Hawaii,HI-02
6000.0,Honolulu,HI,96821,541921.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/01/2020,Central Pacific Bank,HI-01
30300.0,HONOLULU,HI,96815,812111.0,Self-Employed Individuals,Unknown,,Unanswered,2.0,04/12/2020,Central Pacific Bank,HI-01
49297.0,Makawao,HI,96768,236115.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,06/16/2020,Celtic Bank Corporation,HI-02
8000.0,HONOLULU,HI,96814,813110.0,Professional Association,Unknown,,Unanswered,1.0,04/06/2020,"ASB, FSB",HI-01
4700.0,honolulu,HI,96813,722310.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,1.0,04/16/2020,"Readycap Lending, LLC",HI-01
10400.0,HAIKU,HI,96708,711510.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,6.0,2020-04-30,"American Savings Bank, FSB(First State Bank)",HI-02
16900.0,Honolulu,HI,96821,541613.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,1.0,05/15/2020,Hawaii National Bank.,HI-01
17685.0,Honolulu,HI,96826,453998.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,3.0,05/26/2020,Cross River Bank,HI-01
32446.0,Kailua,HI,96734,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,9.0,05/02/2020,FIRST HAWAIIAN BANK,HI-02
10000.0,Kihei,HI,96753,812990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/08/2020,Central Pacific Bank,HI-02
8238.69,Kailua-Kona,HI,96740,621399.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,06/23/2020,Celtic Bank Corporation,HI-02
20833.0,HONOLULU,HI,96819,531210.0,Sole Proprietorship,Unknown,,Unanswered,1.0,06/26/2020,Central Pacific Bank,HI-01
4700.0,HONOLULU,HI,96826,423420.0,Sole Proprietorship,Unknown,,Unanswered,1.0,04/10/2020,Central Pacific Bank,HI-01
49210.0,HONOLULU,HI,96817,813110.0,Non-Profit Organization,Unknown,,Unanswered,,04/27/2020,Bank of Hawaii,HI-01
