LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
7952.5,KAILUA KONA,HI,96740,487210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,08/01/2020,Hawaii Community FCU,HI-02
133600.0,KAILUA,HI,96734,236115.0,Subchapter S Corporation,White,Male Owned,Unanswered,10.0,04/05/2020,"ASB, FSB",HI-02
63800.0,LAHAINA,HI,96761,812990.0,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,8.0,04/10/2020,City National Bank,HI-02
20800.0,HONOLULU,HI,96815,541110.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,04/16/2020,Central Pacific Bank,HI-01
15000.0,Honolulu,HI,96822,522130.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,1.0,04/28/2020,"American Savings Bank, FSB",HI-01
7336.19,Honolulu,HI,96816,812199.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Celtic Bank Corporation,HI-01
38000.0,HILO,HI,96720,722511.0,Corporation,Unanswered,Unanswered,Unanswered,6.0,04/10/2020,"American Savings Bank, FSB(First State Bank)",HI-02
32500.0,HONOLULU,HI,96814,531390.0,Limited  Liability Company(LLC),Unknown,,Unanswered,2.0,04/07/2020,Central Pacific Bank,HI-01
50000.0,HAIKU,HI,96708,813990.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,,04/28/2020,Bank of Hawaii,HI-02
17232.0,WAILUKU,HI,96793,236118.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,4.0,04/27/2020,Bank of Hawaii,HI-02
3225.0,KIHEI,HI,96753,713940.0,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,7.0,05/04/2020,Bank of Hawaii,HI-02
39200.0,HONOLULU,HI,96816,621210.0,Corporation,Unknown,,Unanswered,4.0,04/07/2020,FIRST HAWAIIAN BANK,HI-01
29375.0,KULA,HI,96790,561790.0,Corporation,Unanswered,Unanswered,Unanswered,5.0,04/27/2020,Bank of Hawaii,HI-02
1923.57,Kailua kona,HI,96740,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/23/2020,Celtic Bank Corporation,HI-02
68600.0,KIHEI,HI,96753,238220.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,5.0,04/05/2020,"ASB, FSB",HI-02
15400.0,WAIPAHU,HI,96797,812113.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,4.0,04/28/2020,"American Savings Bank, FSB(First State Bank)",HI-01
20200.0,EWA BEACH,HI,96706,722320.0,Corporation,Unknown,Unanswered,Unanswered,13.0,04/28/2020,"American Savings Bank, FSB(First State Bank)",HI-01
5615.0,HILO,HI,96720,541611.0,Independent Contractors,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,Central Pacific Bank,HI-02
9900.0,Kahului,HI,96732,541219.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/01/2020,Central Pacific Bank,HI-02
25000.0,HILO,HI,96720,621310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,04/10/2020,Central Pacific Bank,HI-02
