LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
39907.0,KAILUA-KONA,HI,96740,722511.0,Corporation,Unanswered,Male Owned,Non-Veteran,5.0,04/27/2020,Bank of Hawaii,HI-02
17655.0,Makawao,HI,96768,541310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,06/02/2020,Central Pacific Bank,HI-02
30000.0,Lahaina,HI,96761,722515.0,Corporation,Unanswered,Unanswered,Unanswered,9.0,05/01/2020,WebBank,HI-02
89277.0,HONOLULU,HI,96818,623110.0,Corporation,Unknown,,Unanswered,13.0,05/11/2020,Bank of Hawaii,HI-01
97762.0,Honolulu,HI,96813,541110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,7.0,04/15/2020,FIRST HAWAIIAN BANK,HI-01
51262.5,Honolulu,HI,96819,541519.0,Corporation,Unanswered,Unanswered,Unanswered,4.0,04/27/2020,FIRST HAWAIIAN BANK,HI-01
72467.5,HONOLULU,HI,96819,621111.0,Corporation,Unknown,,Unanswered,6.0,05/01/2020,FIRST HAWAIIAN BANK,HI-01
38332.0,HONOLULU,HI,96819,424490.0,Corporation,Unknown,,Unanswered,6.0,05/07/2020,FIRST HAWAIIAN BANK,HI-01
11631.0,Honolulu,HI,96814,337122.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,HI-01
15000.0,Pearl City,HI,96782,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/26/2020,Central Pacific Bank,HI-01
27500.0,KAILUA,HI,96734,236115.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,04/12/2020,"American Savings Bank, FSB(First State Bank)",HI-02
13750.0,PEARL CITY,HI,96782,511210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,04/08/2020,Bank of Hawaii,HI-01
104700.0,HONOLULU,HI,96814,541110.0,Limited  Liability Company(LLC),Hispanic,Female,Unanswered,11.0,04/04/2020,Hawaii National Bank.,HI-01
3100.0,HONOLULU,HI,96813,812990.0,Sole Proprietorship,Unknown,,Unanswered,2.0,05/03/2020,"American Savings Bank, FSB(First State Bank)",HI-01
28000.0,HONOLULU,HI,96815,531210.0,Limited  Liability Company(LLC),Unanswered,Female,Unanswered,16.0,04/05/2020,Central Pacific Bank,HI-01
43800.0,WAIPAHU,HI,96797,713940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,12.0,04/11/2020,Central Pacific Bank,HI-01
52000.0,WAILUKU,HI,96793,621111.0,Limited  Liability Company(LLC),White,Male Owned,Veteran,4.0,04/10/2020,Central Pacific Bank,HI-02
22200.0,HONOLULU,HI,96814,611519.0,Limited  Liability Company(LLC),Unknown,,Unanswered,4.0,04/08/2020,Central Pacific Bank,HI-01
25800.0,Lihue,HI,96766,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,4.0,04/29/2020,FIRST HAWAIIAN BANK,HI-02
6714.0,KAPAA,HI,96746,711510.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,04/15/2020,Central Pacific Bank,HI-02
