LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
34600.0,HONOLULU,HI,96822,311813.0,Limited  Liability Company(LLC),Asian,Female,Non-Veteran,18.0,04/07/2020,FIRST HAWAIIAN BANK,HI-01
24000.0,AIEA,HI,96701,424990.0,Corporation,Unanswered,Unanswered,Unanswered,3.0,05/08/2020,"American Savings Bank, FSB(First State Bank)",HI-01
15000.0,LIHUE,HI,96766,562998.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,04/10/2020,Gather FCU,HI-02
20833.0,Honolulu,HI,96825,541519.0,Self-Employed Individuals,Hispanic,Male Owned,Non-Veteran,1.0,08/04/2020,"Kabbage, Inc.",HI-01
8440.0,Honolulu,HI,96816,485320.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0.0,05/13/2020,Central Pacific Bank,HI-01
3888.0,Kailua Kona,HI,96740,453998.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,06/23/2020,Cross River Bank,HI-02
12249.0,Kapaa,HI,96746,531210.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,05/21/2020,Gather FCU,HI-02
27790.0,Honolulu,HI,96837,532490.0,Corporation,Unanswered,Unanswered,Unanswered,2.0,05/01/2020,FIRST HAWAIIAN BANK,HI-01
55300.0,LIHUE,HI,96766,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/22/2020,Central Pacific Bank,HI-02
45000.0,HONOLULU,HI,96816,425120.0,Sole Proprietorship,Unknown,,Unanswered,2.0,04/09/2020,Central Pacific Bank,HI-01
4535.0,HAWI,HI,96719,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,05/10/2020,Hawaii Community FCU,HI-02
1625.0,HONOLULU,HI,96819,722511.0,Subchapter S Corporation,Unknown,,Unanswered,2.0,2020-04-30,Celtic Bank Corporation,HI-01
20000.0,HONOLULU,HI,96817,722513.0,Limited  Liability Company(LLC),Asian,Female,Non-Veteran,4.0,04/09/2020,Central Pacific Bank,HI-01
20625.0,HONOLULU,HI,96813,722511.0,Subchapter S Corporation,Unknown,,Unanswered,9.0,04/27/2020,FIRST HAWAIIAN BANK,HI-01
12687.0,HILO,HI,96720,423710.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,06/09/2020,CU Hawaii FCU,HI-02
24987.0,PAIA,HI,96779,561520.0,Corporation,Unanswered,Unanswered,Unanswered,8.0,04/27/2020,Bank of Hawaii,HI-02
15675.0,HONOLULU,HI,96814,923110.0,Non-Profit Organization,Unknown,,Unanswered,,04/28/2020,Bank of Hawaii,HI-01
8425.0,PRINCEVILLE,HI,96722,621330.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,05/06/2020,Bank of Hawaii,HI-02
3750.0,KULA,HI,96790,115112.0,Corporation,Unanswered,Unanswered,Unanswered,2.0,04/12/2020,Bank of Hawaii,HI-02
109400.0,MOUNTAIN VIEW,HI,96771,111422.0,Corporation,Unanswered,Unanswered,Unanswered,21.0,04/07/2020,"American Savings Bank, FSB(First State Bank)",HI-02
