LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
123300.0,KANEOHE,HI,96744,238220.0,Corporation,Unanswered,Unanswered,Unanswered,8.0,04/14/2020,Central Pacific Bank,HI-02
20800.0,HONOLULU,HI,96815,611710.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,04/05/2020,Bank of Hawaii,HI-01
7400.0,AIEA,HI,96701,423990.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,1.0,05/01/2020,FIRST HAWAIIAN BANK,HI-01
20800.0,HONOLULU,HI,96825,541990.0,Limited  Liability Company(LLC),Unanswered,Male Owned;,Unanswered,1.0,04/04/2020,BankVista,HI-01
24779.0,HONOLULU,HI,96822,541611.0,Non-Profit Organization,Unknown,,Unanswered,,04/15/2020,Bank of Hawaii,HI-01
52000.0,WAILUKU,HI,96793,621111.0,Limited  Liability Company(LLC),White,Male Owned,Veteran,4.0,04/10/2020,Central Pacific Bank,HI-02
2099.31,Honolulu,HI,96825,812112.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,Celtic Bank Corporation,HI-01
35000.0,WAIANAE,HI,96792,722511.0,Corporation,Unanswered,Unanswered,Unanswered,11.0,04/11/2020,FIRST HAWAIIAN BANK,HI-02
57832.0,HOLUALOA,HI,96725,236117.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,7.0,04/27/2020,Bank of Hawaii,HI-02
6357.0,HONOLULU,HI,96816,531210.0,Sole Proprietorship,Unknown,,Unanswered,1.0,07/27/2020,HawaiiUSA FCU,HI-01
79582.0,HONOLULU,HI,96815,722511.0,Limited  Liability Company(LLC),Unknown,,Unanswered,15.0,04/27/2020,Bank of Hawaii,HI-01
20800.0,KAILUA,HI,96734,621330.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,1.0,2020-04-30,"American Savings Bank, FSB(First State Bank)",HI-02
64600.0,HONOLULU,HI,96813,541213.0,Limited  Liability Company(LLC),Asian,Female,Non-Veteran,5.0,04/05/2020,"ASB, FSB",HI-01
29200.0,HONOLULU,HI,96816,541199.0,Corporation,Unknown,,Unanswered,5.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-01
15000.0,HILO,HI,96720,811111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,04/04/2020,Central Pacific Bank,HI-02
44173.07,Kailua Kona,HI,96740,813211.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,0.0,05/21/2020,Central Pacific Bank,HI-02
132500.0,HONOLULU,HI,96826,722513.0,Corporation,Unknown,,Unanswered,23.0,04/06/2020,Central Pacific Bank,HI-01
27500.0,LIHUE,HI,96766,531311.0,Corporation,Unanswered,Male Owned,Non-Veteran,2.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
8800.0,kalaheo,HI,96746,541430.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0.0,05/06/2020,Central Pacific Bank,HI-02
11041.0,Honolulu,HI,96818,722513.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,9.0,04/29/2020,Cross River Bank,HI-01
