LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
23100.0,HONOLULU,HI,96813,541611.0,Limited  Liability Company(LLC),Unknown,,Unanswered,5.0,04/09/2020,Central Pacific Bank,HI-01
12700.0,HONOLULU,HI,96814,561520.0,Corporation,Asian,Male Owned;,Non-Veteran,3.0,04/04/2020,Ohana Pacific Bank,HI-01
19000.0,KAILUA KONA,HI,96740,722511.0,Partnership,Unanswered,Unanswered,Unanswered,0.0,05/21/2020,Central Pacific Bank,HI-02
29553.7,Kailua-Kona,HI,96740,621210.0,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,6.0,06/15/2020,"TIAA Bank, A Division of",HI-02
102865.0,HONOLULU,HI,96819,621210.0,Corporation,Asian,Female,Non-Veteran,,04/15/2020,Central Pacific Bank,HI-01
907.0,Kahuku,HI,96731,541890.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,06/26/2020,MBE Capital Partners,HI-02
27435.0,VOLCANO,HI,96785,424930.0,Corporation,Unanswered,Unanswered,Unanswered,,2020-04-30,Bank of Hawaii,HI-02
3725.0,KILAUEA,HI,96754,541219.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,04/13/2020,Bank of Hawaii,HI-02
89554.0,Honolulu,HI,96813,621111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,6.0,05/19/2020,FIRST HAWAIIAN BANK,HI-01
12249.0,Kapaa,HI,96746,531210.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,05/21/2020,Gather FCU,HI-02
3241.92,WAHIAWA,HI,96786,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,05/07/2020,HawaiiUSA FCU,HI-02
12712.0,Honolulu,HI,96819,453110.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,2020-06-29,"Kabbage, Inc.",HI-01
35000.0,WAIANAE,HI,96792,722511.0,Corporation,Unanswered,Unanswered,Unanswered,11.0,04/11/2020,FIRST HAWAIIAN BANK,HI-02
12347.0,WAIPAHU,HI,96797,238220.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,07/27/2020,"Kabbage, Inc.",HI-01
5502.26,Ewa Beach,HI,96706,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/03/2020,Celtic Bank Corporation,HI-01
45000.0,HONOLULU,HI,96816,425120.0,Sole Proprietorship,Unknown,,Unanswered,2.0,04/09/2020,Central Pacific Bank,HI-01
7140.83,KAPAA,HI,96746,236118.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/01/2020,Gather FCU,HI-02
24120.0,HONOLULU,HI,96826,722511.0,Corporation,Unknown,,Unanswered,5.0,04/28/2020,FIRST HAWAIIAN BANK,HI-01
20800.0,HONOLULU,HI,96817,621112.0,Corporation,Unknown,,Unanswered,1.0,04/06/2020,Bank of Hawaii,HI-01
37900.0,HONOLULU,HI,96813,424990.0,Limited  Liability Company(LLC),Unknown,,Unanswered,6.0,04/05/2020,"ASB, FSB",HI-01
