LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
20300.0,KAILUA KONA,HI,96740,621111.0,Corporation,Unanswered,Unanswered,Unanswered,3.0,04/04/2020,Central Pacific Bank,HI-02
24455.0,KIHEI,HI,96753,531320.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/06/2020,Bank of Hawaii,HI-02
31225.0,Kunia,HI,96759,813910.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,4.0,04/28/2020,FIRST HAWAIIAN BANK,HI-02
4300.0,Honolulu,HI,96813,999990.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-01
33030.0,KEAAU,HI,96749,722513.0,Corporation,Unanswered,Unanswered,Unanswered,9.0,04/27/2020,Bank of Hawaii,HI-02
63700.0,HONOLULU,HI,96817,424990.0,Corporation,Unknown,,Unanswered,5.0,05/02/2020,"American Savings Bank, FSB(First State Bank)",HI-01
36100.0,WAHIAWA,HI,96786,339920.0,Corporation,Unanswered,Male Owned,Non-Veteran,0.0,06/03/2020,Navy FCU,HI-02
12500.0,HONOLULU,HI,96813,541110.0,Limited  Liability Company(LLC),Unknown,,Unanswered,,04/14/2020,Central Pacific Bank,HI-01
11400.0,HONOLULU,HI,96817,451130.0,Self-Employed Individuals,Unknown,,Unanswered,0.0,05/12/2020,Central Pacific Bank,HI-01
33300.0,AIEA,HI,96701,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,5.0,04/10/2020,Ohana Pacific Bank,HI-01
1760.0,AIEA,HI,96701,561510.0,Corporation,Unanswered,Unanswered,Unanswered,4.0,04/28/2020,FIRST HAWAIIAN BANK,HI-01
12000.0,HAWI,HI,96719,453220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,4.0,04/10/2020,"American Savings Bank, FSB(First State Bank)",HI-02
30800.0,HONOLULU,HI,96813,541511.0,Corporation,Unknown,,Unanswered,2.0,04/09/2020,FIRST HAWAIIAN BANK,HI-01
19100.0,WAILUKU,HI,96793,238220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/29/2020,Central Pacific Bank,HI-02
4660.0,Honolulu,HI,96818,485310.0,Independent Contractors,Unanswered,Unanswered,Unanswered,1.0,07/29/2020,"Kabbage, Inc.",HI-01
27392.5,Hanalei,HI,96714,238910.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,04/28/2020,FIRST HAWAIIAN BANK,HI-02
20833.0,Honolulu,HI,96816,236115.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,Central Pacific Bank,HI-01
6100.0,Kihei,HI,96753,812990.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-02
92200.0,HONOLULU,HI,96817,811420.0,Corporation,Unanswered,Male Owned;,Non-Veteran,7.0,04/06/2020,"ASB, FSB",HI-01
90900.0,KAHULUI,HI,96732,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,10.0,04/07/2020,Central Pacific Bank,HI-02
